GEN.1.1	In the beginning God created the heavens and the earth. 
GEN.29.22	Laban gathered all the men of the place and made a feast. 
GEN.29.23	Now in the evening he took his daughter Leah, and brought her to him; and 
GEN.29.24	Laban also gave his maid Zilpah to his daughter Leah as a maid. 
GEN.29.25	So it came about in the morning that, behold, it was Leah! And he said to Laban, “What is this you have done to me? Was it not for Rachel that I served with you? Why then have you deceived me?” 
GEN.29.26	But Laban said, “It is not the practice in our place to marry off the younger before the firstborn. 
GEN.29.27	Complete the week of this one, and we will give you the other also for the service which you shall serve with me for another seven years.” 
GEN.29.28	Jacob did so and completed her week, and he gave him his daughter Rachel as his wife. 
GEN.29.29	Laban also gave his maid Bilhah to his daughter Rachel as her maid. 
GEN.29.30	So 
GEN.29.31	Now the L
GEN.29.32	Leah conceived and bore a son and named him Reuben, for she said, “Because the L
GEN.29.33	Then she conceived again and bore a son and said, “Because the L
GEN.29.34	She conceived again and bore a son and said, “Now this time my husband will become attached to me, because I have borne him three sons.” Therefore he was named Levi. 
GEN.29.35	And she conceived again and bore a son and said, “This time I will praise the L
GEN.30.1	Now when Rachel saw that she bore Jacob no children, she became jealous of her sister; and she said to Jacob, “Give me children, or else I die.” 
GEN.30.2	Then Jacob’s anger burned against Rachel, and he said, “Am I in the place of God, who has withheld from you the fruit of the womb?” 
GEN.30.3	She said, “Here is my maid Bilhah, go in to her that she may bear on my knees, that through her I too may have children.” 
GEN.30.4	So she gave him her maid Bilhah as a wife, and Jacob went in to her. 
GEN.30.5	Bilhah conceived and bore Jacob a son. 
GEN.30.6	Then Rachel said, “God has vindicated me, and has indeed heard my voice and has given me a son.” Therefore she named him Dan. 
GEN.30.7	Rachel’s maid Bilhah conceived again and bore Jacob a second son. 
GEN.30.8	So Rachel said, “With mighty wrestlings I have wrestled with my sister, 
GEN.30.9	When Leah saw that she had stopped bearing, she took her maid Zilpah and gave her to Jacob as a wife. 
GEN.30.10	Leah’s maid Zilpah bore Jacob a son. 
GEN.30.11	Then Leah said, “How fortunate!” So she named him Gad. 
GEN.30.12	Leah’s maid Zilpah bore Jacob a second son. 
GEN.30.13	Then Leah said, “Happy am I! For women will call me happy.” So she named him Asher.
GEN.30.14	Now in the days of wheat harvest Reuben went and found mandrakes in the field, and brought them to his mother Leah. Then Rachel said to Leah, “Please give me some of your son’s mandrakes.” 
GEN.30.15	But she said to her, “Is it a small matter for you to take my husband? And would you take my son’s mandrakes also?” So Rachel said, “Therefore he may lie with you tonight in return for your son’s mandrakes.” 
GEN.30.16	When Jacob came in from the field in the evening, then Leah went out to meet him and said, “You must come in to me, for I have surely hired you with my son’s mandrakes.” So he lay with her that night. 
GEN.30.17	God gave heed to Leah, and she conceived and bore Jacob a fifth son. 
GEN.30.18	Then Leah said, “God has given me my wages because I gave my maid to my husband.” So she named him Issachar. 
GEN.30.19	Leah conceived again and bore a sixth son to Jacob. 
GEN.30.20	Then Leah said, “God has endowed me with a good gift; now my husband will dwell with me, because I have borne him six sons.” So she named him Zebulun. 
GEN.30.21	Afterward she bore a daughter and named her Dinah.
GEN.30.22	Then God remembered Rachel, and God gave heed to her and opened her womb. 
GEN.30.23	So she conceived and bore a son and said, “God has taken away my reproach.” 
GEN.30.24	She named him Joseph, saying, “May the L
GEN.30.25	Now it came about when Rachel had borne Joseph, that Jacob said to Laban, “Send me away, that I may go to my own place and to my own country. 
GEN.30.26	Give 
GEN.30.27	But Laban said to him, “If now 
GEN.30.28	He continued, “Name me your wages, and I will give it.” 
GEN.30.29	But he said to him, “You yourself know how I have served you and how your cattle have fared with me. 
GEN.30.30	For you had little before I came and it has increased to a multitude, and the L
GEN.30.31	So he said, “What shall I give you?” And Jacob said, “You shall not give me anything. If you will do this 
GEN.30.32	let me pass through your entire flock today, removing from there every speckled and spotted sheep and every black one among the lambs and the spotted and speckled among the goats; and 
GEN.30.33	So my honesty will answer for me later, when you come concerning my wages. Every one that is not speckled and spotted among the goats and black among the lambs, 
GEN.30.34	Laban said, “Good, let it be according to your word.” 
GEN.30.35	So he removed on that day the striped and spotted male goats and all the speckled and spotted female goats, every one with white in it, and all the black ones among the sheep, and gave them into the care of his sons. 
GEN.30.36	And he put 
GEN.30.37	Then Jacob took fresh rods of poplar and almond and plane trees, and peeled white stripes in them, exposing the white which 
GEN.30.38	He set the rods which he had peeled in front of the flocks in the gutters, 
GEN.30.39	So the flocks mated by the rods, and the flocks brought forth striped, speckled, and spotted. 
GEN.30.40	Jacob separated the lambs, and made the flocks face toward the striped and all the black in the flock of Laban; and he put his own herds apart, and did not put them with Laban’s flock. 
GEN.30.41	Moreover, whenever the stronger of the flock were mating, Jacob would place the rods in the sight of the flock in the gutters, so that they might mate by the rods; 
GEN.30.42	but when the flock was feeble, he did not put 
GEN.30.43	So the man became exceedingly prosperous, and had large flocks and female and male servants and camels and donkeys.
GEN.31.1	Now Jacob heard the words of Laban’s sons, saying, “Jacob has taken away all that was our father’s, and from what belonged to our father he has made all this wealth.” 
GEN.31.2	Jacob saw the 
GEN.31.3	Then the L
GEN.31.4	So Jacob sent and called Rachel and Leah to his flock in the field, 
GEN.31.5	and said to them, “I see your father’s attitude, that it is not 
GEN.31.6	You know that I have served your father with all my strength. 
GEN.31.7	Yet your father has cheated me and changed my wages ten times; however, God did not allow him to hurt me. 
GEN.31.8	If he spoke thus, ‘The speckled shall be your wages,’ then all the flock brought forth speckled; and if he spoke thus, ‘The striped shall be your wages,’ then all the flock brought forth striped. 
GEN.31.9	Thus God has taken away your father’s livestock and given 
GEN.31.10	And it came about at the time when the flock were mating that I lifted up my eyes and saw in a dream, and behold, the male goats which were mating 
GEN.31.11	Then the angel of God said to me in the dream, ‘Jacob,’ and I said, ‘Here I am.’ 
GEN.31.12	He said, ‘Lift up now your eyes and see 
GEN.31.13	I am the God 
GEN.31.14	Rachel and Leah said to him, “Do we still have any portion or inheritance in our father’s house? 
GEN.31.15	Are we not reckoned by him as foreigners? For he has sold us, and has also entirely consumed our purchase price. 
GEN.31.16	Surely all the wealth which God has taken away from our father belongs to us and our children; now then, do whatever God has said to you.”
GEN.31.17	Then Jacob arose and put his children and his wives upon camels; 
GEN.31.18	and he drove away all his livestock and all his property which he had gathered, his acquired livestock which he had gathered in Paddan-aram, to go to the land of Canaan to his father Isaac. 
GEN.31.19	When Laban had gone to shear his flock, then Rachel stole the household idols that were her father’s. 
GEN.31.20	And Jacob deceived Laban the Aramean by not telling him that he was fleeing. 
GEN.31.21	So he fled with all that he had; and he arose and crossed the 
GEN.31.22	When it was told Laban on the third day that Jacob had fled, 
GEN.31.23	then he took his kinsmen with him and pursued him 
GEN.31.24	God came to Laban the Aramean in a dream of the night and said to him, “Be careful that you do not speak to Jacob either good or bad.”
GEN.31.25	Laban caught up with Jacob. Now Jacob had pitched his tent in the hill country, and Laban with his kinsmen camped in the hill country of Gilead. 
GEN.31.26	Then Laban said to Jacob, “What have you done by deceiving me and carrying away my daughters like captives of the sword? 
GEN.31.27	Why did you flee secretly and deceive me, and did not tell me so that I might have sent you away with joy and with songs, with timbrel and with lyre; 
GEN.31.28	and did not allow me to kiss my sons and my daughters? Now you have done foolishly. 
GEN.31.29	It is in my power to do you harm, but the God of your father spoke to me last night, saying, ‘Be careful not to speak either good or bad to Jacob.’ 
GEN.31.30	Now you have indeed gone away because you longed greatly for your father’s house; 
GEN.31.31	Then Jacob replied to Laban, “Because I was afraid, for I thought that you would take your daughters from me by force. 
GEN.31.32	The one with whom you find your gods shall not live; in the presence of our kinsmen point out what is yours among my belongings and take 
GEN.31.33	So Laban went into Jacob’s tent and into Leah’s tent and into the tent of the two maids, but he did not find 
GEN.31.34	Now Rachel had taken the household idols and put them in the camel’s saddle, and she sat on them. And Laban felt through all the tent but did not find 
GEN.31.35	She said to her father, “Let not my lord be angry that I cannot rise before you, for the manner of women is upon me.” So he searched but did not find the household idols.
GEN.31.36	Then Jacob became angry and contended with Laban; and Jacob said to Laban, “What is my transgression? What is my sin that you have hotly pursued me? 
GEN.31.37	Though you have felt through all my goods, what have you found of all your household goods? Set 
GEN.31.38	These twenty years I 
GEN.31.39	That which was torn 
GEN.31.40	 I was: by day the heat consumed me and the frost by night, and my sleep fled from my eyes. 
GEN.31.41	These twenty years I have been in your house; I served you fourteen years for your two daughters and six years for your flock, and you changed my wages ten times. 
GEN.31.42	If the God of my father, the God of Abraham, and the fear of Isaac, had not been for me, surely now you would have sent me away empty-handed. God has seen my affliction and the toil of my hands, so He rendered judgment last night.”
GEN.31.43	Then Laban replied to Jacob, “The daughters are my daughters, and the children are my children, and the flocks are my flocks, and all that you see is mine. But what can I do this day to these my daughters or to their children whom they have borne? 
GEN.31.44	So now come, let us make a covenant, you and I, and let it be a witness between you and me.” 
GEN.31.45	Then Jacob took a stone and set it up 
GEN.31.46	Jacob said to his kinsmen, “Gather stones.” So they took stones and made a heap, and they ate there by the heap. 
GEN.31.47	Now Laban called it 
GEN.31.48	Laban said, “This heap is a witness between you and me this day.” Therefore it was named Galeed, 
GEN.31.49	and 
GEN.31.50	If you mistreat my daughters, or if you take wives besides my daughters, 
GEN.31.51	Laban said to Jacob, “Behold this heap and behold the pillar which I have set between you and me. 
GEN.31.52	This heap is a witness, and the pillar is a witness, that I will not pass by this heap to you for harm, and you will not pass by this heap and this pillar to me, for harm. 
GEN.31.53	The God of Abraham and the God of Nahor, the God of their father, judge between us.” So Jacob swore by the fear of his father Isaac. 
GEN.31.54	Then Jacob offered a sacrifice on the mountain, and called his kinsmen to the meal; and they ate the meal and spent the night on the mountain. 
GEN.31.55	Early in the morning Laban arose, and kissed his sons and his daughters and blessed them. Then Laban departed and returned to his place.
GEN.32.1	Now as Jacob went on his way, the angels of God met him. 
GEN.32.2	Jacob said when he saw them, “This is God’s 
GEN.32.3	Then Jacob sent messengers before him to his brother Esau in the land of Seir, the country of Edom. 
GEN.32.4	He also commanded them saying, “Thus you shall say to my lord Esau: ‘Thus says your servant Jacob, “I have sojourned with Laban, and stayed until now; 
GEN.32.5	I have oxen and donkeys 
GEN.32.6	The messengers returned to Jacob, saying, “We came to your brother Esau, and furthermore he is coming to meet you, and four hundred men are with him.” 
GEN.32.7	Then Jacob was greatly afraid and distressed; and he divided the people who were with him, and the flocks and the herds and the camels, into two companies; 
GEN.32.8	for he said, “If Esau comes to the one company and attacks it, then the company which is left will escape.”
GEN.32.9	Jacob said, “O God of my father Abraham and God of my father Isaac, O L
GEN.32.10	I am unworthy of all the lovingkindness and of all the faithfulness which You have shown to Your servant; for with my staff 
GEN.32.11	Deliver me, I pray, from the hand of my brother, from the hand of Esau; for I fear him, that he will come and attack me 
GEN.32.12	For You said, ‘I will surely prosper you and make your descendants as the sand of the sea, which is too great to be numbered.’ ”
GEN.32.13	So he spent the night there. Then he selected from what he had with him a present for his brother Esau: 
GEN.32.14	two hundred female goats and twenty male goats, two hundred ewes and twenty rams, 
GEN.32.15	thirty milking camels and their colts, forty cows and ten bulls, twenty female donkeys and ten male donkeys. 
GEN.32.16	He delivered 
GEN.32.17	He commanded the one in front, saying, “When my brother Esau meets you and asks you, saying, ‘To whom do you belong, and where are you going, and to whom do these 
GEN.32.18	then you shall say, ‘
GEN.32.19	Then he commanded also the second and the third, and all those who followed the droves, saying, “After this manner you shall speak to Esau when you find him; 
GEN.32.20	and you shall say, ‘Behold, your servant Jacob also is behind us.’ ” For he said, “I will appease him with the present that goes before me. Then afterward I will see his face; perhaps he will accept me.” 
GEN.32.21	So the present passed on before him, while he himself spent that night in the camp.
GEN.32.22	Now he arose that same night and took his two wives and his two maids and his eleven children, and crossed the ford of the Jabbok. 
GEN.32.23	He took them and sent them across the stream. And he sent across whatever he had.
GEN.32.24	Then Jacob was left alone, and a man wrestled with him until daybreak. 
GEN.32.25	When he saw that he had not prevailed against him, he touched the socket of his thigh; so the socket of Jacob’s thigh was dislocated while he wrestled with him. 
GEN.32.26	Then he said, “Let me go, for the dawn is breaking.” But he said, “I will not let you go unless you bless me.” 
GEN.32.27	So he said to him, “What is your name?” And he said, “Jacob.” 
GEN.32.28	He said, “Your name shall no longer be Jacob, but 
GEN.32.29	Then Jacob asked him and said, “Please tell me your name.” But he said, “Why is it that you ask my name?” And he blessed him there. 
GEN.32.30	So Jacob named the place 
GEN.32.31	Now the sun rose upon him just as he crossed over Penuel, and he was limping on his thigh. 
GEN.32.32	Therefore, to this day the sons of Israel do not eat the sinew of the hip which is on the socket of the thigh, because he touched the socket of Jacob’s thigh in the sinew of the hip.
GEN.33.1	Then Jacob lifted his eyes and looked, and behold, Esau was coming, and four hundred men with him. So he divided the children among Leah and Rachel and the two maids. 
GEN.33.2	He put the maids and their children in front, and Leah and her children next, and Rachel and Joseph last. 
GEN.33.3	But he himself passed on ahead of them and bowed down to the ground seven times, until he came near to his brother.
GEN.33.4	Then Esau ran to meet him and embraced him, and fell on his neck and kissed him, and they wept. 
GEN.33.5	He lifted his eyes and saw the women and the children, and said, “Who are these with you?” So he said, “The children whom God has graciously given your servant.” 
GEN.33.6	Then the maids came near with their children, and they bowed down. 
GEN.33.7	Leah likewise came near with her children, and they bowed down; and afterward Joseph came near with Rachel, and they bowed down. 
GEN.33.8	And he said, “What do you mean by all this company which I have met?” And he said, “To find favor in the sight of my lord.” 
GEN.33.9	But Esau said, “I have plenty, my brother; let what you have be your own.” 
GEN.33.10	Jacob said, “No, please, if now I have found favor in your sight, then take my present from my hand, for I see your face as one sees the face of God, and you have received me favorably. 
GEN.33.11	Please take my gift which has been brought to you, because God has dealt graciously with me and because I have plenty.” Thus he urged him and he took 
GEN.33.12	Then Esau said, “Let us take our journey and go, and I will go before you.” 
GEN.33.13	But he said to him, “My lord knows that the children are frail and that the flocks and herds which are nursing are a care to me. And if they are driven hard one day, all the flocks will die. 
GEN.33.14	Please let my lord pass on before his servant, and I will proceed at my leisure, according to the pace of the cattle that are before me and according to the pace of the children, until I come to my lord at Seir.”
GEN.33.15	Esau said, “Please let me leave with you some of the people who are with me.” But he said, “
GEN.33.16	So Esau returned that day on his way to Seir. 
GEN.33.17	Jacob journeyed to 
GEN.33.18	Now Jacob came safely to the city of Shechem, which is in the land of Canaan, when he came from Paddan-aram, and camped before the city. 
GEN.33.19	He bought the piece of land where he had pitched his tent from the hand of the sons of Hamor, Shechem’s father, for one hundred pieces of money. 
GEN.33.20	Then he erected there an altar and called it 
GEN.34.1	Now Dinah the daughter of Leah, whom she had borne to Jacob, went out to visit the daughters of the land. 
GEN.34.2	When Shechem the son of Hamor the Hivite, the prince of the land, saw her, he took her and lay with her by force. 
GEN.34.3	He was deeply attracted to Dinah the daughter of Jacob, and he loved the girl and spoke tenderly to her. 
GEN.34.4	So Shechem spoke to his father Hamor, saying, “Get me this young girl for a wife.” 
GEN.34.5	Now Jacob heard that he had defiled Dinah his daughter; but his sons were with his livestock in the field, so Jacob kept silent until they came in. 
GEN.34.6	Then Hamor the father of Shechem went out to Jacob to speak with him. 
GEN.34.7	Now the sons of Jacob came in from the field when they heard 
GEN.34.8	But Hamor spoke with them, saying, “The soul of my son Shechem longs for your daughter; please give her to him in marriage. 
GEN.34.9	Intermarry with us; give your daughters to us and take our daughters for yourselves. 
GEN.34.10	Thus you shall live with us, and the land shall be 
GEN.34.11	Shechem also said to her father and to her brothers, “If I find favor in your sight, then I will give whatever you say to me. 
GEN.34.12	Ask me ever so much bridal payment and gift, and I will give according as you say to me; but give me the girl in marriage.”
GEN.34.13	But Jacob’s sons answered Shechem and his father Hamor with deceit, because he had defiled Dinah their sister. 
GEN.34.14	They said to them, “We cannot do this thing, to give our sister to one who is uncircumcised, for that would be a disgrace to us. 
GEN.34.15	Only on this 
GEN.34.16	then we will give our daughters to you, and we will take your daughters for ourselves, and we will live with you and become one people. 
GEN.34.17	But if you will not listen to us to be circumcised, then we will take our daughter and go.”
GEN.34.18	Now their words seemed reasonable to Hamor and Shechem, Hamor’s son. 
GEN.34.19	The young man did not delay to do the thing, because he was delighted with Jacob’s daughter. Now he was more respected than all the household of his father. 
GEN.34.20	So Hamor and his son Shechem came to the gate of their city and spoke to the men of their city, saying, 
GEN.34.21	“These men are friendly with us; therefore let them live in the land and trade in it, for behold, the land is large enough for them. Let us take their daughters in marriage, and give our daughters to them. 
GEN.34.22	Only on this 
GEN.34.23	Will not their livestock and their property and all their animals be ours? Only let us consent to them, and they will live with us.” 
GEN.34.24	All who went out of the gate of his city listened to Hamor and to his son Shechem, and every male was circumcised, all who went out of the gate of his city.
GEN.34.25	Now it came about on the third day, when they were in pain, that two of Jacob’s sons, Simeon and Levi, Dinah’s brothers, each took his sword and came upon the city unawares, and killed every male. 
GEN.34.26	They killed Hamor and his son Shechem with the edge of the sword, and took Dinah from Shechem’s house, and went forth. 
GEN.34.27	Jacob’s sons came upon the slain and looted the city, because they had defiled their sister. 
GEN.34.28	They took their flocks and their herds and their donkeys, and that which was in the city and that which was in the field; 
GEN.34.29	and they captured and looted all their wealth and all their little ones and their wives, even all that 
GEN.34.30	Then Jacob said to Simeon and Levi, “You have brought trouble on me by making me odious among the inhabitants of the land, among the Canaanites and the Perizzites; and my men being few in number, they will gather together against me and attack me and I will be destroyed, I and my household.” 
GEN.34.31	But they said, “Should he treat our sister as a harlot?”
GEN.35.1	Then God said to Jacob, “Arise, go up to Bethel and live there, and make an altar there to God, who appeared to you when you fled from your brother Esau.” 
GEN.35.2	So Jacob said to his household and to all who were with him, “Put away the foreign gods which are among you, and purify yourselves and change your garments; 
GEN.35.3	and let us arise and go up to Bethel, and I will make an altar there to God, who answered me in the day of my distress and has been with me wherever I have gone.” 
GEN.35.4	So they gave to Jacob all the foreign gods which they had and the rings which were in their ears, and Jacob hid them under the oak which was near Shechem.
GEN.35.5	As they journeyed, there was a great terror upon the cities which were around them, and they did not pursue the sons of Jacob. 
GEN.35.6	So Jacob came to Luz (that is, Bethel), which is in the land of Canaan, he and all the people who were with him. 
GEN.35.7	He built an altar there, and called the place El-bethel, because there God had revealed Himself to him when he fled from his brother. 
GEN.35.8	Now Deborah, Rebekah’s nurse, died, and she was buried below Bethel under the oak; it was named 
GEN.35.9	Then God appeared to Jacob again when he came from Paddan-aram, and He blessed him. 
GEN.35.10	God said to him,
GEN.35.10	“Your name is Jacob;
GEN.35.10	You shall no longer be called Jacob,
GEN.35.10	But Israel shall be your name.”
GEN.35.10	Thus He called him Israel. 
GEN.35.11	God also said to him,
GEN.35.11	“I am God Almighty;
GEN.35.11	Be fruitful and multiply;
GEN.35.11	A nation and a company of nations shall come from you,
GEN.35.11	And kings shall come forth from you.
GEN.35.12	The land which I gave to Abraham and Isaac,
GEN.35.12	I will give it to you,
GEN.35.12	And I will give the land to your descendants after you.”
GEN.35.13	Then God went up from him in the place where He had spoken with him. 
GEN.35.14	Jacob set up a pillar in the place where He had spoken with him, a pillar of stone, and he poured out a drink offering on it; he also poured oil on it. 
GEN.35.15	So Jacob named the place where God had spoken with him, 
GEN.35.16	Then they journeyed from Bethel; and when there was still some distance to go to Ephrath, Rachel began to give birth and she suffered severe labor. 
GEN.35.17	When she was in severe labor the midwife said to her, “Do not fear, for now you have another son.” 
GEN.35.18	It came about as her soul was departing (for she died), that she named him 
GEN.35.19	So Rachel died and was buried on the way to Ephrath (that is, Bethlehem). 
GEN.35.20	Jacob set up a pillar over her grave; that is the pillar of Rachel’s grave to this day. 
GEN.35.21	Then Israel journeyed on and pitched his tent beyond the tower of Eder.
GEN.35.22	It came about while Israel was dwelling in that land, that Reuben went and lay with Bilhah his father’s concubine, and Israel heard 
GEN.35.23	the sons of Leah: Reuben, Jacob’s firstborn, then Simeon and Levi and Judah and Issachar and Zebulun; 
GEN.35.24	the sons of Rachel: Joseph and Benjamin; 
GEN.35.25	and the sons of Bilhah, Rachel’s maid: Dan and Naphtali; 
GEN.35.26	and the sons of Zilpah, Leah’s maid: Gad and Asher. These are the sons of Jacob who were born to him in Paddan-aram.
GEN.35.27	Jacob came to his father Isaac at Mamre of Kiriath-arba (that is, Hebron), where Abraham and Isaac had sojourned.
GEN.35.28	Now the days of Isaac were one hundred and eighty years. 
GEN.35.29	Isaac breathed his last and died and was gathered to his people, an old man of ripe age; and his sons Esau and Jacob buried him.
GEN.36.1	Now these are 
GEN.36.2	Esau took his wives from the daughters of Canaan: Adah the daughter of Elon the Hittite, and Oholibamah the daughter of Anah and the granddaughter of Zibeon the Hivite; 
GEN.36.3	also Basemath, Ishmael’s daughter, the sister of Nebaioth. 
GEN.36.4	Adah bore Eliphaz to Esau, and Basemath bore Reuel, 
GEN.36.5	and Oholibamah bore Jeush and Jalam and Korah. These are the sons of Esau who were born to him in the land of Canaan.
GEN.36.6	Then Esau took his wives and his sons and his daughters and all his household, and his livestock and all his cattle and all his goods which he had acquired in the land of Canaan, and went to 
GEN.36.7	For their property had become too great for them to live together, and the land where they sojourned could not sustain them because of their livestock. 
GEN.36.8	So Esau lived in the hill country of Seir; Esau is Edom.
GEN.36.9	These then are 
GEN.36.10	These are the names of Esau’s sons: Eliphaz the son of Esau’s wife Adah, Reuel the son of Esau’s wife Basemath. 
GEN.36.11	The sons of Eliphaz were Teman, Omar, Zepho and Gatam and Kenaz. 
GEN.36.12	Timna was a concubine of Esau’s son Eliphaz and she bore Amalek to Eliphaz. These are the sons of Esau’s wife Adah. 
GEN.36.13	These are the sons of Reuel: Nahath and Zerah, Shammah and Mizzah. These were the sons of Esau’s wife Basemath. 
GEN.36.14	These were the sons of Esau’s wife Oholibamah, the daughter of Anah and the granddaughter of Zibeon: she bore to Esau, Jeush and Jalam and Korah.
GEN.36.15	These are the chiefs of the sons of Esau. The sons of Eliphaz, the firstborn of Esau, are chief Teman, chief Omar, chief Zepho, chief Kenaz, 
GEN.36.16	chief Korah, chief Gatam, chief Amalek. These are the chiefs descended from Eliphaz in the land of Edom; these are the sons of Adah. 
GEN.36.17	These are the sons of Reuel, Esau’s son: chief Nahath, chief Zerah, chief Shammah, chief Mizzah. These are the chiefs descended from Reuel in the land of Edom; these are the sons of Esau’s wife Basemath. 
GEN.36.18	These are the sons of Esau’s wife Oholibamah: chief Jeush, chief Jalam, chief Korah. These are the chiefs descended from Esau’s wife Oholibamah, the daughter of Anah. 
GEN.36.19	These are the sons of Esau (that is, Edom), and these are their chiefs.
GEN.36.20	These are the sons of Seir the Horite, the inhabitants of the land: Lotan and Shobal and Zibeon and Anah, 
GEN.36.21	and Dishon and Ezer and Dishan. These are the chiefs descended from the Horites, the sons of Seir in the land of Edom. 
GEN.36.22	The sons of Lotan were Hori and Hemam; and Lotan’s sister was Timna. 
GEN.36.23	These are the sons of Shobal: Alvan and Manahath and Ebal, Shepho and Onam. 
GEN.36.24	These are the sons of Zibeon: Aiah and Anah—he is the Anah who found the hot springs in the wilderness when he was pasturing the donkeys of his father Zibeon. 
GEN.36.25	These are the children of Anah: Dishon, and Oholibamah, the daughter of Anah. 
GEN.36.26	These are the sons of Dishon: Hemdan and Eshban and Ithran and Cheran. 
GEN.36.27	These are the sons of Ezer: Bilhan and Zaavan and Akan. 
GEN.36.28	These are the sons of Dishan: Uz and Aran. 
GEN.36.29	These are the chiefs descended from the Horites: chief Lotan, chief Shobal, chief Zibeon, chief Anah, 
GEN.36.30	chief Dishon, chief Ezer, chief Dishan. These are the chiefs descended from the Horites, according to their 
GEN.36.31	Now these are the kings who reigned in the land of Edom before any king reigned over the sons of Israel. 
GEN.36.32	Bela the son of Beor reigned in Edom, and the name of his city was Dinhabah. 
GEN.36.33	Then Bela died, and Jobab the son of Zerah of Bozrah became king in his place. 
GEN.36.34	Then Jobab died, and Husham of the land of the Temanites became king in his place. 
GEN.36.35	Then Husham died, and Hadad the son of Bedad, who defeated Midian in the field of Moab, became king in his place; and the name of his city was Avith. 
GEN.36.36	Then Hadad died, and Samlah of Masrekah became king in his place. 
GEN.36.37	Then Samlah died, and Shaul of Rehoboth on the 
GEN.36.38	Then Shaul died, and Baal-hanan the son of Achbor became king in his place. 
GEN.36.39	Then Baal-hanan the son of Achbor died, and Hadar became king in his place; and the name of his city was Pau; and his wife’s name was Mehetabel, the daughter of Matred, daughter of Mezahab.
GEN.36.40	Now these are the names of the chiefs descended from Esau, according to their families 
GEN.36.41	chief Oholibamah, chief Elah, chief Pinon, 
GEN.36.42	chief Kenaz, chief Teman, chief Mibzar, 
GEN.36.43	chief Magdiel, chief Iram. These are the chiefs of Edom (that is, Esau, the father of the Edomites), according to their habitations in the land of their possession.
GEN.37.1	Now Jacob lived in the land where his father had sojourned, in the land of Canaan. 
GEN.37.2	These are 
GEN.37.3	Now Israel loved Joseph more than all his sons, because he was the son of his old age; and he made him a 
GEN.37.4	His brothers saw that their father loved him more than all his brothers; and 
GEN.37.5	Then Joseph had a dream, and when he told it to his brothers, they hated him even more. 
GEN.37.6	He said to them, “Please listen to this dream which I have had; 
GEN.37.7	for behold, we were binding sheaves in the field, and lo, my sheaf rose up and also stood erect; and behold, your sheaves gathered around and bowed down to my sheaf.” 
GEN.37.8	Then his brothers said to him, “Are you actually going to reign over us? Or are you really going to rule over us?” So they hated him even more for his dreams and for his words.
GEN.37.9	Now he had still another dream, and related it to his brothers, and said, “Lo, I have had still another dream; and behold, the sun and the moon and eleven stars were bowing down to me.” 
GEN.37.10	He related 
GEN.37.11	His brothers were jealous of him, but his father kept the saying 
GEN.37.12	Then his brothers went to pasture their father’s flock in Shechem. 
GEN.37.13	Israel said to Joseph, “Are not your brothers pasturing 
GEN.37.14	Then he said to him, “Go now and see about the welfare of your brothers and the welfare of the flock, and bring word back to me.” So he sent him from the valley of Hebron, and he came to Shechem.
GEN.37.15	A man found him, and behold, he was wandering in the field; and the man asked him, “What are you looking for?” 
GEN.37.16	He said, “I am looking for my brothers; please tell me where they are pasturing 
GEN.37.17	Then the man said, “They have moved from here; for I heard 
GEN.37.18	When they saw him from a distance and before he came close to them, they plotted against him to put him to death. 
GEN.37.19	They said to one another, “Here comes this dreamer! 
GEN.37.20	Now then, come and let us kill him and throw him into one of the pits; and we will say, ‘A wild beast devoured him.’ Then let us see what will become of his dreams!” 
GEN.37.21	But Reuben heard 
GEN.37.22	Reuben further said to them, “Shed no blood. Throw him into this pit that is in the wilderness, but do not lay hands on him”—that he might rescue him out of their hands, to restore him to his father. 
GEN.37.23	So it came about, when Joseph reached his brothers, that they stripped Joseph of his tunic, the varicolored tunic that was on him; 
GEN.37.24	and they took him and threw him into the pit. Now the pit was empty, without any water in it.
GEN.37.25	Then they sat down to eat a meal. And as they raised their eyes and looked, behold, a caravan of Ishmaelites was coming from Gilead, with their camels bearing aromatic gum and balm and myrrh, on their way to bring 
GEN.37.26	Judah said to his brothers, “What profit is it for us to kill our brother and cover up his blood? 
GEN.37.27	Come and let us sell him to the Ishmaelites and not lay our hands on him, for he is our brother, our 
GEN.37.28	Then some Midianite traders passed by, so they pulled 
GEN.37.29	Now Reuben returned to the pit, and behold, Joseph was not in the pit; so he tore his garments. 
GEN.37.30	He returned to his brothers and said, “The boy is not 
GEN.37.31	So they took Joseph’s tunic, and slaughtered a male goat and dipped the tunic in the blood; 
GEN.37.32	and they sent the varicolored tunic and brought it to their father and said, “We found this; please examine 
GEN.37.33	Then he examined it and said, “It is my son’s tunic. A wild beast has devoured him; Joseph has surely been torn to pieces!” 
GEN.37.34	So Jacob tore his clothes, and put sackcloth on his loins and mourned for his son many days. 
GEN.37.35	Then all his sons and all his daughters arose to comfort him, but he refused to be comforted. And he said, “Surely I will go down to Sheol in mourning for my son.” So his father wept for him. 
GEN.37.36	Meanwhile, the Midianites sold him in Egypt to Potiphar, Pharaoh’s officer, the captain of the bodyguard.
GEN.38.1	And it came about at that time, that Judah departed from his brothers and visited a certain Adullamite, whose name was Hirah. 
GEN.38.2	Judah saw there a daughter of a certain Canaanite whose name was Shua; and he took her and went in to her. 
GEN.38.3	So she conceived and bore a son and he named him Er. 
