GEN.1.1	In the beginning God created the heavens and the earth. 
NUM.35.34	So do not defile the land which you are dwelling in, where I am residing, because I the 
NUM.36.1	And the chief fathers of the families of the children of Gilead the son of Makir, the son of Manasseh, of the families of the sons of Joseph, came near, and spoke before Moses and before the leaders, the chief fathers of the children of Israel. 
NUM.36.2	And they said, “The 
NUM.36.3	If they are married to any of the sons of the other tribes of the children of Israel, then their inheritance will be taken from the inheritance of our fathers and will be added to the inheritance of the tribe to which they are married, so will it be taken from the lot of our inheritance. 
NUM.36.4	When the jubilee of the children of Israel happens, then their inheritance will be added to the inheritance of the tribe to which they are married, so their inheritance will be taken away from the inheritance of the tribe of our fathers.”
NUM.36.5	Moses commanded the children of Israel according to the word of the 
NUM.36.6	This is the thing which the 
NUM.36.7	So the inheritance of the children of Israel will not turn from tribe to tribe, because every one of the children of Israel will keep the inheritance of the tribe of his fathers. 
NUM.36.8	Every daughter that possesses an inheritance in any tribe of the children of Israel will be wife to one of the families of the tribe of her father, so every man of the children of Israel may enjoy the inheritance of his fathers. 
NUM.36.9	Thus no inheritance will turn from one tribe to another tribe, but every tribe of the children of Israel will keep its own inheritance.’ ”
NUM.36.10	Just as the 
NUM.36.11	for Mahlah, Tirzah, Hoglah, Milkah, and Noah, the daughters of Zelophehad, were married to their uncles’ sons. 
NUM.36.12	And they were married into the families of the sons of Manasseh the son of Joseph, and their inheritance remained in the tribe of the family of their father.
NUM.36.13	These are the commandments and the judgments which the 
DEU.1.1	These are the words which Moses spoke to all Israel on the other side of the Jordan in the wilderness, in the plain opposite Suph, between Paran and Tophel and Laban and Hazeroth and Dizahab. 
DEU.1.2	(It is an eleven-day 
DEU.1.3	In the fortieth year, in the eleventh month, on the first day of the month, Moses spoke to the children of Israel, according to all that the 
DEU.1.4	 after he had slain Sihon the king of the Amorites, who lived in Heshbon, and Og the king of Bashan, who lived at Ashtaroth in Edrei.
DEU.1.5	Across the Jordan, in the land of Moab, Moses began to declare this law, saying: 
DEU.1.6	The 
DEU.1.7	Turn, and take your journey, and go to the mountains of the Amorites, and to all their neighbors, in the plain, in the mountains and in the lowland, in the Negev and by the seacoast, to the land of the Canaanites and to Lebanon, as far as the great river, the River Euphrates. 
DEU.1.8	See, I have set the land before you. Go in and possess the land which the 
DEU.1.9	I spoke to you at that time, saying, “I am not able to bear you by myself. 
DEU.1.10	The 
DEU.1.11	May the 
DEU.1.12	How can I myself bear your load and your burden and your strife? 
DEU.1.13	Choose wise, discerning, and knowing men, among your tribes, and I will appoint them as leaders over you.”
DEU.1.14	You answered me, and said, “The thing which you have said is good for us to do.”
DEU.1.15	So I took the leaders of your tribes, wise and well-known men, and appointed them as leaders over you, leaders over thousands, and leaders over hundreds, and leaders over fifties, and leaders over tens, and officers among your tribes. 
DEU.1.16	I charged your judges at that time, saying, “Hear the issues between your countrymen, and judge righteously between every man and his fellow countryman, and the foreigner that is with him. 
DEU.1.17	You shall not show partiality in judgment, but you shallhear the small as well as the great. You shall not be afraid in any man’s presence, for the judgment is God’s. The case that is too hard for you, you shall bring it to me, and I will hear it.” 
DEU.1.18	At that time, I commanded you all the things you should do.
DEU.1.19	When we departed from Horeb, we went through all that great and terrible wilderness, which you saw by the way of the mountain of the Amorites, as the 
DEU.1.20	I said to you, “You have come to the mountains of the Amorites, which the 
DEU.1.21	See, the 
DEU.1.22	So all of you came near to me and said, “Let us send men before us, so that they shall scout out the land, and bring back to us word concerning what way we should go up and into what cities we shall come.”
DEU.1.23	The thing pleased me, and I took twelve men from you, one out of each tribe. 
DEU.1.24	They turned and went up into the hill country and came to the Valley of Eshkol and scouted it out. 
DEU.1.25	They took the fruit of the land in their hands, and brought it down to us, and brought us word again, and said, “It is a good land which the 
DEU.1.26	Yet you were not willing to go up, but rebelled against the commandment of the 
DEU.1.27	You murmured in your tents, and said, “Because the 
DEU.1.28	Where shall we go up? Our brothers have discouraged our hearts, saying, ‘The people are greater and taller than we. The cities are great and walled up to heaven. And moreover, we have seen the sons of the Anakites there.’ ”
DEU.1.29	Then I said to you, “Do not be terrified, or afraid of them. 
DEU.1.30	The 
DEU.1.31	and in the wilderness, where you saw how the 
DEU.1.32	Yet in this thing you did not believe the 
DEU.1.33	who went in the way before you, to find you a place to pitch your tents, in fire by night and in a cloud by day, to show you by what way you should go.
DEU.1.34	The 
DEU.1.35	“Not one of these men of this evil generation will see the good land which I swore to give to your fathers. 
DEU.1.36	The exception will be Caleb the son of Jephunneh. He shall see it, and to him I will give the land upon which he has walked, and to his children, because he has wholly followed the 
DEU.1.37	Also the 
DEU.1.38	But Joshua the son of Nun, who stands before you, he shall go in. Encourage him, for he will cause Israel to inherit it. 
DEU.1.39	Moreover, your little ones, who you said would be a prey, and your children, who in that day had no knowledge between good and evil, they shall go in, and to them will I give it, and they shall possess it. 
DEU.1.40	But as for you, turn around, and take your journey into the wilderness by the way of the Red Sea.”
DEU.1.41	Then you answered and said to me, “We have sinned against the 
DEU.1.42	Then the 
DEU.1.43	So I spoke to you, but you would not listen. Instead, you rebelled against the commandment of the 
DEU.1.44	The Amorites, who lived in the hill country, came out against you, and chased you as bees do, and destroyed you in Seir as far as Hormah. 
DEU.1.45	Then you returned and wept before the 
DEU.1.46	So you dwelt in Kadesh many days, according to the days you dwelt there.
DEU.2.1	Then we turned, and set out toward the wilderness by the way of the Red Sea, as the 
DEU.2.2	Then the 
DEU.2.3	“You have circled this mountain long enough. Now turn north. 
DEU.2.4	Command the people, saying: You are to pass through the territory of your brothers the children of Esau, who dwell in Seir, and they shall be afraid of you. So carefully watch yourselves. 
DEU.2.5	Do not provoke them, for I will not give you any of their land, no, not so much as a footprint, because I have given Mount Seir to Esau for a possession. 
DEU.2.6	You may buy food from them with money so that you may eat, and you may also buy water from them with money so that you may drink.
DEU.2.7	“For the 
DEU.2.8	So we passed by our brothers, the children of Esau, who lived in Seir, through the way of the plain from Elath and from Ezion Geber, and we turned and passed by the way of the Wilderness of Moab.
DEU.2.9	The 
DEU.2.10	(The Emites lived there in times past, a people as great and as many and as tall as the Anakites. 
DEU.2.11	These people, as well as the Anakites, also were regarded as giants,
DEU.2.12	The Horites also formerly lived in Seir, but the children of Esau dispossessed and destroyed them, and settled there in their place, just as Israel did to the land of its possession, which the 
DEU.2.13	“Cross over the Zered Valley.” So we went over the Zered Valley.
DEU.2.14	Now the length of time it took for us to come to Kadesh Barnea until we crossed over the brook Zered was thirty-eight years, until all the generation of the men of war perished from among the army, just as the 
DEU.2.15	For indeed the hand of the 
DEU.2.16	So it came to pass, when all the men of war were gone and dead from among the people, 
DEU.2.17	then the 
DEU.2.18	“Today, you are to pass over through Ar, the border of Moab. 
DEU.2.19	When you come close to the Ammonites, do not harass them or provoke them, for I will not give you any of the land of the Ammonites as a possession, because I have given it to the children of Lot for a possession.”
DEU.2.20	(That also is considered the land of giants. Giants formerly lived there, but the Ammon­ites call them Zamzummites. 
DEU.2.21	They were a great people, as numerous and tall as the Anakites. But the 
DEU.2.22	just as He had done 
DEU.2.23	And the Avvites, who lived in villages as far as Gaza, the Caphtorites, who came out of Caphtor, destroyed them, and lived in their place.)
DEU.2.24	“Arise, set out, and cross the River Arnon. See, I have given Sihon the Amorite, king of Heshbon, and his land into your hand. Begin to possess it and contend with him in battle. 
DEU.2.25	This day I will begin to put the dread of you and the fear of you on the nations that are under the whole heaven, who shall hear the report of you, and shall tremble, and be in anguish because of you.”
DEU.2.26	I sent messengers out of the Wilderness of Kedemoth to Sihon, king of Heshbon, with words of peace, saying, 
DEU.2.27	“Let me pass through your land. I will only go on the main road. I will not turn aside to the right or the left. 
DEU.2.28	You shall sell me food for money so that I may eat, and give me water for money so that I may drink, only allow me to pass through on foot, 
DEU.2.29	just as the children of Esau who dwell in Seir and the Moabites who dwell in Ar did for me, until I pass over the Jordan into the land which the 
DEU.2.30	But Sihon, king of Heshbon, would not let us pass by him, for the 
DEU.2.31	The 
DEU.2.32	Then Sihon came out against us, he and all his people, to fight at Jahaz. 
DEU.2.33	Then the 
DEU.2.34	We took all his cities at that time and utterly destroyed the men, the women, and the children of every city. We left no survivors. 
DEU.2.35	We took only the livestock for plunder and the spoils of the cities which we took. 
DEU.2.36	From Aroer, which is on the bank of the River Arnon, and from the city that is in the valley, all the way to Gilead, there was not one city too strong for us. The 
DEU.2.37	Only you did not come near the land of the Ammonites, nor to any place on the River Jabbok, nor to the cities in the hill country, nor to any place the 
DEU.3.1	Then we turned and went up the way to Bashan, and Og, the king of Bashan, came out against us, he and all his people, to battle at Edrei. 
DEU.3.2	Then the 
DEU.3.3	So the 
DEU.3.4	We took all his cities at that time. There was not a city which we did not take from them: sixty cities, all the region of Argob, the kingdom of Og in Bashan. 
DEU.3.5	All these cities were fortified with high walls, gates, and bars, besides a great many rural towns. 
DEU.3.6	We utterly destroyed them, as we did to Sihon, king of Heshbon, utterly destroying the men, women, and children of every city. 
DEU.3.7	But we took all the livestock and the spoil of the cities as plunder for ourselves.
DEU.3.8	So at that time we took from the hand of the two kings of the Amorites the land that was across the Jordan, from the River Arnon to Mount Hermon 
DEU.3.9	(the Sidonians call Hermon Sirion, and the Amorites call it Senir), 
DEU.3.10	all the cities of the plain, and all Gilead, and all Bashan, as far as Salekah and Edrei, cities of the kingdom of Og in Bashan. 
DEU.3.11	For only Og, king of Bashan, remained of the remnant of the giants. (Notably, his bedstead was a bedstead of iron. Is it not in Rabbah of the children of Ammon? It is nine cubits long and four cubits wide,
DEU.3.12	This is the land which we possessed at that time from Aroer, which is by the River Arnon, and half the hill country of Gilead and its cities I gave to the Reubenites and to the Gadites. 
DEU.3.13	The rest of Gilead, and all Bashan, the kingdom of Og, I gave to the half-tribe of Manasseh. (All the region of Argob, with all Bashan, was called the land of giants. 
DEU.3.14	Jair, the son of Manasseh, took all the region of Argob, that is, Bashan, as far as the border of the Geshurites and the Maakathites, and called the villages after his own name, Havvoth Jair, as it is to this day.) 
DEU.3.15	I gave Gilead to Makir. 
DEU.3.16	To the Reubenites and to the Gadites I gave 
DEU.3.17	the plain also, with the Jordan as the border, from Kinnereth as far as the east side of the Sea of the Arabah (that is, the Dead Sea), below the slopes of Pisgah.
DEU.3.18	Then I commanded you at that time, saying, “The 
DEU.3.19	But your wives and your little ones, and your livestock (for I know that you have much livestock) shall remain in your cities which I have given you 
DEU.3.20	until the 
DEU.3.21	I commanded Joshua at that time, saying, “Your eyes have seen all that the 
DEU.3.22	Do not fear them, for the 
DEU.3.23	I pleaded with the 
DEU.3.24	“O 
DEU.3.25	Let me, I pray, go over and see the good land that is beyond the Jordan, that good hill country, and Lebanon.”
DEU.3.26	But the 
DEU.3.27	Get up to the top of Pisgah and lift up your eyes to the west and north and south and east, and see it with your eyes, for you shall not cross over this Jordan. 
DEU.3.28	But charge Joshua and encourage him and strengthen him, for he shall cross over before this people, and he shall cause them to inherit the land which you will see.” 
DEU.3.29	So we remained in the valley over against Beth Peor.
DEU.4.1	Now therefore, listen, O Israel, to the statutes and to the judgments which I am teaching you to do, so that you may live; and go in and possess the land which the 
DEU.4.2	You shall not add to the word which I am commanding you, nor shall you take anything from it, so that you may keep the commandments of the 
DEU.4.3	Your eyes have seen what the 
DEU.4.4	But you who held fast to the 
DEU.4.5	See, I have taught you statutes and judgments, just as the 
DEU.4.6	Therefore, keep and do 
DEU.4.7	For what nation is there so great, who has a god so near to it as the 
DEU.4.8	And what nation is there so great that has statutes and judgments so righteous as all this law, which I am setting before you today?
DEU.4.9	Only give heed to yourself and keep your soul diligently, lest you forget the things which your eyes have seen and lest they depart from your heart all the days of your life; but teach them to your sons, and your grandsons. 
DEU.4.10	Especially concerning the day you stood before the 
DEU.4.11	Then you came near and stood at the foot of the mountain, and the mountain burned with fire up to the midst of heaven, with darkness, a cloud, a thick cloud. 
DEU.4.12	Then the 
DEU.4.13	He declared to you His covenant, which He commanded you to perform, even the Ten Commandments, and He wrote them on two tablets of stone. 
DEU.4.14	The 
DEU.4.15	Give good care to yourselves, for you saw no form on the day that the 
DEU.4.16	lest you corrupt yourselves and make a graven image for yourselves in the form of any figure, the likeness of male or female, 
DEU.4.17	the likeness of any beast that is on the earth, the likeness of any winged fowl that flies in the air, 
DEU.4.18	the likeness of anything that creeps on the ground, the likeness of any fish that is in the waters beneath the earth. 
DEU.4.19	And 
DEU.4.20	But the 
DEU.4.21	Furthermore, the 
DEU.4.22	So I must die in this land. I shall not cross over the Jordan, but you shall go over and possess that good land. 
DEU.4.23	Watch yourselves, so that you do not forget the covenant of the 
DEU.4.24	For the 
DEU.4.25	When you produce children and grandchildren and you have remained a long time in the land, and you corrupt yourselves and make a graven image, or the likeness of anything, and do evil in the sight of the 
DEU.4.26	I call heaven and earth to witness against you today, that you will surely and suddenly perish from off the land that you are going across the Jordan to possess. You will not prolong your days on it, but shall be completely destroyed. 
DEU.4.27	The 
DEU.4.28	There you will serve gods, the work of men’s hands, wood and stone, which neither see nor hear nor eat nor smell. 
DEU.4.29	But if from there you will seek the 
DEU.4.30	When you are in distress and all these things come upon you, even in the latter days, if you turn to the 
DEU.4.31	(for the 
DEU.4.32	Indeed, ask about the days that are past, which were before you, since the day that God created man
DEU.4.33	Has a people ever heard the voice of God speaking out of the midst of the fire, as you have heard, and lived? 
DEU.4.34	Or has God ever tried to take for Himself a nation from the midst of another nation, by trials, by signs, and by wonders, and by war, and by a mighty hand, and by a stretched-out arm, and by great terrors, according to all that the 
DEU.4.35	To you it was shown so that you might know that the 
DEU.4.36	Out of heaven He let you hear His voice so that He might instruct you, and on earth He showed you His great fire, and you heard His words out of the midst of the fire. 
DEU.4.37	Because He loved your fathers, therefore He chose their descendants after them and personally brought you out of Egypt with His mighty power 
DEU.4.38	to drive out nations from before you greater and mightier than you are, to bring you in, to give you their land for an inheritance, as it is today.
DEU.4.39	Know therefore today, and consider it in your heart, that the 
DEU.4.40	Therefore, you shall keep His statutes and His commandments which I command you this day, so that it may go well with you and with your children after you, and so that you may prolong your days in the land, which the 
DEU.4.41	Then Moses set apart three cities across the Jordan, toward the east, 
DEU.4.42	that the manslayer might flee there, that is, anyone who killed his neighbor unintentionally without hating him in time past could flee to one of these cities and live: 
DEU.4.43	Bezer in the wilderness in the plateau of the Reubenites, and Ramoth in Gilead of the Gadites, and Golan in Bashan of the Manassites.
DEU.4.44	This is the law which Moses set before the children of Israel. 
DEU.4.45	These are the testimonies, and the statutes, and the ordinances which Moses spoke to the children of Israel, after they came out of Egypt, 
DEU.4.46	on this side of the Jordan, in the valley over against Beth Peor, in the land of Sihon, king of the Amo­rites, who lived at Heshbon, whom Moses and the children of Israel struck down, after they had come out of Egypt. 
DEU.4.47	They possessed his land, and the land of Og, king of Bashan, the two kings of the Amorites, who were across the Jordan toward the east, 
DEU.4.48	from Aroer, which is by the edge of the River Arnon, even as far as Mount Sion (that is, Hermon), 
DEU.4.49	with all the Arabah across the Jordan to the east, even to the sea of the Arabah, under the slopes of Pisgah.
DEU.5.1	Then Moses called all Israel and said to them: Hear, O Israel, the statutes and ordinances which I am speaking in your hearing today, so that you may learn them, and keep, and do them. 
DEU.5.2	The 
DEU.5.3	The 
DEU.5.4	The 
DEU.5.5	I stood between the 
DEU.5.6	I am the 
DEU.5.7	You shall have no other gods before Me.
DEU.5.8	You shall not make yourself any graven image, or any likeness of anything that is in heaven above, or that is in the earth beneath, or that is in the waters beneath the earth; 
DEU.5.9	you shall not bow down to them, nor serve them. For I, the 
DEU.5.10	but showing mercy to thousands of them that love Me and keep My commandments.
DEU.5.11	You shall not take the name of the 
DEU.5.12	Keep the Sabbath day, to keep it holy, just as the 
DEU.5.13	Six days you shall labor and do all your work, 
DEU.5.14	but the seventh day is the Sabbath of the 
DEU.5.15	Remember that you were a servant in the land of Egypt, and that the 
DEU.5.16	Honor your father and your mother, just as the 
DEU.5.17	You shall not murder.
DEU.5.18	You shall not commit adultery.
DEU.5.19	You shall not steal.
DEU.5.20	You shall not bear false witness against your neighbor.
DEU.5.21	You shall not covet your neighbor’s wife, nor shall you covet your neighbor’s house, his field, his male servant, his female servant, his ox, his donkey, or anything that belongs to your neighbor.
DEU.5.22	These are the words the 
DEU.5.23	When you heard the voice out of the midst of the darkness, while the mountain did burn with fire, you came near to me, all the heads of your tribes, and your elders. 
DEU.5.24	You said, “See, the 
DEU.5.25	Now, therefore, why should we die? For this great fire will consume us. If we hear the voice of the 
DEU.5.26	For who is there of all flesh who has heard the voice of the living God speaking out of the midst of the fire, as we have, and lived? 
DEU.5.27	Go near and hear all that the 
DEU.5.28	The 
DEU.5.29	O that there were such a heart in them that they would fear Me and always keep all My commandments, that it might be well with them and with their children forever!
DEU.5.30	“Go say to them, ‘Return to your tents.’ 
DEU.5.31	But as for you, stand here by Me, so that I may speak to you all the commandments, and the statutes, and the ordinances which you shall teach them, that they may keep them in the land which I am giving them to possess.”
DEU.5.32	Therefore, be careful to do as the 
DEU.5.33	You shall walk in all the ways which the 
DEU.6.1	Now these are the commandments, the statutes, and the ordinances which the 
DEU.6.2	so that you might fear the 
DEU.6.3	Hear therefore, O Israel, and be careful to do it, so that it may be well with you and so that you may multiply greatly, as the 
DEU.6.4	Hear, O Israel: The 
DEU.6.5	And you shall love the 
DEU.6.6	These words, which I am commanding you today, shall be in your heart. 
DEU.6.7	You shall teach them diligently to your children and shall talk of them when you sit in your house, and when you walk by the way, and when you lie down, and when you rise up. 
DEU.6.8	You shall bind them as a sign on your hand, and they shall be as frontlets between your eyes. 
DEU.6.9	You shall write them on the doorposts of your house and on your gates.
DEU.6.10	Then it shall be when the 
DEU.6.11	and houses full of all good things which you did not fill, and hewn cisterns which you did not dig, vineyards and olive trees which you did not plant, and you eat and are full, 
DEU.6.12	then beware lest you forget the 
DEU.6.13	You shall fear the 
DEU.6.14	You shall not go after other gods, the gods of the people which surround you 
DEU.6.15	(for the 
DEU.6.16	You shall not tempt the 
DEU.6.17	You shall diligently keep the commandments of the 
DEU.6.18	You shall do what is right and good in the sight of the 
DEU.6.19	to drive out all your enemies before you, just as the 
DEU.6.20	When your son asks you in time to come, saying, “What do the testimonies and the statutes and the judgments mean which the 
DEU.6.21	then you shall say to your son, “We were slaves of Pharaoh in Egypt, and the 
DEU.6.22	And the 
DEU.6.23	He brought us out from there, so that He might bring us in, to give us the land which He swore to our fathers. 
DEU.6.24	The 
DEU.6.25	It will be our righteousness if we are careful to keep all these commandments before the 
DEU.7.1	When the 
DEU.7.2	and when the 
DEU.7.3	What is more, you shall not intermarry with them. You shall not give your daughters to their sons or take their daughters for your sons. 
DEU.7.4	For they will turn your sons away from following Me to serve other gods. Then the anger of the 
DEU.7.5	But this is how you shall deal with them: You shall destroy their altars and break down their images and cut down their Asherim
DEU.7.6	For you are a holy people to the 
DEU.7.7	The 
DEU.7.8	But it is because the 
DEU.7.9	Know therefore that the 
DEU.7.10	yet He repays those who hate Him to their face, to destroy them. He will not be slack with him who hates Him. He will repay him to his face. 
DEU.7.11	Therefore keep the commandments and the statutes and the judgments which I command you today, by doing them.
DEU.7.12	If you listen to these judgments, keep them, and do them, then the 
DEU.7.13	He will love you and bless you and multiply you. He will also bless the fruit of your womb and the fruit of your land, your grain, and your wine, and your oil, the increase of your herd and the young of your flock, in the land which He swore to your fathers to give you. 
DEU.7.14	You shall be blessed above all peoples. There will not be male or female barren among you or among your livestock. 
DEU.7.15	The 
DEU.7.16	You must consume all the peoples whom the 
DEU.7.17	If you say in your heart, “These nations are greater than I—how can I dispossess them?” 
DEU.7.18	you shall not be afraid of them. You must surely remember what the 
DEU.7.19	the great trials which your eyes saw, and the signs, and the wonders, and the mighty hand, and the stretched-out arm, by which the 
DEU.7.20	Moreover the 
DEU.7.21	You must not be frightened of them, for the 
DEU.7.22	The 
DEU.7.23	But the 
DEU.7.24	He will deliver their kings into your hand so that you may erase their names from under heaven. No man will be able to stand before you until you have destroyed them. 
DEU.7.25	You must burn the graven images of their gods with fire. You must not desire the silver or gold that is on them nor take any of it, lest you be snared by them, for it is an abomination to the 
DEU.7.26	You shall not bring an abomination into your house, lest you become cursed like it, but you must absolutely detest and abhor it, for it is a cursed thing.
DEU.8.1	You must carefully keep all the commandments that I am commanding you today, so that you may live, and multiply, and go in and possess the land which the 
DEU.8.2	You must remember that the 
DEU.8.3	He humbled you and let you suffer hunger, and fed you with manna, which you did not know, nor did your fathers know, that He might make you know that man does not live by bread alone; but man lives by every word that proceeds out of the mouth of the 
DEU.8.4	Your clothing did not wear out on you, nor did your feet swell these forty years. 
DEU.8.5	You must also consider in your heart that, as a man disciplines his son, so the 
DEU.8.6	Therefore you must keep the commandments of the 
DEU.8.7	For the 
DEU.8.8	a land of wheat, barley, vines, fig trees, and pomegranates, a land of olive oil and honey, 
DEU.8.9	a land where you may eat bread without scarcity, in which you will not lack anything, a land whose stones are iron, and out of whose hills you may dig copper.
DEU.8.10	When you have eaten and are full, then you shall bless the 
DEU.8.11	Beware that you do not forget the 
DEU.8.12	Otherwise, when you have eaten and are full and have built and occupied good houses, 
DEU.8.13	and when your herds and your flocks multiply, and your silver and your gold multiply, and all that you have multiplies, 
DEU.8.14	then your heart will become proud and you will forget the 
DEU.8.15	who led you through that great and terrible wilderness, where there were fiery serpents and scorpions and drought, where there was no water, who brought forth for you water out of the rock of flint, 
DEU.8.16	who fed you in the wilderness with manna, which your fathers did not know, that He might humble you and that He might prove you, to do good for you in the end. 
DEU.8.17	Otherwise, you may say in your heart, “My power and the might of my hand have gained me this wealth.” 
DEU.8.18	But you must remember the 
DEU.8.19	If you ever forget the 
DEU.8.20	Just like the nations which the 
DEU.9.1	Hear, O Israel! You are to cross over the Jordan today, to go in to possess nations greater and mightier than you, great cities fortified up to heaven, 
DEU.9.2	a great and tall people, the children of the Anakites, whom you know and of whom you have heard 
DEU.9.3	Understand therefore today that the 
DEU.9.4	Do not say in your heart, after the 
DEU.9.5	It is not because of your righteousness or the uprightness of your heart that you enter to possess their land, but because of the wickedness of these nations that the 
DEU.9.6	Understand, therefore, that the 
DEU.9.7	Remember, and do not forget how you provoked the 
DEU.9.8	Also in Horeb you provoked the 
DEU.9.9	When I went up into the mountain to receive the tablets of stone, the tablets of the covenant which the 
DEU.9.10	The 
DEU.9.11	At the end of forty days and forty nights, the 
DEU.9.12	Then the 
DEU.9.13	Furthermore the 
DEU.9.14	Let Me alone, so that I may destroy them and blot out their name from under heaven, and I will make of you a nation mightier and greater than they.”
DEU.9.15	So I returned and came down from the mount, and the mount burned with fire, and the two tablets of the covenant were in my two hands. 
DEU.9.16	I looked, and indeed, you had sinned against the 
DEU.9.17	I took the two tablets and threw them out of my two hands and broke them before your eyes.
DEU.9.18	I fell down before the 
DEU.9.19	For I was afraid of the anger and hot displeasure with which the 
DEU.9.20	The 
DEU.9.21	I took your sin, the calf which you had made, and burned it with fire, and crushed it, and ground it very small until it was as small as dust. Then I threw the dust into the brook that descended down from the mountain.
DEU.9.22	Also at Taberah and at Massah and at Kibroth Hattaavah you provoked the 
DEU.9.23	Likewise when the 
DEU.9.24	You have been rebellious against the 
DEU.9.25	So I fell down before the 
DEU.9.26	I prayed therefore to the 
DEU.9.27	Remember Your servants, Abraham, Isaac, and Jacob. Do not look at the stubbornness of this people or at their wickedness or their sin. 
DEU.9.28	Otherwise, the land from which You brought us may say, ‘Because the 
DEU.9.29	Yet they are Your people, Your inheritance, whom You brought out by Your mighty power and by Your stretched-out arm.”
DEU.10.1	At that time the 
DEU.10.2	I will write on the tablets the words that were on the first tablets which you broke, and you shall put them in the ark.”
DEU.10.3	So I made an ark of acacia wood and cut out two tablets of stone just like the first and went up onto the mountain with the two tablets in my hand. 
DEU.10.4	He wrote on the tablets just like the first writing, the Ten Commandments which the 
DEU.10.5	I turned around and came down from the mountain and put the tablets in the ark which I had made, and there they are, just as the 
DEU.10.6	(The children of Israel set out from Beeroth of the sons of Jaakan to Moserah. There Aaron died and was buried, and his son Eleazar ministered in the priest’s office in his place. 
DEU.10.7	From there they journeyed to Gudgodah, and from Gudgodah to Jotbathah, a land of rivers of waters. 
DEU.10.8	At that time the 
DEU.10.9	Therefore, Levi has no portion or inheritance with his brothers. The 
DEU.10.10	As for me, I stayed on the mountain like the first time, forty days and forty nights, and the 
DEU.10.11	The 
DEU.10.12	Now, Israel, what does the 
DEU.10.13	to keep the commandments of the 
DEU.10.14	Indeed, heaven and the highest heavens belong to the 
DEU.10.15	The 
DEU.10.16	Therefore, circumcise your heart, and do not be stubborn anymore. 
DEU.10.17	For the 
DEU.10.18	He executes the judgment of the orphan and the widow and loves the foreigner, giving him food and clothing. 
DEU.10.19	Therefore, love the foreigner, for you were foreigners in the land of Egypt. 
DEU.10.20	You must fear the 
DEU.10.21	He is your praise, and He is your God, who has done for you these great and fearsome things which your eyes have seen. 
DEU.10.22	Your fathers went down into Egypt with seventy people, and now the 
DEU.11.1	You must love the 
DEU.11.2	Know this day that I am not speaking with your children who have not known and who have not seen the discipline of the 
DEU.11.3	and His signs and His works which He did in the midst of Egypt to Pharaoh, the king of Egypt, and to all his land, 
DEU.11.4	and what He did to the army of Egypt, to their horses, and to their chariots, when He made the water of the Red Sea to flow over them as they pursued after you, and how the 
DEU.11.5	and what He did to you in the wilderness until you came to this place, 
DEU.11.6	and what He did to Dathan and Abiram, the sons of Eliab, the son of Reuben, when the earth opened its mouth and swallowed them up, their households, their tents, and everything that was in their possession, in the midst of all Israel. 
DEU.11.7	But your eyes have seen all the great deeds of the 
DEU.11.8	Therefore you must keep all the commandments which I am commanding you today, so that you may be strong and go in and possess the land which you are going to possess; 
DEU.11.9	and that you may prolong your days in the land which the 
DEU.11.10	For the land which you are entering to possess is not like the land of Egypt from where you came, where you sowed your seed and watered it with your foot like a vegetable garden, 
DEU.11.11	but the land, which you are entering to possess, is a land of hills and valleys and drinks water from the rain of heaven, 
DEU.11.12	a land for which the 
DEU.11.13	It will be, if you will diligently obey My commandments which I am commanding you today, to love the 
DEU.11.14	then I will give you the rain of your land in its season, the early rain and the latter rain, that you may gather in your grain and your wine and your oil. 
DEU.11.15	I will provide grass in your fields for your livestock, that you may eat and be full.
DEU.11.16	Take heed to yourselves that your heart be not deceived, and you turn away and serve other gods and worship them. 
DEU.11.17	Then the 
DEU.11.18	Therefore you must fix these words of mine in your heart and in your soul, and bind them as a sign on your hand, so that they may be as frontlets between your eyes. 
DEU.11.19	You shall teach them to your children, speaking of them when you sit in your house and when you walk by the way, when you lie down, and when you rise up. 
DEU.11.20	You shall write them on the doorposts of your house and on your gates, 
DEU.11.21	so that your days and the days of your children may be multiplied in the land which the 
DEU.11.22	For if you diligently keep all these commandments which I am commanding you to do—to love the 
DEU.11.23	then the 
DEU.11.24	Every place where the soles of your feet tread will be yours. Your border will be from the wilderness to Lebanon, from the river, the River Euphrates, as far as the 
DEU.11.25	No man will be able to resist you, for the 
DEU.11.26	See, I am setting before you today a blessing and a curse: 
DEU.11.27	the blessing if you obey the commandments of the 
DEU.11.28	and the curse, if you will not obey the commandments of the 
DEU.11.29	Now it shall be, when the 
DEU.11.30	Are they not on the other side of the Jordan, west where the sun goes down, in the land of the Canaanites, who dwell in the plain opposite Gilgal, beside the oaks of Moreh? 
DEU.11.31	For you will cross over the Jordan to go in to possess the land which the 
DEU.11.32	You must be careful to do all the statutes and judgments which I am setting before you today.
DEU.12.1	These are the statutes and judgments which you shall be careful to observe in the land, which the 
DEU.12.2	You must utterly destroy all the places where the nations which you will possess served their gods, on the high mountains, and on the hills, and under every green tree. 
DEU.12.3	And you shall overthrow their altars, and break their pillars, and burn their Asherah poles
DEU.12.4	You shall not act this way toward the 
DEU.12.5	But you must seek only the place which the 
DEU.12.6	There you shall bring your burnt offerings, your sacrifices, your tithes, the offerings of your hand, your vows, your freewill offerings, and the firstborn of your herds and of your flocks. 
DEU.12.7	There you must eat before the 
