GEN.1.1	In the beginning God created the heavens and the earth. 
GEN.2.2	By the seventh day God had finished the work he had been doing; so on the seventh day he rested from all his work. 
GEN.2.3	Then God blessed the seventh day and made it holy, because on it he rested from all the work of creating that he had done.
GEN.2.4	This is the account of the heavens and the earth when they were created, when the 
GEN.2.5	Now no shrub had yet appeared on the earth
GEN.2.6	but streams
GEN.2.7	Then the 
GEN.2.8	Now the 
GEN.2.9	The 
GEN.2.10	A river watering the garden flowed from Eden; from there it was separated into four headwaters. 
GEN.2.11	The name of the first is the Pishon; it winds through the entire land of Havilah, where there is gold. 
GEN.2.12	(The gold of that land is good; aromatic resin
GEN.2.13	The name of the second river is the Gihon; it winds through the entire land of Cush.
GEN.2.14	The name of the third river is the Tigris; it runs along the east side of Ashur. And the fourth river is the Euphrates.
GEN.2.15	The 
GEN.2.16	And the 
GEN.2.17	but you must not eat from the tree of the knowledge of good and evil, for when you eat from it you will certainly die.”
GEN.2.18	The 
GEN.2.19	Now the 
GEN.2.20	So the man gave names to all the livestock, the birds in the sky and all the wild animals.
GEN.2.20	But for Adam
GEN.2.21	So the 
GEN.2.22	Then the 
GEN.2.23	The man said,
GEN.2.23	“This is now bone of my bones
GEN.2.23	and flesh of my flesh;
GEN.2.23	she shall be called ‘woman,’
GEN.2.23	for she was taken out of man.”
GEN.2.24	That is why a man leaves his father and mother and is united to his wife, and they become one flesh.
GEN.2.25	Adam and his wife were both naked, and they felt no shame.
GEN.3.1	Now the serpent was more crafty than any of the wild animals the 
GEN.3.2	The woman said to the serpent, “We may eat fruit from the trees in the garden, 
GEN.3.3	but God did say, ‘You must not eat fruit from the tree that is in the middle of the garden, and you must not touch it, or you will die.’ ”
GEN.3.4	“You will not certainly die,” the serpent said to the woman. 
GEN.3.5	“For God knows that when you eat from it your eyes will be opened, and you will be like God, knowing good and evil.”
GEN.3.6	When the woman saw that the fruit of the tree was good for food and pleasing to the eye, and also desirable for gaining wisdom, she took some and ate it. She also gave some to her husband, who was with her, and he ate it. 
GEN.3.7	Then the eyes of both of them were opened, and they realized they were naked; so they sewed fig leaves together and made coverings for themselves.
GEN.3.8	Then the man and his wife heard the sound of the 
GEN.3.9	But the 
GEN.3.10	He answered, “I heard you in the garden, and I was afraid because I was naked; so I hid.”
GEN.3.11	And he said, “Who told you that you were naked? Have you eaten from the tree that I commanded you not to eat from?”
GEN.3.12	The man said, “The woman you put here with me—she gave me some fruit from the tree, and I ate it.”
GEN.3.13	Then the 
GEN.3.13	The woman said, “The serpent deceived me, and I ate.”
GEN.3.14	So the 
GEN.3.14	“Cursed are you above all livestock
GEN.3.14	and all wild animals!
GEN.3.14	You will crawl on your belly
GEN.3.14	and you will eat dust
GEN.3.14	all the days of your life.
GEN.3.15	And I will put enmity
GEN.3.15	between you and the woman,
GEN.3.15	and between your offspring
GEN.3.15	he will crush
GEN.3.15	and you will strike his heel.”
GEN.3.16	To the woman he said,
GEN.3.16	“I will make your pains in childbearing very severe;
GEN.3.16	with painful labor you will give birth to children.
GEN.3.16	Your desire will be for your husband,
GEN.3.16	and he will rule over you.”
GEN.3.17	To Adam he said, “Because you listened to your wife and ate fruit from the tree about which I commanded you, ‘You must not eat from it,’
GEN.3.17	“Cursed is the ground because of you;
GEN.3.17	through painful toil you will eat food from it
GEN.3.17	all the days of your life.
GEN.3.18	It will produce thorns and thistles for you,
GEN.3.18	and you will eat the plants of the field.
GEN.3.19	By the sweat of your brow
GEN.3.19	you will eat your food
GEN.3.19	until you return to the ground,
GEN.3.19	since from it you were taken;
GEN.3.19	for dust you are
GEN.3.19	and to dust you will return.”
GEN.3.20	Adam
GEN.3.21	The 
GEN.3.22	And the 
GEN.3.23	So the 
GEN.3.24	After he drove the man out, he placed on the east side
GEN.4.1	Adam
GEN.4.2	Later she gave birth to his brother Abel.
GEN.4.2	Now Abel kept flocks, and Cain worked the soil. 
GEN.4.3	In the course of time Cain brought some of the fruits of the soil as an offering to the 
GEN.4.4	And Abel also brought an offering—fat portions from some of the firstborn of his flock. The 
GEN.4.5	but on Cain and his offering he did not look with favor. So Cain was very angry, and his face was downcast.
GEN.4.6	Then the 
GEN.4.7	If you do what is right, will you not be accepted? But if you do not do what is right, sin is crouching at your door; it desires to have you, but you must rule over it.”
GEN.4.8	Now Cain said to his brother Abel, “Let’s go out to the field.”
GEN.4.9	Then the 
GEN.4.9	“I don’t know,” he replied. “Am I my brother’s keeper?”
GEN.4.10	The 
GEN.4.11	Now you are under a curse and driven from the ground, which opened its mouth to receive your brother’s blood from your hand. 
GEN.4.12	When you work the ground, it will no longer yield its crops for you. You will be a restless wanderer on the earth.”
GEN.4.13	Cain said to the 
GEN.4.14	Today you are driving me from the land, and I will be hidden from your presence; I will be a restless wanderer on the earth, and whoever finds me will kill me.”
GEN.4.15	But the 
GEN.4.16	So Cain went out from the 
GEN.4.17	Cain made love to his wife, and she became pregnant and gave birth to Enoch. Cain was then building a city, and he named it after his son Enoch. 
GEN.4.18	To Enoch was born Irad, and Irad was the father of Mehujael, and Mehujael was the father of Methushael, and Methushael was the father of Lamech.
GEN.4.19	Lamech married two women, one named Adah and the other Zillah. 
GEN.4.20	Adah gave birth to Jabal; he was the father of those who live in tents and raise livestock. 
GEN.4.21	His brother’s name was Jubal; he was the father of all who play stringed instruments and pipes. 
GEN.4.22	Zillah also had a son, Tubal-Cain, who forged all kinds of tools out of
GEN.4.23	Lamech said to his wives,
GEN.4.23	“Adah and Zillah, listen to me;
GEN.4.23	wives of Lamech, hear my words.
GEN.4.23	I have killed a man for wounding me,
GEN.4.23	a young man for injuring me.
GEN.4.24	If Cain is avenged seven times,
GEN.4.24	then Lamech seventy-seven times.”
GEN.4.25	Adam made love to his wife again, and she gave birth to a son and named him Seth,
GEN.4.26	Seth also had a son, and he named him Enosh.
GEN.4.26	At that time people began to call on
GEN.5.1	This is the written account of Adam’s family line.
GEN.5.1	When God created mankind, he made them in the likeness of God. 
GEN.5.2	He created them male and female and blessed them. And he named them “Mankind”
GEN.5.3	When Adam had lived 130 years, he had a son in his own likeness, in his own image; and he named him Seth. 
GEN.5.4	After Seth was born, Adam lived 800 years and had other sons and daughters. 
GEN.5.5	Altogether, Adam lived a total of 930 years, and then he died.
GEN.5.6	When Seth had lived 105 years, he became the father
GEN.5.7	After he became the father of Enosh, Seth lived 807 years and had other sons and daughters. 
GEN.5.8	Altogether, Seth lived a total of 912 years, and then he died.
GEN.5.9	When Enosh had lived 90 years, he became the father of Kenan. 
GEN.5.10	After he became the father of Kenan, Enosh lived 815 years and had other sons and daughters. 
GEN.5.11	Altogether, Enosh lived a total of 905 years, and then he died.
GEN.5.12	When Kenan had lived 70 years, he became the father of Mahalalel. 
GEN.5.13	After he became the father of Mahalalel, Kenan lived 840 years and had other sons and daughters. 
GEN.5.14	Altogether, Kenan lived a total of 910 years, and then he died.
GEN.5.15	When Mahalalel had lived 65 years, he became the father of Jared. 
GEN.5.16	After he became the father of Jared, Mahalalel lived 830 years and had other sons and daughters. 
GEN.5.17	Altogether, Mahalalel lived a total of 895 years, and then he died.
GEN.5.18	When Jared had lived 162 years, he became the father of Enoch. 
GEN.5.19	After he became the father of Enoch, Jared lived 800 years and had other sons and daughters. 
GEN.5.20	Altogether, Jared lived a total of 962 years, and then he died.
GEN.5.21	When Enoch had lived 65 years, he became the father of Methuselah. 
GEN.5.22	After he became the father of Methuselah, Enoch walked faithfully with God 300 years and had other sons and daughters. 
GEN.5.23	Altogether, Enoch lived a total of 365 years. 
GEN.5.24	Enoch walked faithfully with God; then he was no more, because God took him away.
GEN.5.25	When Methuselah had lived 187 years, he became the father of Lamech. 
GEN.5.26	After he became the father of Lamech, Methuselah lived 782 years and had other sons and daughters. 
GEN.5.27	Altogether, Methuselah lived a total of 969 years, and then he died.
GEN.5.28	When Lamech had lived 182 years, he had a son. 
GEN.5.29	He named him Noah
GEN.5.30	After Noah was born, Lamech lived 595 years and had other sons and daughters. 
GEN.5.31	Altogether, Lamech lived a total of 777 years, and then he died.
GEN.5.32	After Noah was 500 years old, he became the father of Shem, Ham and Japheth.
GEN.6.1	When human beings began to increase in number on the earth and daughters were born to them, 
GEN.6.2	the sons of God saw that the daughters of humans were beautiful, and they married any of them they chose. 
GEN.6.3	Then the 
GEN.6.4	The Nephilim were on the earth in those days—and also afterward—when the sons of God went to the daughters of humans and had children by them. They were the heroes of old, men of renown.
GEN.6.5	The 
GEN.6.6	The 
GEN.6.7	So the 
GEN.6.8	But Noah found favor in the eyes of the 
GEN.6.9	This is the account of Noah and his family.
GEN.6.9	Noah was a righteous man, blameless among the people of his time, and he walked faithfully with God. 
GEN.6.10	Noah had three sons: Shem, Ham and Japheth.
GEN.6.11	Now the earth was corrupt in God’s sight and was full of violence. 
GEN.6.12	God saw how corrupt the earth had become, for all the people on earth had corrupted their ways. 
GEN.6.13	So God said to Noah, “I am going to put an end to all people, for the earth is filled with violence because of them. I am surely going to destroy both them and the earth. 
GEN.6.14	So make yourself an ark of cypress
GEN.6.15	This is how you are to build it: The ark is to be three hundred cubits long, fifty cubits wide and thirty cubits high.
GEN.6.16	Make a roof for it, leaving below the roof an opening one cubit
GEN.6.17	I am going to bring floodwaters on the earth to destroy all life under the heavens, every creature that has the breath of life in it. Everything on earth will perish. 
GEN.6.18	But I will establish my covenant with you, and you will enter the ark—you and your sons and your wife and your sons’ wives with you. 
GEN.6.19	You are to bring into the ark two of all living creatures, male and female, to keep them alive with you. 
GEN.6.20	Two of every kind of bird, of every kind of animal and of every kind of creature that moves along the ground will come to you to be kept alive. 
GEN.6.21	You are to take every kind of food that is to be eaten and store it away as food for you and for them.”
GEN.6.22	Noah did everything just as God commanded him.
GEN.7.1	The 
GEN.7.2	Take with you seven pairs of every kind of clean animal, a male and its mate, and one pair of every kind of unclean animal, a male and its mate, 
GEN.7.3	and also seven pairs of every kind of bird, male and female, to keep their various kinds alive throughout the earth. 
GEN.7.4	Seven days from now I will send rain on the earth for forty days and forty nights, and I will wipe from the face of the earth every living creature I have made.”
GEN.7.5	And Noah did all that the 
GEN.7.6	Noah was six hundred years old when the floodwaters came on the earth. 
GEN.7.7	And Noah and his sons and his wife and his sons’ wives entered the ark to escape the waters of the flood. 
GEN.7.8	Pairs of clean and unclean animals, of birds and of all creatures that move along the ground, 
GEN.7.9	male and female, came to Noah and entered the ark, as God had commanded Noah. 
GEN.7.10	And after the seven days the floodwaters came on the earth.
GEN.7.11	In the six hundredth year of Noah’s life, on the seventeenth day of the second month—on that day all the springs of the great deep burst forth, and the floodgates of the heavens were opened. 
GEN.7.12	And rain fell on the earth forty days and forty nights.
GEN.7.13	On that very day Noah and his sons, Shem, Ham and Japheth, together with his wife and the wives of his three sons, entered the ark. 
GEN.7.14	They had with them every wild animal according to its kind, all livestock according to their kinds, every creature that moves along the ground according to its kind and every bird according to its kind, everything with wings. 
GEN.7.15	Pairs of all creatures that have the breath of life in them came to Noah and entered the ark. 
GEN.7.16	The animals going in were male and female of every living thing, as God had commanded Noah. Then the 
GEN.7.17	For forty days the flood kept coming on the earth, and as the waters increased they lifted the ark high above the earth. 
GEN.7.18	The waters rose and increased greatly on the earth, and the ark floated on the surface of the water. 
GEN.7.19	They rose greatly on the earth, and all the high mountains under the entire heavens were covered. 
GEN.7.20	The waters rose and covered the mountains to a depth of more than fifteen cubits.
GEN.7.21	Every living thing that moved on land perished—birds, livestock, wild animals, all the creatures that swarm over the earth, and all mankind. 
GEN.7.22	Everything on dry land that had the breath of life in its nostrils died. 
GEN.7.23	Every living thing on the face of the earth was wiped out; people and animals and the creatures that move along the ground and the birds were wiped from the earth. Only Noah was left, and those with him in the ark.
GEN.7.24	The waters flooded the earth for a hundred and fifty days.
GEN.8.1	But God remembered Noah and all the wild animals and the livestock that were with him in the ark, and he sent a wind over the earth, and the waters receded. 
GEN.8.2	Now the springs of the deep and the floodgates of the heavens had been closed, and the rain had stopped falling from the sky. 
GEN.8.3	The water receded steadily from the earth. At the end of the hundred and fifty days the water had gone down, 
GEN.8.4	and on the seventeenth day of the seventh month the ark came to rest on the mountains of Ararat. 
GEN.8.5	The waters continued to recede until the tenth month, and on the first day of the tenth month the tops of the mountains became visible.
GEN.8.6	After forty days Noah opened a window he had made in the ark 
GEN.8.7	and sent out a raven, and it kept flying back and forth until the water had dried up from the earth. 
GEN.8.8	Then he sent out a dove to see if the water had receded from the surface of the ground. 
GEN.8.9	But the dove could find nowhere to perch because there was water over all the surface of the earth; so it returned to Noah in the ark. He reached out his hand and took the dove and brought it back to himself in the ark. 
GEN.8.10	He waited seven more days and again sent out the dove from the ark. 
GEN.8.11	When the dove returned to him in the evening, there in its beak was a freshly plucked olive leaf! Then Noah knew that the water had receded from the earth. 
GEN.8.12	He waited seven more days and sent the dove out again, but this time it did not return to him.
GEN.8.13	By the first day of the first month of Noah’s six hundred and first year, the water had dried up from the earth. Noah then removed the covering from the ark and saw that the surface of the ground was dry. 
GEN.8.14	By the twenty-seventh day of the second month the earth was completely dry.
GEN.8.15	Then God said to Noah, 
GEN.8.16	“Come out of the ark, you and your wife and your sons and their wives. 
GEN.8.17	Bring out every kind of living creature that is with you—the birds, the animals, and all the creatures that move along the ground—so they can multiply on the earth and be fruitful and increase in number on it.”
GEN.8.18	So Noah came out, together with his sons and his wife and his sons’ wives. 
GEN.8.19	All the animals and all the creatures that move along the ground and all the birds—everything that moves on land—came out of the ark, one kind after another.
GEN.8.20	Then Noah built an altar to the 
GEN.8.21	The 
GEN.8.22	“As long as the earth endures,
GEN.8.22	seedtime and harvest,
GEN.8.22	cold and heat,
GEN.8.22	summer and winter,
GEN.8.22	day and night
GEN.8.22	will never cease.”
GEN.9.1	Then God blessed Noah and his sons, saying to them, “Be fruitful and increase in number and fill the earth. 
GEN.9.2	The fear and dread of you will fall on all the beasts of the earth, and on all the birds in the sky, on every creature that moves along the ground, and on all the fish in the sea; they are given into your hands. 
GEN.9.3	Everything that lives and moves about will be food for you. Just as I gave you the green plants, I now give you everything.
GEN.9.4	“But you must not eat meat that has its lifeblood still in it. 
GEN.9.5	And for your lifeblood I will surely demand an accounting. I will demand an accounting from every animal. And from each human being, too, I will demand an accounting for the life of another human being.
GEN.9.6	“Whoever sheds human blood,
GEN.9.6	by humans shall their blood be shed;
GEN.9.6	for in the image of God
GEN.9.6	has God made mankind.
GEN.9.7	As for you, be fruitful and increase in number; multiply on the earth and increase upon it.”
GEN.9.8	Then God said to Noah and to his sons with him: 
GEN.9.9	“I now establish my covenant with you and with your descendants after you 
GEN.9.10	and with every living creature that was with you—the birds, the livestock and all the wild animals, all those that came out of the ark with you—every living creature on earth. 
GEN.9.11	I establish my covenant with you: Never again will all life be destroyed by the waters of a flood; never again will there be a flood to destroy the earth.”
GEN.9.12	And God said, “This is the sign of the covenant I am making between me and you and every living creature with you, a covenant for all generations to come: 
GEN.9.13	I have set my rainbow in the clouds, and it will be the sign of the covenant between me and the earth. 
GEN.9.14	Whenever I bring clouds over the earth and the rainbow appears in the clouds, 
GEN.9.15	I will remember my covenant between me and you and all living creatures of every kind. Never again will the waters become a flood to destroy all life. 
GEN.9.16	Whenever the rainbow appears in the clouds, I will see it and remember the everlasting covenant between God and all living creatures of every kind on the earth.”
GEN.9.17	So God said to Noah, “This is the sign of the covenant I have established between me and all life on the earth.”
GEN.9.18	The sons of Noah who came out of the ark were Shem, Ham and Japheth. (Ham was the father of Canaan.) 
GEN.9.19	These were the three sons of Noah, and from them came the people who were scattered over the whole earth.
GEN.9.20	Noah, a man of the soil, proceeded
GEN.9.21	When he drank some of its wine, he became drunk and lay uncovered inside his tent. 
GEN.9.22	Ham, the father of Canaan, saw his father naked and told his two brothers outside. 
GEN.9.23	But Shem and Japheth took a garment and laid it across their shoulders; then they walked in backward and covered their father’s naked body. Their faces were turned the other way so that they would not see their father naked.
GEN.9.24	When Noah awoke from his wine and found out what his youngest son had done to him, 
GEN.9.25	he said,
GEN.9.25	“Cursed be Canaan!
GEN.9.25	The lowest of slaves
GEN.9.25	will he be to his brothers.”
GEN.9.26	He also said,
GEN.9.26	“Praise be to the 
GEN.9.26	May Canaan be the slave of Shem.
GEN.9.27	May God extend Japheth’s
GEN.9.27	may Japheth live in the tents of Shem,
GEN.9.27	and may Canaan be the slave of Japheth.”
GEN.9.28	After the flood Noah lived 350 years. 
GEN.9.29	Noah lived a total of 950 years, and then he died.
GEN.10.1	This is the account of Shem, Ham and Japheth, Noah’s sons, who themselves had sons after the flood.
GEN.10.2	The sons
GEN.10.2	Gomer, Magog, Madai, Javan, Tubal, Meshek and Tiras.
GEN.10.3	The sons of Gomer:
GEN.10.3	Ashkenaz, Riphath and Togarmah.
GEN.10.4	The sons of Javan:
GEN.10.4	Elishah, Tarshish, the Kittites and the Rodanites.
GEN.10.5	(From these the maritime peoples spread out into their territories by their clans within their nations, each with its own language.)
GEN.10.6	The sons of Ham:
GEN.10.6	Cush, Egypt, Put and Canaan.
GEN.10.7	The sons of Cush:
GEN.10.7	Seba, Havilah, Sabtah, Raamah and Sabteka.
GEN.10.7	The sons of Raamah:
GEN.10.7	Sheba and Dedan.
GEN.10.8	Cush was the father
GEN.10.9	He was a mighty hunter before the 
GEN.10.10	The first centers of his kingdom were Babylon, Uruk, Akkad and Kalneh, in
GEN.10.11	From that land he went to Assyria, where he built Nineveh, Rehoboth Ir,
GEN.10.12	and Resen, which is between Nineveh and Calah—which is the great city.
GEN.10.13	Egypt was the father of
GEN.10.13	the Ludites, Anamites, Lehabites, Naphtuhites, 
GEN.10.14	Pathrusites, Kasluhites (from whom the Philistines came) and Caphtorites.
GEN.10.15	Canaan was the father of
GEN.10.15	Sidon his firstborn,
GEN.10.16	Jebusites, Amorites, Girgashites, 
GEN.10.17	Hivites, Arkites, Sinites, 
GEN.10.18	Arvadites, Zemarites and Hamathites.
GEN.10.18	Later the Canaanite clans scattered 
GEN.10.19	and the borders of Canaan reached from Sidon toward Gerar as far as Gaza, and then toward Sodom, Gomorrah, Admah and Zeboyim, as far as Lasha.
GEN.10.20	These are the sons of Ham by their clans and languages, in their territories and nations.
GEN.10.21	Sons were also born to Shem, whose older brother was
GEN.10.22	The sons of Shem:
GEN.10.22	Elam, Ashur, Arphaxad, Lud and Aram.
GEN.10.23	The sons of Aram:
GEN.10.23	Uz, Hul, Gether and Meshek.
GEN.10.24	Arphaxad was the father of
GEN.10.24	and Shelah the father of Eber.
GEN.10.25	Two sons were born to Eber:
GEN.10.25	One was named Peleg,
GEN.10.26	Joktan was the father of
GEN.10.26	Almodad, Sheleph, Hazarmaveth, Jerah, 
GEN.10.27	Hadoram, Uzal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Havilah and Jobab. All these were sons of Joktan.
GEN.10.30	The region where they lived stretched from Mesha toward Sephar, in the eastern hill country.
GEN.10.31	These are the sons of Shem by their clans and languages, in their territories and nations.
GEN.10.32	These are the clans of Noah’s sons, according to their lines of descent, within their nations. From these the nations spread out over the earth after the flood.
GEN.11.1	Now the whole world had one language and a common speech. 
GEN.11.2	As people moved eastward,
GEN.11.3	They said to each other, “Come, let’s make bricks and bake them thoroughly.” They used brick instead of stone, and tar for mortar. 
GEN.11.4	Then they said, “Come, let us build ourselves a city, with a tower that reaches to the heavens, so that we may make a name for ourselves; otherwise we will be scattered over the face of the whole earth.”
GEN.11.5	But the 
GEN.11.6	The 
GEN.11.7	Come, let us go down and confuse their language so they will not understand each other.”
GEN.11.8	So the 
GEN.11.9	That is why it was called Babel
GEN.11.10	This is the account of Shem’s family line.
GEN.11.10	Two years after the flood, when Shem was 100 years old, he became the father
GEN.11.11	And after he became the father of Arphaxad, Shem lived 500 years and had other sons and daughters.
GEN.11.12	When Arphaxad had lived 35 years, he became the father of Shelah. 
GEN.11.13	And after he became the father of Shelah, Arphaxad lived 403 years and had other sons and daughters.
GEN.11.14	When Shelah had lived 30 years, he became the father of Eber. 
GEN.11.15	And after he became the father of Eber, Shelah lived 403 years and had other sons and daughters.
GEN.11.16	When Eber had lived 34 years, he became the father of Peleg. 
GEN.11.17	And after he became the father of Peleg, Eber lived 430 years and had other sons and daughters.
GEN.11.18	When Peleg had lived 30 years, he became the father of Reu. 
GEN.11.19	And after he became the father of Reu, Peleg lived 209 years and had other sons and daughters.
GEN.11.20	When Reu had lived 32 years, he became the father of Serug. 
GEN.11.21	And after he became the father of Serug, Reu lived 207 years and had other sons and daughters.
GEN.11.22	When Serug had lived 30 years, he became the father of Nahor. 
GEN.11.23	And after he became the father of Nahor, Serug lived 200 years and had other sons and daughters.
GEN.11.24	When Nahor had lived 29 years, he became the father of Terah. 
GEN.11.25	And after he became the father of Terah, Nahor lived 119 years and had other sons and daughters.
GEN.11.26	After Terah had lived 70 years, he became the father of Abram, Nahor and Haran.
GEN.11.27	This is the account of Terah’s family line.
GEN.11.27	Terah became the father of Abram, Nahor and Haran. And Haran became the father of Lot. 
GEN.11.28	While his father Terah was still alive, Haran died in Ur of the Chaldeans, in the land of his birth. 
GEN.11.29	Abram and Nahor both married. The name of Abram’s wife was Sarai, and the name of Nahor’s wife was Milkah; she was the daughter of Haran, the father of both Milkah and Iskah. 
GEN.11.30	Now Sarai was childless because she was not able to conceive.
GEN.11.31	Terah took his son Abram, his grandson Lot son of Haran, and his daughter-in-law Sarai, the wife of his son Abram, and together they set out from Ur of the Chaldeans to go to Canaan. But when they came to Harran, they settled there.
GEN.11.32	Terah lived 205 years, and he died in Harran.
GEN.12.1	The 
GEN.12.2	“I will make you into a great nation,
GEN.12.2	and I will bless you;
GEN.12.2	I will make your name great,
GEN.12.2	and you will be a blessing.
GEN.12.3	I will bless those who bless you,
GEN.12.3	and whoever curses you I will curse;
GEN.12.3	and all peoples on earth
GEN.12.3	will be blessed through you.”
GEN.12.4	So Abram went, as the 
GEN.12.5	He took his wife Sarai, his nephew Lot, all the possessions they had accumulated and the people they had acquired in Harran, and they set out for the land of Canaan, and they arrived there.
GEN.12.6	Abram traveled through the land as far as the site of the great tree of Moreh at Shechem. At that time the Canaanites were in the land. 
GEN.12.7	The 
GEN.12.8	From there he went on toward the hills east of Bethel and pitched his tent, with Bethel on the west and Ai on the east. There he built an altar to the 
GEN.12.9	Then Abram set out and continued toward the Negev.
GEN.12.10	Now there was a famine in the land, and Abram went down to Egypt to live there for a while because the famine was severe. 
GEN.12.11	As he was about to enter Egypt, he said to his wife Sarai, “I know what a beautiful woman you are. 
GEN.12.12	When the Egyptians see you, they will say, ‘This is his wife.’ Then they will kill me but will let you live. 
GEN.12.13	Say you are my sister, so that I will be treated well for your sake and my life will be spared because of you.”
GEN.12.14	When Abram came to Egypt, the Egyptians saw that Sarai was a very beautiful woman. 
GEN.12.15	And when Pharaoh’s officials saw her, they praised her to Pharaoh, and she was taken into his palace. 
GEN.12.16	He treated Abram well for her sake, and Abram acquired sheep and cattle, male and female donkeys, male and female servants, and camels.
GEN.12.17	But the 
GEN.12.18	So Pharaoh summoned Abram. “What have you done to me?” he said. “Why didn’t you tell me she was your wife? 
GEN.12.19	Why did you say, ‘She is my sister,’ so that I took her to be my wife? Now then, here is your wife. Take her and go!” 
GEN.12.20	Then Pharaoh gave orders about Abram to his men, and they sent him on his way, with his wife and everything he had.
GEN.13.1	So Abram went up from Egypt to the Negev, with his wife and everything he had, and Lot went with him. 
GEN.13.2	Abram had become very wealthy in livestock and in silver and gold.
GEN.13.3	From the Negev he went from place to place until he came to Bethel, to the place between Bethel and Ai where his tent had been earlier 
GEN.13.4	and where he had first built an altar. There Abram called on the name of the 
GEN.13.5	Now Lot, who was moving about with Abram, also had flocks and herds and tents. 
GEN.13.6	But the land could not support them while they stayed together, for their possessions were so great that they were not able to stay together. 
GEN.13.7	And quarreling arose between Abram’s herders and Lot’s. The Canaanites and Perizzites were also living in the land at that time.
GEN.13.8	So Abram said to Lot, “Let’s not have any quarreling between you and me, or between your herders and mine, for we are close relatives. 
GEN.13.9	Is not the whole land before you? Let’s part company. If you go to the left, I’ll go to the right; if you go to the right, I’ll go to the left.”
GEN.13.10	Lot looked around and saw that the whole plain of the Jordan toward Zoar was well watered, like the garden of the 
GEN.13.11	So Lot chose for himself the whole plain of the Jordan and set out toward the east. The two men parted company: 
GEN.13.12	Abram lived in the land of Canaan, while Lot lived among the cities of the plain and pitched his tents near Sodom. 
GEN.13.13	Now the people of Sodom were wicked and were sinning greatly against the 
GEN.13.14	The 
GEN.13.15	All the land that you see I will give to you and your offspring
GEN.13.16	I will make your offspring like the dust of the earth, so that if anyone could count the dust, then your offspring could be counted. 
GEN.13.17	Go, walk through the length and breadth of the land, for I am giving it to you.”
GEN.13.18	So Abram went to live near the great trees of Mamre at Hebron, where he pitched his tents. There he built an altar to the 
GEN.14.1	At the time when Amraphel was king of Shinar,
