PRO.1.1	 Прыповесьці Салямона, сына Давіда, валадара Ізраіля,
PRO.2.22	 А бязбожныя будуць вынішчаны з зямлі, ліхадзеі будуць выкарэнены з яе.
PRO.3.1	 Сыне мой, не забывайся настаўленьня майго, і няхай сэрца тваё захоўвае прыказаньні мае,
PRO.3.2	 бо доўгія дні, гады жыцьця і супакой прынясуць яны табе.
PRO.3.3	 Міласэрнасьць і праўда няхай не пакідаюць цябе, абвяжы імі шыю сабе і напішы іх на табліцах сэрца твайго,
PRO.3.4	 і знойдзеш ты ласку і спагаднасьць у вачах Бога і людзей.
PRO.3.5	 Спадзявайся на ГОСПАДА ўсім сэрцам сваім і не абапірайся на розум свой.
PRO.3.6	 Думай пра Яго на ўсіх шляхах тваіх, і Ён выпрастуе сьцежкі твае.
PRO.3.7	 Ня будзь мудры ў вачах сваіх, бойся ГОСПАДА і пазьбягай ліхоты.
PRO.3.8	 Гэта будзе здароўем для цела твайго і спасіленьнем косткам тваім.
PRO.3.9	 Шануй ГОСПАДА ўсёй маёмасьцю тваёй і пяршынамі ўсіх пладоў тваіх,
PRO.3.10	 і напоўняцца гумны твае збожжам, а тоўчні твае перапоўняцца новым віном.
PRO.3.11	 Не адкідай, сыне мой, настаўленьня ГОСПАДАВА, і не ўхіляйся, калі Ён дакарае цябе,
PRO.3.12	 бо каго любіць ГОСПАД, таго карае, як бацька, які спагадае сыну.
PRO.3.13	 Шчасьлівы чалавек, які знайшоў мудрасьць, і чалавек, які прыдбаў разуменьне.
PRO.3.14	 Бо здабыць яе лепш, чым здабыць срэбра, і плады ейныя лепшыя за золата.
PRO.3.15	 Яна — каштоўнейшая за пэрліны, і нішто з таго, што ты прагнеш, ня можа параўнацца з ёю.
PRO.3.16	 Доўгасьць дзён у правай руцэ яе, а ў левай руцэ — багацьце і слава.
PRO.3.17	 Шляхі яе — шляхі прыемныя, і ўсе сьцежкі ейныя — супакой.
PRO.3.18	 Яна — дрэва жыцьця для тых, што трымаюцца яе, шчасьлівыя тыя, якія абапіраюцца на яе.
PRO.3.19	 ГОСПАД мудрасьцю заснаваў зямлю, нябёсы ўмацаваў розумам.
PRO.3.20	 Яго веданьнем расчыніліся бяздоньні і аблокі імгляць расою.
PRO.3.21	 Сыне мой, няхай гэта не адыходзіць ад вачэй тваіх, захоўвай разумнасьць і разважнасьць.
PRO.3.22	 І яны стануцца жыцьцём для душы тваёй і аздобаю для шыі тваёй.
PRO.3.23	 Тады пойдзеш бясьпечна шляхам сваім, і нага твая не пахісьнецца.
PRO.3.24	 Калі ляжаш спаць, ня будзеш мець страху, і калі засьнеш, сон твой будзе салодкі.
PRO.3.25	 Не спалохаешся раптоўнага страху і загубы бязбожнікаў, калі яна прыйдзе,
PRO.3.26	 бо ГОСПАД будзе тваім спадзяваньнем і захавае нагу тваю ад пасткі.
PRO.3.27	 Не адмаўляй у дабрадзействе таму, хто патрабуе, калі рука твая мае сілу зрабіць гэта.
PRO.3.28	 Не кажы бліжняму твайму: «Ідзі сабе і прыйдзі зноў, заўтра дам табе», калі маеш гэта пры сабе.
PRO.3.29	 Не надумляй ліхоцьця супраць бліжняга твайго, калі ён жыве пры табе бясьпечна.
PRO.3.30	 Не сварыся з чалавекам без прычыны, калі ён не зрабіў табе нічога благога.
PRO.3.31	 Не зайзросьці чалавеку злачыннаму і не выбірай ніводнага з шляхоў яго,
PRO.3.32	 бо ГОСПАД брыдзіцца крывадушным, а з правымі Ён сябруе.
PRO.3.33	 Праклён ГОСПАДАЎ на доме бязбожніка, але жытло праведных Ён дабраслаўляе.
PRO.3.34	 Ён сьмяецца з насьмешнікаў, а пакорным ласку дае.
PRO.3.35	 Мудрыя атрымаюць у спадчыну славу, а бязглуздыя насіць будуць ганьбу.
PRO.4.1	 Слухайце, дзеці, настаўленьне бацькі і ўважайце, каб навучыцца розуму,
PRO.4.2	 бо я даю вам добрую навуку; не пакідайце закону майго.
PRO.4.3	 Бо і я быў сы?нам у бацькі майго, пешчаны і адзіны ў маці маёй.
PRO.4.4	 І ён вучыў мяне, і казаў мне: «Няхай трымаецца сэрца тваё словаў маіх, захоўвай прыказаньні мае і жыві.
PRO.4.5	 Набывай мудрасьць, набывай розум, не забывайся і не ўхіляйся ад словаў вуснаў маіх.
PRO.4.6	 Не пакідай яе, і яна захавае цябе, любі яе, і яна будзе пільнаваць цябе.
PRO.4.7	 Галоўнае — мудрасьць; набывай мудрасьць, і за ўсю маёмасьць сваю набывай розум.
PRO.4.8	 Узьвяліч яе, і яна падыме цябе, яна праславіць цябе, калі ты ўхопішся за яе,
PRO.4.9	 ускладзе на галаву тваю вянок ласкі, аздобіць цябе каронаю славы».
PRO.4.10	 Слухай, сыне мой, і прыймі словы мае, і памножацца гады жыцьця твайго.
PRO.4.11	 Я паказваю табе шлях мудрасьці, вяду цябе сьцежкамі праведнасьці.
PRO.4.12	 Калі пойдзеш імі, ня будуць блытацца ногі твае, калі пабяжыш, не спатыкнешся.
PRO.4.13	 Трымайся настаўленьня, не занядбоўвай, захоўвай яго, бо яно — жыцьцё для цябе.
PRO.4.14	 Не ўзыходзь на сьцежку бязбожнікаў і не хадзі па шляху ліхотнікаў,
PRO.4.15	 пазьбягай яго і не хадзі па ім, ухіляйся ад яго і абмінай яго,
PRO.4.16	 бо не заснуць яны, калі ня ўчыняць благога, і сон іх ня возьме, калі не давядуць каго да падзеньня.
PRO.4.17	 Бо ядуць яны хлеб беззаконьня і п’юць віно гвалту.
PRO.4.18	 Але сьцежка праведных — як сьвятло зараніцы, што ўзыходзіць і расьце аж да поўнага дня.
PRO.4.19	 Шлях бязбожнікаў цёмны, яны ня ведаюць, дзе спатыкнуцца.
PRO.4.20	 Сыне мой, зважай на словы мае, прыхілі вуха тваё да прамоваў маіх.
PRO.4.21	 Няхай не зыходзяць яны з вачэй тваіх, захоўвай іх у глыбіні сэрца твайго,
PRO.4.22	 бо яны — жыцьцё для таго, хто знайшоў іх, і здароўе для ўсяго цела яго.
PRO.4.23	 З усёй стараннасьцю захоўвай сэрца сваё, бо з яго крыніца жыцьця.
PRO.4.24	 Адкінь ад сябе вусны хлусьлівыя, аддалі ад сябе язык крывадушны.
PRO.4.25	 Вочы твае няхай глядзяць проста, а павекі твае няхай скіраваныя будуць перад табою.
PRO.4.26	 Абдумай сьцежку для ног тваіх, і ўсе шляхі твае няхай будуць пэўныя.
PRO.4.27	 Не зыходзь ані направа, ані налева, аддалі нагу тваю ад ліхоцьця.
PRO.5.1	 Сыне мой, зважай на мудрасьць маю, прыхілі вуха тваё да розуму майго,
PRO.5.2	 каб меў ты разважлівасьць, і вусны твае захавалі веданьне.
PRO.5.3	 Бо вусны распусьніцы ацякаюць мёдам, і паднябеньне яе мякчэйшае за алей,
PRO.5.4	 але канец яе горкі, як палын, і востры, як меч двусечны.
PRO.5.5	 Ногі ейныя да сьмерці зыходзяць, а стопы ейныя на пекла абапіраюцца.
PRO.5.6	 Як яна не разумее сьцежкі жыцьця, дык хістаюцца крокі яе, і ты ня можаш ведаць іх.
PRO.5.7	 Дык вось цяпер, дзеці, паслухайце мяне, і не адыходзьцеся ад словаў вуснаў маіх.
PRO.5.8	 Аддалі ад яе шлях твой, і не падыходзь да дзьвярэй дому яе,
PRO.5.9	 каб не аддаць годнасьці сваёй іншым і гадоў сваіх — бязьлітаснаму,
PRO.5.10	 каб не сыцелі чужынцы з сілы тваёй, і з працы тваёй — у доме чужым.
PRO.5.11	 І будзеш ты потым стагнаць, калі будуць зьняможаныя цела тваё і сілы твае.
PRO.5.12	 І ты скажаш: «Чаму я зьненавідзеў настаўленьне, і сэрца маё ўзгардзіла дакараньнем.
PRO.5.13	 Ня слухаў я голасу настаўнікаў сваіх, і не прыхіляў я вуха свайго да тых, што вучылі мяне.
PRO.5.14	 Ледзь ня трапіў я ў вялікае няшчасьце сярод грамады? і народу!»
PRO.5.15	 Пі ваду са сваёй крыніцы, тую, што цячэ з твайго калодзежу.
PRO.5.16	 Навошта крыніцам тваім разьлівацца на вуліцы, а ручаям цячы па плошчах?
PRO.5.17	 Няхай яны служаць толькі табе, а не чужынцам разам з табою.
PRO.5.18	 Няхай крыніца твая будзе дабраслаўлёная, і цешся жонкай маладосьці тваёй.
PRO.5.19	 Яна — ланя ласкавая і сарна прыгожая, ейныя грудзі няхай поюць цябе ва ўсякую часіну, у каханьні яе мей асалоду заўсёды.
PRO.5.20	 Навошта табе, сыне мой, захапляцца распусьніцай і абдымаць улоньне чужаніцы?
PRO.5.21	 Бо перад вачамі ГОСПАДА шляхі чалавека, Ён ведае ўсе крокі яго.
PRO.5.22	 Бязбожніка схопяць ягоныя ўласныя правіны, і ён зьвязаны путамі грахоў сваіх.
PRO.5.23	 Ён памрэ без настаўленьня і будзе блукаць дзеля вялікай глупоты сваёй.
PRO.6.1	 Сыне мой, калі ты ручаўся за бліжняга твайго і даў руку тваю за чужога,
PRO.6.2	 ты спутаў сябе словамі вуснаў сваіх, і ты злоўлены словамі вуснаў тваіх.
PRO.6.3	 Дык зрабі, што раю, сыне мой, і вызвалі сябе, бо ты трапіў у рукі бліжняга твайго: бяжы, упадзі да ног і ўпрошвай бліжняга свайго,
PRO.6.4	 не давай сну вачам тваім і спачынку павекам тваім,
PRO.6.5	 вырывайся, як сарна з рукі і як птушка з рукі птушкалова.
PRO.6.6	 Ідзі да мураша, гультаю, і паглядзі на шляхі ягоныя, і станься мудрым.
PRO.6.7	 Няма ў яго начальніка, ані наглядчыка, ані кіраўніка,
PRO.6.8	 але ён летам загатаўляе хлеб сабе і зьбірае сваю ежу ў жніво.
PRO.6.9	 Як доўга, гультаю, будзеш спаць? Калі ты ўстанеш ад сну свайго?
PRO.6.10	 Крыху пасьпіш, крыху падрэміш, крыху, склаўшы рукі, паляжыш,
PRO.6.11	 і прыйдзе, як валацуга, беднасьць твая, і нястача твая, як чалавек узброены.
PRO.6.12	 Чалавек нягодны, чалавек злачынны ходзіць з хлусьлівымі вуснамі,
PRO.6.13	 лыпае вачыма сваімі, круціць нагамі сваімі, пальцамі сваімі знакі дае,
PRO.6.14	 хавае ліхоту ў сэрцы сваім, увесь час прыдумляе благое, сваркі расьсявае.
PRO.6.15	 Таму зьнянацку прыйдзе на яго загуба, раптоўна будзе зьнішчаны, і ня будзе яму аздараўленьня.
PRO.6.16	 Вось шэсьць, якіх ненавідзіць ГОСПАД, і сем, якія агідныя для душы Яго:
PRO.6.17	 вочы пыхлівыя, язык хлусьлівы, рукі, што праліваюць кроў нявінную,
PRO.6.18	 сэрца, якое задумвае намеры зласьлівыя, ногі, што хутка бягуць на благое,
PRO.6.19	 сьведка фальшывы, які дыхае няпраўдай, і той, хто сее нязгоду між братамі.
PRO.6.20	 Сыне мой, захавай прыказаньні бацькі твайго і не пакідай закон маці тваёй,
PRO.6.21	 навяжы іх назаўсёды на сэрцы тваім і абвяжы імі шыю тваю.
PRO.6.22	 Калі пойдзеш, яны павядуць цябе, калі ляжаш спаць, будуць пільнаваць цябе, калі прабудзішся, будуць гаварыць да цябе.
PRO.6.23	 Бо прыказаньне — сьветач, і закон — сьвятло, а настаўленьне і дакараньне — шлях жыцьця,
PRO.6.24	 каб захаваць цябе ад жанчыны ліхой, ад лісьлівага языка чужаніцы.
PRO.6.25	 Няхай не пажадае сэрца тваё прыгажосьці яе, няхай ня ўхопіць яна цябе вейкамі сваімі,
PRO.6.26	 бо з прычыны распусьніцы галеюць да бохана хлеба, і чужаложніца цікуе на дарагую душу.
PRO.6.27	 Ці схавае хто агонь у запазуху, каб не загарэлася адзеньне ягонае?
PRO.6.28	 Ці можа хто хадзіць па распаленым вугольлі, не апёкшы ступняў сваіх?
PRO.6.29	 Так і той, хто ўваходзіць да жонкі бліжняга свайго, хто дакранаецца да яе, не пазьбегне кары.
PRO.6.30	 Не пагарджаюць злодзеем, калі ён крадзе, каб насыціць душу сваю, калі ён галодны,
PRO.6.31	 але злоўлены, сямікроць аддасьць, аддасьць усю маёмасьць дому свайго.
PRO.6.32	 Хто чужаложыць з жанчынаю, той бязглузды, загубіць душу сваю той, хто гэтак чыніць.
PRO.6.33	 Біцьцё і сорам знойдзе ён сабе, і ганьба яго ня змыецца,
PRO.6.34	 бо рэўнасьць раз’юшвае мужа, і не пашкадуе ён у дзень помсты,
PRO.6.35	 ня гляне ён на ніякую аднагароду і адкіне дары, хоць іх павялічыш.
PRO.7.1	 Сыне мой, прыймі словы мае і захоўвай у сабе прыказаньні мае.
PRO.7.2	 Захоўвай прыказаньні мае і жыві, і закон мой — як зрэнку вока твайго.
PRO.7.3	 Навяжы іх на пальцы твае, напішы іх на табліцах сэрца твайго.
PRO.7.4	 Скажы мудрасьці: «Ты — сястра мая», і розум назаві сябрам,
PRO.7.5	 каб яны захавалі цябе ад чужой жонкі, ад чужаніцы, што гаворыць лагодныя словы.
PRO.7.6	 Вось, глядзеў я праз вакно дому свайго, праз краты свае,
PRO.7.7	 і ўбачыў сярод неразумных, заўважыў сярод маладых людзей юнака легкадумнага,
PRO.7.8	 як праходзіў вуліцай каля рогу яе, як ішоў дарогаю ў дом яе,
PRO.7.9	 у поцемках, у позьні час, у начной цемры і змроку.
PRO.7.10	 І вось выходзіць насустрач яму жанчына, у распусным адзеньні, з падступным сэрцам,
PRO.7.11	 галасьлівая і нястрыманая, ногі яе не бываюць у доме яе:
PRO.7.12	 ці то на вуліцы, ці то на плошчы, і на кожным рагу растаўляе пасткі.
PRO.7.13	 І схапіла яго, цалавала яго, і з бессаромным тварам казала яму:
PRO.7.14	 «У мяне ахвяра мірная, сёньня споўніла абяцаньні мае,
PRO.7.15	 таму выйшла на спатканьне табе, прагнула бачыць аблічча тваё і знайшла цябе.
PRO.7.16	 Дыванамі я заслала ложак мой, шматколернымі тканінамі з Эгіпту,
PRO.7.17	 пакой мой пасыпала мірам, альвасам і цынамонам.
PRO.7.18	 Прыйдзі, будзем цешыцца пяшчотамі да раніцы, атрымліваць асалоду ад каханьня.
PRO.7.19	 Бо няма мужа ў доме, выбраўся ў далёкую дарогу,
PRO.7.20	 капшук з грашыма ўзяў з сабою, у дзень поўні месяца мае вярнуцца дамоў».
PRO.7.21	 Мноствам ласкавых словаў прывабіла яго, лісьлівасьцю вуснаў сваіх зьвяла яго.
PRO.7.22	 Ён адразу пайшоў за ёю, як вол, ведзены на зарэз, як бязглузды, на ланцугу ведзены на пакараньне,
PRO.7.23	 аж пакуль страла праб’е вантробы яго; як птушка, што кідаецца ў сіло, і ня ведае, што на загубу яе.
PRO.7.24	 Дык цяпер, дзеці, паслухайце мяне, і зважайце на словы вуснаў маіх.
PRO.7.25	 Няхай не схіляецца сэрца тваё да шляхоў яе, і не блукай па сьцежках яе,
PRO.7.26	 бо шматлікія пакалечаныя ёю, і мноства магутных яна загубіла.
PRO.7.27	 Дом ейны — шлях у пекла, які вядзе ў сутарэньні сьмерці.
PRO.8.1	 Ці ж мудрасьць ня кліча? Ці ж розум ня ўзносіць голас свой?
PRO.8.2	 На вяршынях гораў, пры дарозе, на ростанях стаіць яна,
PRO.8.3	 ля брамаў, пры ўваходзе ў горад, пры дзьвярах кліча яна.
PRO.8.4	 «Да вас, людзі, я клічу, да сыноў чалавечых голас мой!
PRO.8.5	 Навучыцеся, неразумныя, цьвярозаму мысьленьню, і вы, бязглуздыя, прыдбайце разумнае сэрца.
PRO.8.6	 Слухайце, бо буду гаварыць пра рэчы важныя, і расчыняцца вусны мае, каб сказаць рэчы справядлівыя.
PRO.8.7	 Бо праўду выкажа язык мой, і няправасьць — брыдота для вуснаў маіх.
PRO.8.8	 Выслоўі вуснаў маіх справядлівыя, няма ў іх хлусьні і крывадушнасьці.
PRO.8.9	 Усе яны простыя для разумнага і правыя для тых, што знайшлі веданьне.
PRO.8.10	 Прыйміце настаўленьне маё, а ня срэбра, лепш веды, чым чыстае золата,
PRO.8.11	 бо мудрасьць лепшая за пэрлы, і ніякія каштоўнасьці не параўнаюцца з ёю.
PRO.8.12	 Я, мудрасьць, жыву разам з цьвярозым мысьленьнем і шукаю веданьня з разважнасьцю.
PRO.8.13	 Страх перад ГОСПАДАМ — ненавідзець ліхоту, пыху і фанабэрыстасьць, ліхія шляхі і крывадушныя вусны я ненавіджу.
PRO.8.14	 У мяне рада і сапраўдная мудрасьць, я — розум, у мяне сіла.
PRO.8.15	 Дзякуючы мне валадары валадараць і князі дзейнічаюць справядліва.
PRO.8.16	 Дзякуючы мне начальнікі кіруюць, і магнаты, і ўсе судзьдзі зямлі.
PRO.8.17	 Я люблю тых, якія мяне любяць, і тыя, што мяне шукаюць, знойдуць мяне.
PRO.8.18	 У мяне багацьце і слава, незьнішчальныя скарбы і праведнасьць.
PRO.8.19	 Плод мой лепшы за золата, і золата найчысьцейшае, і карысьць ад мяне лепшая за срэбра адборнае.
PRO.8.20	 Я хаджу сьцежкамі праведнасьці і шляхамі правасудзьдзя,
PRO.8.21	 каб даць тым, што любяць мяне, у спадчыну даброцьці, і скарбніцы іх я напоўню.
PRO.8.22	 ГОСПАД меў мяне на пачатку шляху Свайго, раней стварэньняў Сваіх, спакон вякоў.
PRO.8.23	 Спрадвеку я пастаўлена, ад пачатку, перш, чым зямля паўстала.
PRO.8.24	 Я нарадзілася, калі яшчэ не было бяздоньняў, калі не было крыніцаў, напоўненых водамі.
PRO.8.25	 Перш, чым горы былі асаджаны, перад узгоркамі я нарадзілася,
PRO.8.26	 калі Ён яшчэ не стварыў ані зямлі, ані палёў, ані пачатковых пылінак сусьвету.
PRO.8.27	 Калі Ён прыгатоўваў нябёсы, я была там. Калі Ён крэсьліў скляпеньне над абліччам бяздоньня,
PRO.8.28	 калі засноўваў аблокі ўгары?, калі ўмацоўваў крыніцы бяздоньня,
PRO.8.29	 калі вызначаў для мора статут ягоны, каб воды не перакрочвалі рубяжы свае, калі закладаў падваліны зямлі,
PRO.8.30	 я была ў Яго дойлідам і была пацехай [Яго] кожны дзень, радуючыся перад абліччам Яго кожны час,
PRO.8.31	 радуючыся на заселенай зямлі Яго, і пацеха мая — з сынамі чалавечымі.
PRO.8.32	 Дык цяпер, дзеці, паслухайце мяне, і шчасьлівыя тыя, якія трымаюцца шляхоў маіх.
PRO.8.33	 Слухайце настаўленьне, і будзеце мудрымі, і не адкідайце яго.
PRO.8.34	 Шчасьлівы чалавек, які слухае мяне, чуваючы кожны дзень пры брамах маіх, стоячы на варце пры парозе дзьвярэй маіх.
PRO.8.35	 Бо хто знойдзе мяне, знойдзе жыцьцё і атрымае ласку ад ГОСПАДА,
PRO.8.36	 а хто грашыць супраць мяне, шкодзіць душы сваёй; усе, якія ненавідзяць мяне, любяць сьмерць».
PRO.9.1	 Мудрасьць пабудавала сабе дом, вычасала сем слупоў яго,
PRO.9.2	 закалола тое, што было на зарэз, зьмяшала віно і прыгатавала свой стол.
PRO.9.3	 Паслала служак сваіх, кліча на дзядзінцу і на вышынях гарадзкіх:
PRO.9.4	 «Хто неразумны, няхай прыйдзе сюды», а да бязглуздага кажа:
PRO.9.5	 «Прыходзьце, ешце хлеб мой і піце віно, якое я зьмяшала,
PRO.9.6	 пакіньце дурноту і жывіце, і хадзіце шляхам розуму».
PRO.9.7	 Хто павучае насьмешніка, сьцягвае на сябе прыкрасьць, а хто дакарае бязбожніка, запляміцца.
PRO.9.8	 Не дакарай насьмешніка, каб ён не зьненавідзеў цябе, дакарай мудрага, і ён будзе любіць цябе.
PRO.9.9	 Настаўляй мудрага, і ён стане мудрэйшы, вучы праведнага, і ён павялічыць веды.
PRO.9.10	 Пачатак мудрасьці — страх ГОСПАДАЎ, і веданьне Сьвятога — розум.
PRO.9.11	 Бо праз мяне памножацца дні твае і дададуцца гады жыцьця твайго.
PRO.9.12	 Калі будзеш мудры, для сябе будзеш мудры, а калі станеш насьмешнікам — сам будзеш мець шкоду.
PRO.9.13	 Дурнота — жанчына крыклівая, неразумная і нічога ня ведае;
PRO.9.14	 сядзіць ля дзьвярэй дому свайго на пасадзе, на вышынях гарадзкіх,
PRO.9.15	 каб клікаць тых, што праходзяць дарогаю, што ідуць проста сьцежкамі сваімі:
PRO.9.16	 «Хто неразумны, няхай прыйдзе сюды», а да бязглуздага кажа:
PRO.9.17	 «Вада крадзеная салодкая, і схаваны хлеб смачнейшы».
PRO.9.18	 І ня ведае той, што там мерцьвякі, і што ў цемры адхлані запрошаныя ёю.
PRO.10.1	 Прыповесьці Салямона. Мудры сын — радасьць для бацькі, а дурны сын — гора для маці.
PRO.10.2	 Не прыносяць карысьці скарбы бязбожныя, а праведнасьць ратуе ад сьмерці.
PRO.10.3	 Не дазволіць ГОСПАД галадаваць душы праведніка, але адкіне жаданьні бязбожнікаў.
PRO.10.4	 Лянівая рука робіць бедным, а рука працавітая ўзбагачае.
PRO.10.5	 Хто летам зьбірае, той сын разважлівы, а хто сьпіць у жніво — сын ганебны.
PRO.10.6	 Дабраславенствы — на галаве праведнага, а вусны бязбожнікаў хаваюць няправасьць.
PRO.10.7	 Памяць пра праведніка дабраслаўлёная, а імя бязбожнікаў спарахнее.
PRO.10.8	 Мудры сэрцам прыймае прыказаньні, а той, хто мае вусны неразумныя, упадзе.
PRO.10.9	 Хто ходзіць беззаганна, той ходзіць бясьпечна, а хто кры?віць шляхі свае, будзе выяўлены.
PRO.10.10	 Хто міргае вачыма, той робіць прыкрасьць, а той, хто мае вусны неразумныя, упадзе.
PRO.10.11	 Вусны праведніка — крыніца жыцьця, а вусны бязбожнікаў хаваюць няправасьць.
PRO.10.12	 Нянавісьць выклікае сваркі, а любоў пакрывае ўсе правіны.
PRO.10.13	 У вуснах разумнага знаходзіцца мудрасьць, а кій — на сьпіне бязглуздага.
PRO.10.14	 Мудрыя захоўваюць веданьне, а вусны неразумнага вядуць да загубы.
PRO.10.15	 Маёмасьць багатага — умацаваны горад для яго, загуба для бедных — іхняя галеча.
PRO.10.16	 Праца праведніка вядзе да жыцьця, набытак бязбожніка — да грэху.
PRO.10.17	 На сьцежцы жыцьця той, хто прыймае настаўленьне, а хто адкідае дакараньне — блукае.
PRO.10.18	 Хто хавае нянавісьць, у таго вусны хлусьлівыя, а хто паклёп разносіць, той дурань.
PRO.10.19	 У мностве словаў не пазьбегнеш грэху, а хто стрымлівае вусны свае, той разважлівы.
PRO.10.20	 Язык праведніка — адборнае срэбра, а сэрца бязбожніка нічога ня вартае.
PRO.10.21	 Вусны праведнага пасьвяць многіх, а бязглуздыя паміраюць ад нястачы розуму.
