MAT.1.1	Мыр Исус Христосэу Даутэ ыкъор, Ибрахьимэ ыкъор
MAT.2.11	Унэм зехьэхэм, сабыири ащ янэу Мерэми алъэгъугъэх. Залъэгъухэм, сабыим ыпашъхьэ лъэгонджэмышъхьэкӀэ зыщырадзыхи, агъэлъэпӀагъ. Япхъуантэхэр зэтырахыхи, тынхэу дышъи, ладэни
MAT.2.12	Ирод дэжь амыгъэзэжьынэу пкӀыхьапӀэкӀэ Тхьэм къагуригъэӀуагъэти, нэмыкӀ гъогукӀэ яхэгъэгу кӀожьыгъэх.
MAT.2.13	Тхьэгурымагъохэр зекӀыжьхэм, Зиусхьаным имэлэӀич пкӀыхьапӀэкӀэ Юсыф къыфэкӀуагъ.
MAT.2.13	– Къэтэджи, – къыӀуагъ мэлэӀичым – сабыимрэ ащ янэрэ зыдащэхи, Мысырым кӀэтхъу. Макъи къыосэгъэӀуфэ, ащ щыӀ, сыда пӀомэ, Ирод сабыир ыукӀынэу лъыхъущт.
MAT.2.14	Аущтэу Юсыф тэджи, сабыимрэ ащ янэрэ чэщым зыдырищажьэхи, Мысырым кӀуагъэ. 
MAT.2.15	Ирод олӀэфэкӀэ ар ащ щыпсэугъ. Аущтэу зыкӀэхъугъэр Зиусхьаным мы гущыӀэхэу
MAT.2.16	Тхьэгурымагъохэм къызэрагъэпцӀагъэр Ирод зелъэгъум, лъэшэу къэгубжыгъ. Тхьэгурымагъохэм къыраӀогъэ уахътэм тетэу, Бет-Лэхьэми ащ зэкӀэ иӀэгъо-благъоми къащыхъугъэкӀэ сабыйхэр илъэситӀу зыныбжьым нэс аукӀынхэу идзэлӀхэр ыгъэкӀуагъ. 
MAT.2.17	Джащыгъум мы гущыӀэхэу пегъымбар Иеремие къыӀуагъэхэр
MAT.2.18	«Куо-хьау макъэ къуаджэу Рамэ
MAT.2.19	Ирод зэлӀэ ужым, Зиусхьаным имэлэӀич пкӀыхьапӀэкӀэ Юсыф Мысырым къыщыфакӀуи, 
MAT.2.20	къыӀуагъ:
MAT.2.20	– Къэтэджи, сабыимрэ ащ янэрэ зыдэщэжьыхи, Израиль хэгъэгум кӀожь, сыда пӀомэ, сабыим ыпсэ хэзыхынхэу ыуж итыгъэхэр лӀагъэх.
MAT.2.21	Аущтэу Юсыф тэджи, сабыимрэ ащ янэрэ зыдищэжьхи, Израиль хэгъэгум кӀожьыгъэ. 
MAT.2.22	Ау Ирод ычӀыпӀэкӀэ ащ ыкъо Архелай
MAT.2.23	НазареткӀэ заджэхэрэ къалэм
MAT.3.1	А мафэхэм умэхъэкӀо
MAT.3.2	моущтэу къыӀощтыгъ:
MAT.3.2	– ШъуипсэкӀодшӀагъэхэм шъуафыкӀэгъожь, сыда пӀомэ, Тхьэу уашъом щыӀэм и Тетыгъошхо
MAT.3.3	Иуан ары пегъымбар Ешайа моущтэу зыфиӀуагъэр
MAT.3.3	«Шъоф нэкӀым джэ макъэ горэ къыщэӀу: Зиусхьаным игъогу фэжъугъэпси, игъогу лъагъохэр зэшъхьэ-зашъо фэшъушӀых».
MAT.3.4	Иуан мэхъшэцым хэшӀыкӀыгъэу щыгъын щыгъыгъ, ыбги шъо бгырыпх илъыгъ. Гъомлапхъэу иӀагъэр мацӀэхэмрэ шъоф шъоумрэ арыгъэ. 
MAT.3.5	Джащыгъум Ерусалим дэс цӀыфхэри, Иудей хэкум зэкӀэ ис цӀыфхэри, Иордан псыхъом иӀэгъо-благъо зэкӀэ ис цӀыфхэри Иуан дэжь кӀощтыгъэх. 
MAT.3.6	ПсэкӀодэу ашӀагъэхэр Тхьэм ыпашъхьэ ралъхьэхэти, Иордан псыхъом Иуан зыщырагъэумэхъыщтыгъ.
MAT.3.7	Зырагъэумэхъынэу фарисейхэмрэ
MAT.3.7	– Шъо, блэщылъфхэр!
MAT.3.8	ШъуипсэкӀодшӀагъэхэм шъуафыкӀэгъожьыным фэшъошэ ӀофышӀухэр жъугъэцакӀэх. 
MAT.3.9	«Ибрахьимэ тэ тят ары» шъугукӀэ шъуӀоным шъуфиткӀэ шъумыгугъ, сыда пӀомэ, сэ шъосэӀо, Тхьэм мы мыжъохэм Ибрахьимэ пае лъфыгъэхэр къахигъэхъукӀын ылъэкӀыщт. 
MAT.3.10	Обзэгъур чъыг лъапсэхэм атыраубытэгъах. Аущтэу сыдрэ чъыгэу шӀугъэ къызпымыкӀэрэр раупкӀынышъ, машӀом падзэщт.
MAT.3.11	– ШъуипсэкӀодшӀагъэхэм шъузэрафыкӀэгъожьыгъэр къэжъугъэлъэгъонэу псымкӀэ шъусэумэхъы, ау саужкӀэ къэкӀощтым сэщ нахьи нахь лъэкӀышхо иӀ. Ащ ицуакъэхэр фэсхьынхэуи сифэшъуашэп. Ащ Тхьэм ы Псэ ЛъапӀэкӀэ ыкӀи машӀокӀэ шъуиумэхъыщт. 
MAT.3.12	Ащ ихьанцэ ыӀэ чӀэлъ, ихьамэщи ыукъэбзыжьынышъ, икоци конхэм аритэкъожьыщт, ау уарзэр мыкӀосэжьын машӀокӀэ ыгъэстыщт.
MAT.3.13	Джащыгъум Исус Галилей хэкум къикӀи, Иордан псыхъом къэкӀуагъ Иуан зыригъэумэхъынэу. 
MAT.3.14	Ау Иуан ымыдэу, Исус моущтэу риӀуагъ:
MAT.3.14	– О сэ сыуумэхъын фае. Сэ о усыумэхъынэу укъысфакӀуа?
MAT.3.15	– Джы аущтэу орэхъу, – пэгъокӀ ытыжьыгъ Исус, – сыда пӀомэ, джаущтэу ары шъыпкъэгъэ пстэури зэрэдгъэцэкӀэн фаер. Исус аущтэу къызыреӀом, Иуан къезэгъи, ыумэхъыгъ.
MAT.3.16	Исус Иуан зызэрэригъэумэхъэу, псым къыхэкӀыжьыгъ. Псым къызыхэкӀыжьым, уашъор зэӀукӀи, Тхьэм ы Псэ ЛъапӀэ тхьаркъом фэдэу ежь къызэрэфехырэр ылъэгъугъ. 
MAT.3.17	ЕтӀанэ уашъом зы макъэ къиӀукӀыгъ:
MAT.3.17	– Мары сэ шӀу слъэгъурэ с Къо кӀасэу сыгу зэӀурэр.
MAT.4.1	Джащыгъум Тхьэм ы Псэ ЛъапӀэ Исус шъоф нэкӀым ыщагъ. Тхьэм ы Псэ ЛъапӀэ Исус ащ зыкӀищагъэр шэйтаныр Исус псэкӀод ригъэшӀэным ыуж итыныр ары. 
MAT.4.2	Исус мэфэ тӀокӀитӀурэ чэщ тӀокӀитӀурэ зенэкӀ ужым, лъэшэу къэмэлэкӀагъ. 
MAT.4.3	Шэйтанэу цӀыфхэм псэкӀод язгъэшӀэным хэтыр Исус къыбгъодахьи къыриӀуагъ:
MAT.4.3	– О Тхьэм ури Къомэ, мы мыжъохэр хьалыгъу хъунхэу унашъо шӀы.
MAT.4.4	– Тхьэм игущыӀэ тхыгъэхэм арыт
MAT.4.4	– «Хьалыгъу закъор арэп цӀыфыр зэрэпсэущтыр, сыдрэ гущыӀэу Тхьэм ыжэ къыдэкӀырэри ары нахь».
MAT.4.5	Ащ нэужым шэйтаным Исус къэлэ лъапӀэм зыдищи, Тхьэм иунэшхо нахь лъэгапӀэу иӀэм тыригъэуцуи, 
MAT.4.6	къыриӀуагъ:
MAT.4.6	– О Тхьэм ури Къомэ, мыщ дэжьым зыщедзых; сыда пӀомэ, Тхьэм игущыӀэ тхыгъэхэм арыт
MAT.4.7	– Моущтэуи Тхьэм игущыӀэ тхыгъэхэм арыт
MAT.4.7	– «Зиусхьанэу уи Тхьэ умыушэты».
MAT.4.8	ЕтӀани шэйтаным Исус Ӏошъхьэ лъэгэ дэдэ горэм дищаий, дунаим тет пачъыхьагъу пстэури, ахэмэ щытхъушхоу яӀэри къыригъэлъэгъуи, 
MAT.4.9	къыриӀуагъ:
MAT.4.9	– ЧӀыгум зытеудзэзэ сыбгъэлъапӀэмэ, ахэр зэкӀэ къыостыщт.
MAT.4.10	– Сауж икӀ, шэйтан! – риӀожьыгъ Исус. – Сыда пӀомэ, Тхьэм игущыӀэ тхыгъэхэм арыт
MAT.4.11	Исус ар зыреӀом, шэйтаныр ыуж икӀыжьыгъ, мэлэӀичхэри къыфехыхи, Исус фэӀофтабгэхэу аублагъ.
MAT.4.12	Иуан хьапсым чӀадзагъэу
MAT.4.13	Назарет дэкӀыжьи, хэкухэу Забулонрэ Нафталыйрэ
MAT.4.14	Исус аущтэу зыкӀишӀыгъэр пегъымбар Ешайа мы гущыӀэхэу къыӀуагъэхэр
MAT.4.15	«Забулон хэкур, Нафталый хэкур, псы Ӏушъом Ӏут хэкур, Иордан псыхъом иадрабгъу щыӀэ хэкур, хымэ лъэпкъхэм яхэкоу Галилей!» (Ахэмэ атегущыӀэу пегъымбарым моущтэу къыӀуагъ:)
MAT.4.16	«ЦӀыфхэу шӀункӀэм хэтхэм нэфынэшхо алъэгъугъ; лӀэныгъэм ищынэгъо хэку шӀункӀым ис цӀыфхэми нэфынэ къатыридзагъ».
MAT.4.17	А лъэхъаным къыщегъэжьагъэу Исус Тхьэм игущыӀэхэр цӀыфхэм аригъэӀухэу къыублагъ:
MAT.4.17	– ШъуипсэкӀодшӀагъэхэм шъуафыкӀэгъожь, сыда пӀомэ, Тхьэу уашъом щыӀэм и Тетыгъошхо къэблэгъагъ.
MAT.4.18	Исус Галилей псыхъураем
MAT.4.19	Исус ахэмэ ариӀуагъ:
MAT.4.19	– Сауж шъукъырыкӀу. Пцэжъые къэшъуубытыным ыуж шъузэритыгъэм фэдэу, цӀыфхэр сигъогу къытежъугъэхьанхэм шъузэрэхэтыщтыр шъозгъэшӀэщт.
MAT.4.20	Ахэмэ а гущыӀэхэр зэрэзэхахэу, яхъытыухэр къагъанэхи, Исус ыуж ихьагъэх.
MAT.4.21	Исус нахь чыжьэу кӀозэ, ахэмэ анэмыкӀэу зэкъошитӀоу Зебедей ыкъохэу Якъубэрэ Иуанрэ ылъэгъугъ. Ахэмэ ятэ Зебедей ягъусэу, къуашъом исхэу яхъытыухэр агъэхьазырыщтыгъэх. Исус ахэми яджагъ. 
MAT.4.22	Ахэмэ зэряджэу, къуашъори яти къабгынэхи, Исус ыуж ихьагъэх.
MAT.4.23	Исус зэкӀэ Галилей хэкур къыкӀухьэзэ, синэгогухэм
MAT.4.24	Арышъ, Исус икъэбар Сирие хэкум
MAT.4.25	Галилей хэкуми, КъэлипшӀ
MAT.5.1	Исус цӀыф купышхохэр зелъэгъум, Ӏуашъхьэм дэкӀуаий, тӀысыгъэ. ЗэтӀысым, игъогу рыкӀохэрэр къыбгъодэхьагъэх, 
MAT.5.2	Исус ахэмэ Тхьэм игущыӀэхэр аригъашӀэу ыублагъ.
MAT.5.3	– Гурэ псэрэкӀэ тхьамыкӀэхэр
MAT.5.4	Гукъао зиӀэхэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэмэ ягукъао Тхьэм ашъхьащихыщт.
MAT.5.5	Зыгу пэгагъэ имылъхэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэмэ ӀахьышӀоу къалъыӀэсыщтыр чӀылъэр ары.
MAT.5.6	Шъыпкъагъэм фэзэщхэу, фалӀэхэрэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэмэ афикъун шъыпкъагъэ агъотыжьыщт.
MAT.5.7	ГукӀэгъу зыгу илъхэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэмэ гукӀэгъу агъотыжьыщт.
MAT.5.8	Зыгу къабзэхэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэмэ Тхьэр алъэгъущт.
MAT.5.9	ЗэшӀуныгъэ цӀыфмэ ахэзылъхьэхэрэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэмэ Тхьэм ибынхэкӀэ яджэщтых.
MAT.5.10	Шъыпкъагъэм пае цӀыфхэу къин зэрагъэщэчыхэрэр гъогу мафэ теуцуагъэх, сыда пӀомэ, ахэр Тхьэу уашъом щыӀэм и Тетыгъошхо ыӀэчӀэгъ чӀэтых.
MAT.5.11	– Сэ сигъогу шъузэрэрыкӀорэм пае, цӀыфхэр къышъохъонхэмэ, къин шъуагъэщэчмэ, шъуимыфэшъуашэу Ӏэегъэ пстэури къышъуаӀуалӀэмэ, гъогу мафэ шъутеуцуагъ. 
MAT.5.12	ШъугушӀу, шъучэф, сыда пӀомэ, Тхьэм уашъом ӀахьышӀоу къыщышъуфигъэшъошэщтыр инышъ ары. Аущтэу шъо шъуапэкӀи пегъымбархэм къин арагъэщэчыщтыгъ.
MAT.5.13	– ЧӀылъэм ищыгъур шъоры. Ау щыгъум ищыугъагъэ хэкӀымэ, сыдэущтэу ар пщыущта? ЗыкӀи ишӀуагъэ къэкӀожьыщтэп. Ар ратэкъужьынышъ, цӀыфмэ аулъэгущт.
MAT.5.14	– Дунаим инэфынэр шъоры. Ӏуашъхьэм тет къалэр бгъэбылъышъущтэп. 
MAT.5.15	Зыми остыгъэ хигъанэу, щэлъэ чӀэгъым чӀигъэуцорэп, тетыпӀэ лъагэм тырегъэуцо нахь. ЕтӀанэ унэм ис пстэуми ащ инэфынэ анэсы. 
MAT.5.16	Арышъ, цӀыфмэ апашъхьэ шъуинэфынэ щэрэнэф, шъуишӀушӀагъэхэр алъэгъунхэшъ, шъуя Тэ лъапӀэу уашъом щыӀэм шытхъу фашӀыным пае.
MAT.5.17	– Муса и Тэурат хабзэ
MAT.5.18	Шъыпкъэр шъосэӀо, уашъомрэ чӀылъэмрэ щэӀэхэфэ, Мусэ и Тэурат хабзэ итхэу хьарыфхэм анахь цӀыкӀуи зы уцупӀи хэкӀодыкӀыщтэп, ащ ит пстэури къэшъыпкъэжьыфэ.
MAT.5.19	ЦӀыфэу мы унашъохэм анахь цӀыкӀухэм ащыщэу зыгорэм емыдэӀоу, адрэ цӀыфхэри а унашъом емыдэӀунхэу язгъашӀэрэм Тхьэу уашъом щыӀэм и Тетыгъошхо ыӀэчӀэгъ чӀэт цӀыфхэм анахь цӀыкӀу дэдэкӀэ еджэщтых. Ау мы унашъохэр зыгъэцакӀэу, цӀыфмэ ахэр язгъашӀэрэр Тхьэу уашъом щыӀэм и Тетыгъошхо ыӀэчӀэгъ чӀэт цӀыф инхэм ащыщкӀэ еджэщтых. 
MAT.5.20	Шъыпкъэр шъосэӀо, шъуишъыпкъагъэ Тэурат егъэджэкӀо пащэхэмрэ фарисейхэмрэ яшъыпкъагъэ нахьи нахь ин мыхъумэ, Тхьэу уашъом щыӀэм и Тетыгъошхо ыӀэчӀэгъ шъучӀэхьащтэп.
MAT.5.21	– Пэсэрэ цӀыфхэм зэрараӀуагъэр
MAT.5.22	Ау сэ шъосэӀо, хэтми ежь ыш
MAT.5.23	– Арышъ, Тхьэм ептынэу тыныр къурмэншӀыпӀэм зыпхьыкӀэ, о пшы гукъанэ горэ къыпфыриӀэу угу къэкӀыжьмэ, 
MAT.5.24	уитын къурмэншӀыпӀэм ыпашъхьэ къыщыгъани, ыпэ рапшӀэу кӀуи, пшы ешӀужь. ЕтӀанэ къакӀуи, уитын тыжь.
MAT.5.25	– О уидэогъу псынкӀэу ешӀужь, уригъусэу гъогум утетыфэ. Армырмэ хьыкумэшӀым ыпашъхьэ урищэщт. ХьыкумэшӀыми иӀофшӀакӀо уӀэкӀилъхьащт, хьапсыми учӀадзэщт. 
MAT.5.26	Шъыпкъэр осэӀо, аужырэ чапычыр
MAT.5.27	– ЗэраӀуагъэр
MAT.5.28	Ау сэ шъосэӀо, хэти бзылъфыгъэ горэм енэцӀэу еплъымэ, ыгукӀэ зинэ ышӀэгъах. 
MAT.5.29	Арышъ, о унэ джабгъу псэкӀод пшӀэнэу удихьыхмэ, къитхъыжьи чӀэдз. О ппкъы зэкӀэ джэхьнэмым хадзэным нахьи, пӀэпкъ-лъэпкъхэм ащыщэу зы пшӀокӀодыныр оркӀэ нахьышӀу. 
MAT.5.30	О пӀэ джабгъуи псэкӀод пшӀэнэу удихьыхмэ, пыупкӀыжьи, чӀэдз. О ппкъы зэкӀэ джэхьнэмым кӀоным нахьи, пӀэпкъ-лъэпкъхэм ащыщэу зы пшӀокӀодыныр оркӀэ нахьышӀу.
MAT.5.31	– Пасэм мыри аӀуагъ
MAT.5.32	Ау сэ шъосэӀо, ишъуз зинэ ымышӀагъэу, хэтми зытӀупщыжьырэм шъузым зинэ ригъашӀэу мэхъу, (етӀанэ шъузыр джыри дэкӀожьмэ). Ащ фэдэу хэтми лӀы горэм къытӀупщыжьыгъэ шъуз къэзыщэжьырэм зинэ ышӀагъэу мэхъу.
MAT.5.33	– Джыри пэсэрэ цӀыфхэм зэрараӀуагъэр
MAT.5.34	Ау сэ шъосэӀо, тхьарыӀо зыкӀи шъумышӀы. УашъомкӀи тхьарыӀо шъумышӀы, сыда пӀомэ, уашъор Тхьэм итӀысыпӀэ лъапӀ. 
MAT.5.35	ЧӀылъэмкӀи тхьарыӀо шъумышӀы, сыда пӀомэ, ар Тхьэм ылъакъохэр зытет лъэгукӀэтын лъапӀ. ЕрусалимкӀи тхьарыӀо шъумышӀы, сыда пӀомэ, ар пачъыхьэшхом икъал. 
MAT.5.36	ПшъхьэкӀи тхьарыӀо умышӀы, сыда пӀомэ, зы шъхьац налъ нэмыӀэми шӀуцӀи фыжьи пшӀын плъэкӀыщтэп. 
MAT.5.37	Ау «Ары» шъуӀуагъэмэ, ар жъугъэцакӀэ, «Хьау» шъуӀуагъэми, ари жъугъэцакӀэ. Ащ блэкӀырэр шэйтаным иӀоф щыщ.
MAT.5.38	– Мыри зэраӀуагъэр
MAT.5.39	ау сэ шъосэӀо, цӀыф бзаджэм шъупэмыуцужь. Ау хэти о унэгушъо джабгъу къеорэм адрэ нэгушъори фэгъаз. 
MAT.5.40	Зыгорэ уиджанэ пӀихынэу къыодэонэу фаемэ, уищыгъын кӀыӀутелъ къыфэгъан. 
MAT.5.41	Лъэбэкъу мин дэпкӀунэу уезгъэзырэм лъэбэкъу минитӀу дэкӀу. 
MAT.5.42	О зыгорэкӀэ къыолъэӀурэм ет, чӀыфэ пӀызыхынэу фаеми уакӀыб фэмыгъаз.
MAT.5.43	– ЗэраӀуагъэр
MAT.5.44	Ау сэ шъосэӀо, шъуипыйхэр шӀу шъулъэгъух, цӀыфхэу къин шъозгъэщэчыхэрэм Тхьэм шӀукӀэ шъуафелъэӀу, 
MAT.5.45	шъуя Тэ лъапӀэу уашъом щыӀэм ибын шъухъуным пае. Ащ итыгъэ цӀыф бзаджэхэми цӀыфышӀухэми къафыкъуегъэкӀы, шъыпкъагъэ зиӀэхэми зимыӀэхэми ощх къафырегъэщхы. 
MAT.5.46	ШӀу шъузылъэгъухэрэм язакъоу шӀу шъулъэгъухэмэ, сыд фэдэ ӀахьышӀуа шъузщыгугъырэр? Хьакъулахь ахъщэр
MAT.5.47	Шъо шъушыхэм анэмыкӀ зыми ыӀапэ шъумыубытмэ, илыягъэу сыда шӀугъэу шъушӀэрэр? Хымэ лъэпкъхэми а дэдэр ашӀэба? 
MAT.5.48	Арышъ, шъуя Тэ лъапӀэу уашъом щыӀэм ишъыпкъагъэ щыкӀагъэ зи имыӀэу, ежь зэрэикъугъэм фэдэу, шъори зишъыпкъагъэ щыкӀагъэ зи имыӀэу, цӀыф икъугъэ шъухъун фае.
MAT.6.1	– Шъо шӀу зышъушӀэкӀэ, цӀыфхэм тагъэшӀэгъощт шъуӀоу, ахэмэ алъэгъоу зэрэшъумышӀэнхэм шъуфэсакъ. Армырмэ, шъуя Тэ лъапӀэу уашъом щыӀэм ӀахьышӀу къышъуфигъэшъошэщтэп.
MAT.6.2	– Арышъ, сэдакъэ зыптыкӀэ, цӀыфхэм къэбар ямыгъашӀ, синэгогухэм ачӀэсхэу, урамхэми атетхэу нэпитӀу зиӀэ цӀыфхэм адрэхэм къэбар зэрарагъашӀэрэм фэдэу, ежьхэм зыщагъэтхъунхэм пае. Шъыпкъэр шъосэӀо, аущтэу зышӀэхэрэм яӀахь агъотыгъах. 
MAT.6.3	Ау о сэдакъэ зыптыкӀэ, пӀэ джабгъу Ӏофэу ышӀырэр пӀэ сэмэгу ымышӀэу орэхъу, 
MAT.6.4	сэдакъэу о птыгъэр шъэфэу къэнэным пае. Ащыгъум уя Тэ лъапӀэу цӀыфхэм шъэфэу ашӀэрэр зылъэгъурэм уиӀахьышӀу къыуитыщт.
MAT.6.5	– Тхьэм шъуелъэӀу хъумэ, нэпитӀу зиӀэ цӀыфхэм зэрашӀырэм фэдэу шъумышӀы. ЦӀыфхэм зарагъэлъэгъуным пае, Тхьэм елъэӀухэзэ, синэгогухэми урам къуапэхэми къащыуцунхэр якӀас. Шъыпкъэр шъосэӀо, ахэмэ яӀахь агъотыгъах. 
MAT.6.6	Ау о Тхьэм уелъэӀу зыхъукӀэ, уиунэ ихьажьи, пчъэр къыфэшӀи, уя Тэ лъапӀэу цӀыфхэм амылъэгъурэм елъэӀу. Ащыгъум уя Тэ лъапӀэу цӀыфхэм шъэфэу ашӀэрэр зылъэгъурэм уиӀахьышӀу къыуитыщт. 
MAT.6.7	Тхьэм шъузелъэӀукӀэ, бащэ шъумыӀо, хымэ лъэпкъхэм зэрашӀырэм фэдэу; сыда пӀомэ, ахэмэ гущыӀабэ къаӀомэ, ятхьэлъэӀухэм Тхьэр къядэӀунэу мэгугъэх. 
MAT.6.8	Арышъ, ахэмэ зэрашӀырэм фэдэу шъумышӀы; сыда пӀомэ, шъо шъуелъэӀуным ыпэкӀэ шъуищыкӀагъэр шъуя Тэ лъапӀэм ешӀэшъ ары.
MAT.6.9	– Моущтэу Тхьэм шъуелъэӀу: «О тя Тэ лъапӀэу уашъом щыӀэр! ПцӀэ цӀыфхэм агъэлъапӀэ орэхъу.
MAT.6.10	Уи Тетыгъошхо къэрэкӀу. Узыфаер уашъом зэрэщыхъурэм фэдэу, чӀылъэми щэрэхъу.
MAT.6.11	Хьалыгъоу тищыкӀагъэр непэ къытэт.
MAT.6.12	Мыхъунэу тшӀагъэхэр къытфэгъэгъу, тэ мыхъун къытэзышӀагъэхэм зэрафэдгъэгъурэм фэдэу.
MAT.6.13	Шэйтаным псэкӀод тигъэшӀэнэу фит умышӀы, ащи тыщыухъум. МыкӀодыжьын тетыгъошхори, лъэкӀышхори, щытхъушхори о уиех. Амин».
