MAT.1.1	อางเม้ง นี้อือ ย่า พระเยซูคริสต์ ก่า ซ้าด อางฮื่อ มาง อางฮู่ อางพี่ อือ อางเม้ง ย่าง เป. พระเยซู ย่า ก่าซ้าด ดาวิด ก้อง อางเจ้อ ซื้บลือ ชี แน ก่าซ้าด ดาวิด ย่า อับราฮัม ก้อง อางเจ้อ ซื้บลือ ชี.
MAT.1.18	พระเยซูคริสต์ มาง เกิ้ด ลือ ชี อางเลิ่ง ย่าง นี้แม้แน เป. มารีย์ พระเยซู อางบา ม้า แฮ้ญ่าม เมอ ยา โยเซฟ คู่นซู่ เย. จ้า เย่ด บ่ากงายู้ กาเมอ ย้า มารีย์ มือ แบ ชี, ยา พาจาว อางค่องอางล้า อางเซฺิ่งอางซฺ้าง มาง ล่าที่ แฮ้ง ปาปาย อู่ปู่มปู่ม ชี แน. 
MAT.1.19	โยเซฟ, มารีย์ คู่นซู่ ม้า ชฺ้าง อางแม่น เย, แน ยา มารีย์ นา ฮาก ล้าก้า โย้เวอ บ่าฮา ซฺ่าจอ แล่ ปี่ ซี่ เย. แฮ้งย้า กย้าบ แน ชา ว่าง แล่ง. 
MAT.1.20	โยเซฟ แฮ้แม้แน ชา ฮา แงแน ยู่ เย้ง จาเมอ, จี่วีดอางซื้ง มาง เท่วาด่า มาง มือ โยเซฟ แมบืน เวอ มย้าง ลือ ปี่ ยาว จี่ เย นี้แม้แน, “โยเซฟ ก่าซ้าด ดาวิด ก้อง อางเจ้อ ซื้บลือ ชี มาง เวอ, มารีย์ นา ยู้ แฮ้งนา บ่ากงา แค คา, ไม้ ยาง ป่องปอง คล้าว เวอ ย่าแน่ ม้า พาจาว อางค่องอางล้า อางเซฺิ่งอางซฺ้าง มาง ปาปาย ตอล้า แง. 
MAT.1.21	ยาว ยา อางย่า ค่าพ่าย่า กงาบู้ แง. ยาว ย่าแน่ มางนา เยซู แน อางเม้ง เม้ง โว, ยา ยาง ชฺ้าง อือ อางบล่าบ แฮ้ง ชอ อ่อก ปี่ง แง” แน. 
MAT.1.22	อางเลิ่ง นี้อือ ตอล้า ชี นี้ย่า, จี่วีดอางซื้ง มาง จี่ต่างจี่แต่นฮู มาง จี่ ชี ชี แฮ้งแม้แน ตอล้า ปี่ แง.
MAT.1.23	“ค่าบาย่า ค่าพ่าย่า ก้อง บ่ากงายู่ กาซื้ง มางก้อง อางย่า ค่าพ่าย่า ดื้ง ชี,
MAT.1.23	ยาว ชฺ้าง อือ ยางนา อิมมานูเอล แน ฮ้าว คูแง. 
MAT.1.23	‘พาจาว ม้า กงูก้อง ดื้ง แงแน ฮา แง’” แน.
MAT.1.24	โยเซฟ ดู่งทาน ล้ายาว ยางมือ จี่วีดอางซื้ง เท่วาด่า แฮ้มาง ม่า ชี แม้แน ฮาชี, ยาว น่อง โย้เวอ โยเซฟ มือ มารีย์ นา ค่าบาลา ฮาย ช่าง ชี. 
MAT.1.25	จ้า โยเซฟ มารีย์ อางย่า เกิ้ด เมอ เคอ ย้าเย่ บ่ายู่ช่าง เย. ยาว โยเซฟ มือ ย่าแน่ มางนา “เยซู” แน อางเม้ง เม้ง ชี.
MAT.2.1	พระเยซู เบธเลเฮม ค่อง ยูเดีย แควน เวอ เกิ้ด ชี. ยาง เกิ้ด ชี แฮ้ญ่าม เมอ, ก่าซ้าด เฮโรด ยูเดีย แควน แฮ้ง ฮูพลา เย. ยาว จายล้า แล่ยาว, อู่กื่อมอฮู อือ มู่งนื่งอ่อกป่ากย่า ย่อ จายล้า เยรูซาเล็ม อางเมิง เวอ ล้าน คูชี. 
MAT.2.2	ยอ นี้แม้แน อางเมิง ชฺ้าง อือนา น้า คูง เย, “อางแบ ล่า ย่าแน่ เกิ้ด ลือ ยิวชฺ้าง อือ ก่าซ้าด เพล่อ ลือ ชี ม้า เกิ้ง โย้เวอ แน? กงูย่า ยาง อู่กื่อ ย่าง มู่ง โย้เวอ มย้าง คูแอ. นี้งย้า ลือ ยางนา บอกไว้ ลือ แง” แน.
MAT.2.3	ก่าซ้าด เฮโรด แฮ้แม้แน กงากย่า ยาว นาบาตา นืงบาต่องบ่าม่อนบ่าซ่า เย่. ยาว เยรูซาเล็มชฺ้าง คาโคลาโค อือ คาตา เย นืงบาต่องบ่าม่อนบ่าซ่า คู. 
MAT.2.4	แฮ้งย้าเย่ ก่าซ้าด เฮโรด มือ ปุโรหิต ยอคา แน อางลี้บอางล่าว ม่าอู่บฮู คาโคลาโค อือนา ฮ้าว ช้อน ล้า ปี่ โค ยาว นี้แม้แน น้าน ชี, “พาจาว มาง ก่าซ้าด แช้ยู้ เพล่อ ปี่ ชีม้า ล้อเกิ้ง เวอ เกิ้ด แฮ้ง ซูม แง?” แน. 
MAT.2.5	ยาว ยอง พอ คูง เย นี้แม้แน, “เบธเลเฮม ค่อง ยูเดีย แควน เวอ แน, ไม้ พาจาวจี่ต่างจี่แต่นฮู มาง มอ ยาว พระคัมภีร์ เวอ แต้ม ชี ชี นี้แม้แน,
MAT.2.6	‘เบธเลเฮม ค่องช่าง อือ เวอ, ยูเดีย แควน เวอ ชฺ้าง อือ นองนา บ่าฮูย้า ล่าก้าน.
MAT.2.6	ไม้ นาง ค่อง นู้เวอ ยอคา ปีนแตปีนนา ทื่อม่าง ตอล้า แง.
MAT.2.6	ยา อิสราเอลชฺ้าง อือนา ฮูพลา ลือ แง. ชฺ้าง แกะ อือนา แม่น แน ฮูยพลา ปอ แม้แน.
MAT.2.7	แฮ้งย้าเย่ ก่าซ้าด เฮโรด มางมือ อู่กื่อมอฮู อือนา ค่าว น้า ล้า ชี, อู่กื่อ แฮ้ อาล่อม มย้าง แอ แน. 
MAT.2.8	ยาว ก่าซ้าด เฮโรด มือ อู่กื่อมอฮู อือนา เบธเลเฮม ค่อง เวอ ตอย แอ ปี่ชี่ ยาว ม่า เย นี้แม้แน, “ย่าแน่ แฮ้มางนา แม่นแน ซฺ้า ฮู แอ ยาว ยางนา มย้าง ยาว กงานา คาตา แน ม่าย ล้า ล่าว ยาว กงาม มือ ยางนา บอกไว้ แอ แน” แน. 
MAT.2.9	ก่าซ้าด เฮโรด มาง ม่า เปิน ยาว, อู่กื่อมอฮู อืมมือ ยอง อู่กื่อ มย้าง ชี มางนา เค่ แอน คูชี. ยาว อู่กื่อ มางมือ ย่าเก มาง จา โย้เวอ ซ่าว ชีเย. 
MAT.2.10	อู่กื่อมอฮู อือ อู่กื่อ แฮ้ซื่อ โย้เวอ ซ่าว ชี แน กงามย้าง คูยาว นาบาตา เย่ กย่าง คูแง. 
MAT.2.11	แฮ้งย้าเย่ ยองมือ ยู้ม โย้เวอ เคอ แล ยาว ซฺื่ยกา อ้อง แลน ชี. ยาว ยองมือ ย่าเก แน มารีย์ ย่าเก อางบา มาง เย่ดนา มย้าง แล ชีเย. ยอง มือ ย่าเก มางนา ป่าตูคู บอกไว้ คู ชีเย. ยาว ยอง มือ ค่าม กำยาน แน มดยอบ ย่าง จอก อ่อกล้า ปี่ ยาว ย่าเก มางนา ปี่ ชีเย. 
MAT.2.12	ยาว น่อง โย้เวอ พาจาว มาง อู่กื่อมอฮู อือนา แมบืน คล้าว เวอ ม่า ลือ ชี, ก่าซ้าด เฮโรด ก้อง บ่าพ่าว แล แล่ โจ แน. แฮ้งย้าเย่ ยอง มือ แก้บ้า ทื่อปล่าก ป่ากย่า ย่อย ยอง ประเทศ เวอ แอน แล่ คูชี.
MAT.2.13	อู่กื่อมอฮู อือ พ่าว แอน แล่ ยาว, จี่วีดอางซื้ง มาง เท่วาด่า มาง มือ โยเซฟ แมบืน เวอ ม่า เย นี้แม้แน, “ทานล้า ปาว ย่าเก นี้มาง แน ยาง อางบา มาง เย่ด นา ประเทศ อียิปต์ เวอ ซฺื่ย ดื้ง แอ ปาโน, กงา ม่าย ล้า แล่ ปี่ เมอ ตื่อเคอ แน, ไม้ อามือ ก่าซ้าด เฮโรด ชฺ้าง นา ม่าย ย่าเก นี้มางนา แซ่ ลือ ปี่ง” แน. 
MAT.2.14	ยาว แฮ้คี่ ย้าเย่ โยเซฟ มือ ทานล้า ยาว ย่าเก มางนา แน มารีย์ เย่ดนา ประเทศ อียิปต์ โย้เวอ ซฺื่ยแอ้น ชี. 
MAT.2.15	ยองมือ ก่าซ้าด เฮโรด ซฺี้ เมอ เคอ ย้า โย้เวอ ดื้ง ชี. ยาว พาจาวจี่ต่างจี่แต่นฮู มาง มอ ยาว พระคัมภีร์ เวอ แต้ม ปี่ชี่ แม้แนย้า ตอล้า ชี นี้แม้แน, “กงาย่า กงา อางย่า มางนา ประเทศ อียิปต์ โย้ ฮ้าว อ่อกล้า ปี่ แอ่” แน.
MAT.2.16	ก่าซ้าด เฮโรด อู่กื่อมอฮู อือ จ้อบ ชี แน แบ ยาว, ยาง นาบาตา เย นืงบาค่า แง. แฮ้งย้า ยาง ชฺ้าง อือนา ม่า เบธเลเฮม ค่อง แน ค่อง ก่องทาง โย้เวอ ย่าเก ค่าพ่าย่า เกิ้ด เมอ จาย อ่าญู 2 โคบ เวอ เคอ อือนา ม่าย แซ่ ปี่ โค ชี, ไม้ ยางนา อู่กื่อมอฮู อือ อู่กื่อ มย้าง แอ แน ต่องก่า เวอ ม่า ชี แฮ้ย่า 2 ปี เคิน ป้าน่อ. 
MAT.2.17	ยาว นี้ย่า พาจาวจี่ต่างจี่แต่นฮู เยเรมีย์ มอ ยาว, พระคัมภีร์ เวอ แต้ม ชี ชี แม้แนย้า ตอนล้า ชี นี้แม้แน,
MAT.2.18	“รามาห์ ค่อง
MAT.2.18	อางเซง แฮ้ย่า ชฺ้าง นาบาตา แน นืงบาต่อง ลาบ้าบ อู้ง แม้แน
MAT.2.18	อางเซง นี้ย่า ราเชล อางเซง ย่าง. ยาง อางอ่าน อือ อางเลิ่ง แฮ้ง ปาปาย อู้ง ย่าง,
MAT.2.18	ไม้ ยาง อางอ่าน อือ ซฺี้ ปี่ ป้าน่อ ยาว อ่าซ่าง มาง บ่าปล้อง เย.”
MAT.2.19	ก่าซ้าด เฮโรด ซฺี้ คายาว, จี่วีดอางซื้ง มาง เท่วาด่า มาง มือ โยเซฟ นา ประเทศ อียิปต์ โย้เวอ ยาง แมบืน เวอ ม่า ชี นี้แม้แน, 
MAT.2.20	“ทานล้า ปาว ยาว ย่าเก แน ยาง อางบา มางนา คาตา แน ประเทศ อิสราเอล โย้ ซฺื่ย แอน ปาว, ไม้ ชฺ้าง ย่าเก นี้มางนา ชา แซ่ ซี่ง อือ ซฺี้ โค ญา” แน. 
MAT.2.21	ยาว แฮ้งย้าเย่ โยเซฟ มือ ยู่ทา ล้ายาว ย่าเก มาง แน มารีย์ นา คาตา ประเทศ อิสราเอล โย้เวอ ซฺื่ย แอน ชี. 
MAT.2.22	จ้า ก่าซ้าด เฮโรด ซฺี้ ยาว อารเคลาอัส ยาง อางย่า มาง ยูเดีย แควน โย้เวอ ก่าซ้าด เพล่อ แต่น ชีแน แบน ยาว โยเซฟ มือ โย้เวอ แล แฮ้งนา แค เย. ยาว จี่วีดอางซื้ง มาง เท่วาด่า มางมือ โยเซฟ นา แมบืน เวอ ม่า ชีเย กาลิลี แควน โย้เวอ แลน โว แน. 
MAT.2.23	ยาว ยอง มือ นาซาเร็ธ ค่อง เวอ ดื้ง แล คู ชีเย, ไม้ พาจาวจี่ต่างจี่แต่นฮู อือ พาจาว มาง ชฺ้าง แช้ยู้ ชฺ้างอางเมิง นู้เวอ ก่าซ้าด เพล่อ ลือ มาง อางเลิ่ง แฮ้ง, มอ ยาว พระคัมภีร์ เวอ แต้ม ชี ชีแฮ้ง ม้าม้า แน เพล่อ ปี่ง แนน่อ. พระคัมภีร์ โย้เวอ นี้แม้แน, “ชฺ้าง อือย่า ยางนา นาซาเร็ธ บ่า แน ฮ้าว แง” แน.
MAT.3.1	แฮ้ญ่าม เมอ, ยอห์น ล้างตือพิธีบัพติศมา ฮา ปี่ฮู มาง ยูเดีย แควน ซ่องก่อง อางเว่อ อือเมอ ม่าอู่บ ป่าวกว่า ชีเย. 
MAT.3.2	ยา นี้แม้แน ป่าว เย, “อางบล่าบ ฮา แฮ้ง ว่าง ยาว นืงบา อางซฺื่อ เพ่น แล่ โว! ไม้ บ่ามล่าง ยาว พาจาว มาง ชฺ้างอางเมิง นู้เวอ ก่าซ้าด เพล่อ ลือ แง!” แน. 
MAT.3.3	ยอห์น อางเลิ่ง นี้ย่า ค้าแต้ เวอ พาจาวจี่ต่างจี่แต่นฮู อิสยาห์ มาง มอ ยาว, พระคัมภีร์ เวอ นี้แม้แน แต้ม ชี ชี เป,
MAT.3.3	“ชฺ้าง แฮ้ม้า ซ่องก่อง อางเว่อ โย้เวอ นี้แม้แน ป่าว แง,
MAT.3.3	‘จี่วีดอางซื้ง มาง อามือ ชา ลือ แง. ปีนแตปีนนา แน ยาง เคอ ลือ แฮ้นืง นา ล่อ คูโว.
MAT.3.3	ค่องช่าง อือ ก่าซ้าด มาง ชา ล้า เมอ แก้บ้า แต่ง ล่อ แฮ้งแม้แน.’” 
MAT.3.4	ยอห์น อางก่าอางตูม ตูม แล่ชี่ แฮ้ย่า อูฐ อางมื่อ แฮ้ง ไจ แต่ง ชีเย. ยาง ไซฮาง อางจ่อ ฮี่ด แล่ชี่ แฮ้ย่า ซ้าดอางคอ เย. ยาง จฺ่าเกิ่ง แฮ้ย่า ญ่ามไป่ แน ปย่าจฺื่อ เย. 
MAT.3.5	แฮ้ญ่าม เมอ, ชฺ้าง อางอีบ่าอ่า เย ยูเดีย แควน กูต่องกูตี่ อือก้อง จายลือ ชี, ตื่น เยรูซาเล็ม อางเมิง แน จอร์แดน ล้างบ้า ก่องทาง อือก้อง จายลือ คูง เย, ยอห์น ม่าอู่บ แฮ้ง น้า ลือ คูง เย. 
MAT.3.6	ยอ ยอง อางบล่าบ แฮ้อือ ม่าจ่าแล่ คูแง. แนยาว ยอห์น มือ ยองนา จอร์แดน ล้างบ้า โย้เวอ ล้างตือพิธีบัพติศมา ฮาย ปี่ชี่.
MAT.3.7	ฟาริสี มู อือ แน สะดูสี มู อือ อางบย่า เย ยอห์น ก้อง ล้างตือพิธีบัพติศมา ฮา ลือ แล่ชี่. จ้า ยอห์น มือ แฮ้แม้แน มย้าง ยาว นี้แม้แน จี่ ชีเย, “นอ อื้อล้าง อางปีด อือ ช้อด ย้า! นองนา บ้าเจอซ่าง ม่า พาจาว มาง วี่บ่ากไจ ปี่ ล่าง แฮ้ง ฮื่น ปี่ ล่าแง? 
MAT.3.8	ฮายฮู ปี่ ล่าวแล นอ อางบล่าบฮา แฮ้ง ว่าง ยาว นืงบา อางซฺื่อ เพ่น แล่ คูชี แน. 
MAT.3.9	ค่าตอง แอ่ แน บ่าเย่ง จ่าแล่ คู โจ นอ อับราฮัม อางอ่านอางซฺื้อ, แนยาว วี่บ่ากบ่ากงาไจ แน, กงา ม่าแบ ปี่ ล่าว่า พาจาว ม้า นู้เวอ ลอบาซื่อ นี้อือนา อับราฮัม อางอ่านอางซฺื้อ ฮาย เพล่อ ปี่ เวิม อางกงา ย้า. 
MAT.3.10	พาจาว ม้า ชฺ้าง มู่ย ท้าม แล่ชี่ มาง ช้อดย้า. ยา ซื่งซื่อล่างซื่อ อางจฺื้ง คาโคลาโค อางซื่อ บ่าซื่อ อือนา ชา เตยเลิง แง. แน กอย บี่ท่อ เวอ ปูม แง” แน.
MAT.3.11	“กงาย่า ล้าง นี้ง ไจ พิธีบัพติศมา ฮา ปี่ ล่าแง, ไม้ ฮายแบ ปี่ แง นอย่า นืงบา อางซฺื่อ เพ่น คูงญา แน, ยาว ชฺ้าง กงา น่อง เวอ ลือ แฮ้ม้า กงา ล่อบ่าปา ล่าที่ ฮื่อ แง. กงา อางโต นี้ย่า ยางนา แค้บ ล่าตื่อ พื้อ ปี่ เวิม บ่าซูม. ยา นองนา พาจาว อางค่องอางล้า อางเซฺิ่งอางซฺ้าง แน บี่ท่อ แฮ้ง ไจ พิธีบัพติศมา ฮา ปี่ ล่าง. 
MAT.3.12	ยาง ล่าปู่ แฮ้ย่า ปยางวี ท่าม แล่ยาว, กอล่าว ชีแฮ้ง เซฺิ่งซฺ้าง แน ปยาง ยาว กอ อางค่าว แน กอ อางม้า แฮ้ง เปิ่งอ่อก ลางกา ปี่ แง. กอ อางม้า แฮ้ย่า กอโชง เวอ กอ ชี แง, ยาว กอ อางค่าว แฮ้ บี่ท่อบี่ปู่ม ซฺู่นืง บ่าจา โย้เวอ ฮ้าน พี แอ แง” แน.
MAT.3.13	แฮ้ญ่ามเมอ, พระเยซู กาลิลี แควน โย้เวอ เจิ่ก ล้า ยาว, จอร์แดน ล้างบ้า โย้เวอ แลน ชี, ไม้ ยอห์น นา ป้า ล้างตือพิธีบัพติศมา ฮา ปี่ แง แนนอ. 
MAT.3.14	ยอห์น มือ บ่าฮา ปี่ ซี่, ยาง จี่ เย นี้แม้แน, “อ่าจาน เวอ, กงา นางนา ล้างตือพิธีบัพติศมา ฮา ปี่ ล่ายาว บ่าซูม, นาง กงานา ฮา ล่าง แฮ้ง ซูม กาน้าอี่” แน. 
MAT.3.15	ยาว พระเยซู มือ พอ เย นี้แม้แน, “อามือ ย่า นี้แม้แน ฮา ปาว, ไม้ กงูย่า พาจาว มาง คาม่าย ฮา ปี่ง แม้แน ฮา ปาว” แน. แฮ้งเย่ ยอห์น มือ พระเยซู นา ล้างตือพิธีบัพติศมา ฮา ปี่ชี่. 
MAT.3.16	พระเยซู ล้างตือพิธีบัพติศมา ฮา แล่เปิน ยาว ล้าง เวอ อ่อกล้า เมอ, ซฺ้อก ย้า มู่งท่า ย่าง มือ พอง ล้า ชี. ยาว พระเยซู มือ มย้าง ชี พาจาว มาง อางค่องอางล้า อางเซฺิ่งอางซฺ้าง ม้า ฮาย่า อางป่อน แม้แน แต่ง แล่ยาว ยางก้อง ปย้าม แป่ก ลือ ชีแน. 
MAT.3.17	ยาว มู่งท่า โย้เวอ อางเซง จายลือ เย นี้แม้แน, “นี้ม้าย่า กงา อางย่า ลาก มาง ย้า. กงาย่า ยางนา นาบาตา ย้า นืงบาจาบ แง” แน.
MAT.4.1	พระเยซู ล้างตือพิธีบัพติศมา ฮา แล่เปิน ยาว พาจาว อางค่องอางล้า อางเซฺิ่งอางซฺ้าง มาง พระเยซู นา ซ่องก่อง อางเว่อ โย้เวอ ซฺื่ยแอ้น ชีเย. ซาตานแด่ย่ายอคา มางนา นืงบาเจ้อฮู ปี่ แงแน. 
MAT.4.2	พระเยซู จฺ่าเกิ่งจฺื่ง ล้า 40 นืง 40 คี่ เคิน ยาว, ยาง มือ นาบาตา เย แบ่ซฺู่ ชี. 
MAT.4.3	แฮ้งเย่ ซาตานแด่ย่ายอคา มาง มือ พระเยซู นา ลาย นืงบาเจ้อ จี่ช่าง ล้า ชี นี้แม้แน, “จาว่าแน นาง พาจาว อางย่า มาง ม้าม้า แน ยาว ลอบา นี้อือนา ม่า จฺ่าเกิ่ง เพล่อ ปี่ ปาว” แน. 
MAT.4.4	จ้า พระเยซู มือ พอ เย นี้แม้แน, “พระคัมภีร์ เวอ แต้ม ชี ชี นี้แม้แน,
MAT.4.4	‘ชฺ้าง จี่วีดม้าม้า จา แล นี้ย่า จฺ่าเกิ่ง จฺ่าต้าง แฮ้ง ปาปาย แอ่ แน บ่าอ่า,
MAT.4.4	จ้า พาจาว มาง จี่ต่าง โค แน จี่อ่อก ลือ ปี่ ชีแฮ้ง คาตา แน จี่วีดไจ โย้เวอ กงาไจ แล แง’” แน.
MAT.4.5	จายล้า แล่ ยาว, ซาตานแด่ย่ายอคา มาง พระเยซู นา เยรูซาเล็ม อางเมิง อางเซฺิ่งอางซฺ้าง เวอ ซฺื่ยแลน ชีเย. ยาว โบสถ์อางฮื่อ ตู่ตีน อางมอง เวอ ซฺื่ย จูง แล ชีเย. 
MAT.4.6	ยาว ยาง มือ พระเยซู นา ตาจ่าง เย นี้แม้แน, “จาว่าแน นาง พาจาว อางย่า มาง ม้าม้า แนยาว อางอ่อก โย้เวอ เปิก ลู่งแอ้น โว, ไม้ พระคัมภีร์ เวอ แต้ม ชี ชี นี้แม้แน,
MAT.4.6	‘พาจาว ม้า ยาง เท่วาด่า อือนา ม่าย นางนา ฮูพลา ปี่ ล่าแง.
MAT.4.6	ยาว ยาง เท่วาด่า อืม นางนา อาม ชี ล่าง นาง ล่าคื่อ แฮ้งนา ลอบา เวอ บ่าปี่ กงาง แน.’”
MAT.4.7	จ้า พระเยซู ซาตานแด่ย่ายอคา มางนา นี้แม้แน จี่พอ ชีเย, “พระคัมภีร์ เวอ นี้แม้แน แต้ม ชี ชี, ‘พาจาว ค่าตอง จี่วีดอางซื้ง มางนา นืงบาบ่าเจอ ฮู โจ’” แน.
MAT.4.8	ยาว ทื่อเทอ ม้า ซาตานแด่ย่ายอคา มาง พระเยซู นา ตาแซ้ นาบาตา มอง โย้เวอ ซฺื่ยแลน ชี. ยาว โย้เวอ ชฺ้างอางเมิง เวอ อางเมิง คาโคลาโค อางฮื่อ อางจาอางปาง แฮ้ง ต้าว แน ฮู มย้าง อางกงา. 
MAT.4.9	ยาว ยาง มือ พระเยซู นา ตาจ่าแล่ง เย นี้แม้แน, “จาว่าแน นาง กงานา บอกไว้ ล่ายาว กงาย่า นาง กูเจ้อ แน ฮูมย้าง ชี นี้อือ นาง เฮอ เพล่อ ปี่ ล่าง” แน. 
MAT.4.10	ยาว พระเยซู มือ พอ เย นี้แม้แน, “ซาตานแด่ย่ายอคา มาง เวอ, เว่อ แน แอน โว, ไม้ พระคัมภีร์ เวอ แต้ม ชี นี้แม้แน ‘นา จี่วีดอางซื้ง นาง พาจาว มางนา ทื่อม่าง ญา กงาบอกไว้ แง’” แน. 
MAT.4.11	ยาว แฮ้งเย่ ยาง มือ พระเยซู นา เจิ่กแอน ชี. แน เท่วาด่า อืม มือ ยางนา ลือ ฮูพลา ลือ คูชี.
MAT.4.12	พระเยซู แบน ชีเย ฮาก ยอห์น นา คอก ชู ล้อง ชี แน ยาง มือ กาลิลี แควน เวอ พ่าว แอน แล ชี. 
MAT.4.13	ยาว ยา นาซาเร็ธ ค่อง เวอ พ้าง อ่อกแอ คาเปอรนาอุม อางเมิง โย้เวอ ดื้ง แอ ชี. คาเปอรนาอุม อางเมิง นี้ย่า ลองอองอางฮื่อ กาลิลี ก่องทาง โย้เวอ ดื้ง แง. ลองอองอางฮื่อ กาลิลี นี้ย่า เศบูลุน แควน แน นัฟทาลี แควน กาคย่า โย้เวอ ดื้ง เย. 
MAT.4.14	พาจาวจี่ต่างจี่แต่นฮู อิสยาห์ มอ ชี ชี แม้แน เพล่อ ปี่ง เย.
