MAT.1.1	Kyeka mankombo ma ɓankɔkɔ ɓa Yesu-Klisto: Yesu ali nkɔkɔ wa Davidi, na nkɔkɔ wa Abalayama.
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Azaliya aɓoti Yotama,
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Yotama aɓoti Akaza,
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Akaza aɓoti Ezekiya,
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Ezekiya aɓoti Manase,
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Manase aɓoti Amona,
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Amona aɓoti Yosiya,
MAT.1.2+MAT.1.3+MAT.1.4+MAT.1.5+MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Yosiya aɓoti Yoyakimɛ na ɓanaa nyango imbɛlɛ saakyɛkyɛ ɓɛ́ɛ na ɓato ɓa Isalayɛlɛ o ɓoombo pha Babilɔnɛ.
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	O sima ya ɓokyɛkye na ɓato ɓa Isalayɛlɛ o ɓoombo o Babilɔnɛ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Yoyakimɛ aɓoti Salitiyɛlɛ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Salitiyɛlɛ aɓoti Zolobabɛlɛ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Zolobabɛlɛ aɓoti Abiudi,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Abiudi aɓoti Eliyakimɛ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Eliyakimɛ aɓoti Azɔlɔ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Azɔlɔ aɓoti Sadokɛ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Sadokɛ aɓoti Akimi,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Akimi aɓoti Eliudi,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Eliudi aɓoti Eleyaza,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Eleyaza aɓoti Matanɛ,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Matanɛ aɓoti Yakoɓo,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Yakoɓo aɓoti Zozefu,
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Zozefu moloo wa Maliya nyango wa Yesu, okoɓangye ɓɛ́ɛ Masiya.
MAT.1.17	Tata oka Abalayama nɔnɔ oka Davidi wali ɓa yoo iko mbuka ɓane. Uta oka Davidi nɔnɔ wakyɛndɛ ɓɛ́ɛ na ɓato ɓa Isalayɛlɛ o ɓoombo o Babilɔnɛ, walekana ɓa yoo iko mbuka ɓane. Na o itata imɓɛlɛ sasina tee nɔnɔ o iɓotama sa Masiya, walekana ɓa yoo iko mbuka ɓane mɛ.
MAT.1.18	Iɓotama sa Yesu Masiya saɓaka ɓoɓo: Nyango Maliya aɓaka ŋwaŋwasi owa lukaka Zozefu ilonga, kasi waaɓa ɓɛ́ɛ naino sa ɓobutwakye o ingambi sɔnɔsɔ, Maliya aesi ya ekama na nwiya ŋwa Ɓolɔɓɔ Ɓosanto. 
MAT.1.19	Moloo nyɛ Zozefu aɓaka moto wa ɓosembo, taikaka zinga imosambola o miyo ma ɓato, amba ya kana imolɛɛ oɓokye ɓato saeɓa. 
MAT.1.20	Wa ɓaka yo kaumunya ɓaɓona, anzelu mɔnɔmɔ wa Nkolo amba motɔkɔlɛlɛ o ndɔtɔ, amba ya wɔ nɛ oɓokye: «Zozefu, nkɔkɔ wa Davidi, saila ilonga Maliya, phɔ ibu siili nɛ, siuti na mwiya ŋwa Ɓɔlɔɓɔ. 
MAT.1.21	Amoɓota ŋwana wa lele, waa molaa nkombo Yesu. Eli yo moto owa mobikya ɓato ɓɛ́ɛ na masumu ma ɓɛ.»
MAT.1.22	Maphɔɔ masɔ maamana makyelama phɔ ya ikokya yaawɔ Nkolo na munɔkɔ ŋwa moimosi wɛ oɓokye: 
MAT.1.23	«Ngɔndɔ mɔnɔmɔ amoekama, amoɓota ŋwana wa lele, ɓaamolaa nkombo Emanuɛl.» Nkombo mɛ kyelukye iwɔ oɓokye: «Ŋwaphongo ali na ɓanga elele yɔnɔyɔ.»
MAT.1.24	Waa umwa Zozefu, ambakyela nde ɓo wamowɔlɛkyɛ anzelu wa Nkolo, nɔnɔ wa longa yo Maliya. 
MAT.1.25	Kasi taika angana nɛ nɔnɔ waaɓota yo ŋwana wɛ, emba Zozefu amba laa ŋwana mɛ nkombo ya Yesu.
MAT.2.1	Yesu aɓotamaka o Bɛtɛlɛmɛ ya Yuda, imbɛlɛ saa ɓaka Elode mokonzi. Nkɔlɔ mɛ, ɓanganga ɓaakyekye ɓanyasɛɛsi, ɓautaka biitɔkɔlɔ munyɛlɛ. Ɓamba ya koma o Yelusalɛmɛ. 
MAT.2.2	Ɓamba ya tuna ɓɛ̀ɛ kye: «Ŋwana outi ɓɛ́ɛ iɓota, mokonzi ŋwa ɓayuda, ali bi? Towɛnɛkyi nyasɛɛsi wɛ atɔkɔsi biiye munyɛlɛ, emba toesi ya mokumbela.»
MAT.2.3	Waa oka mokonzi Elode simo mɛnɛ, ndondo yamba baa nɛ, na ɓato ɓasɔ ɓa Yelusalɛmɛ. 
MAT.2.4	Amba ya ɓanga ɓakonzi ɓa ɓanganga ɓa Ŋwaphongo na ɓateye ɓa Miɓeko, amba ya ɓatuna elele'ye esengyesi Masiya iɓotama. 
MAT.2.5	Ɓamba mobuyisa ɓɛ́ɛ kye: «O Bɛtɛlɛmɛ ya Yuda. Phɔ moimosi wa Ŋwaphongo akoma ɓoɓo:
MAT.2.6	“Ka wɛ, Bɛtɛlɛmɛ, mokyisi ŋwa Yuda,
MAT.2.6	toli ŋwana mokyisi pha o nkyisi ya Yuda.
MAT.2.6	Phɔ mokonzi munɛnɛ owa mokanba ɓato ɓanga Isalayɛlɛ,
MAT.2.6	amouta oka ya wɛ.”»
MAT.2.7	Emba Elode amba ya ɓanga ɓato ɓa malondo miiɓombo phɔ ɓamoimole imbɛlɛ sa tɔkɔlɔkɔ nyasɛɛsi mɛ.
MAT.2.8	Sima amba ya ɓatoma o Bɛtɛlɛmɛ, amba ya wɔ na ɓɛ́ɛ oɓokye: «Kyɛndɛ okyɛ mituna na mɔɔ na mɔɔ phɔ ya ŋwana, ɓo omowɛni, oya nzimola phɔ na nga na kyɛ mokumbela.» 
MAT.2.9	Waa oka ɓɛ́ɛ munɔkɔ ŋwa mokonzi, ɓamba ya kyɛndɛ. Ɓamba ya wɛnɛ nyasɛɛsi owa wɛnɛkyɛ ɓɛ́ɛ phanza o mbale ekyetɔkɔlɔ munyɛlɛ, kakyɛ o ɓoo pha ɓɛ. Waakoma nyasɛɛsi mɛ o ikolo sa ele eeli ŋwana, nyasɛɛsi mɛ amba kyɛ tɛmɛ. 
MAT.2.10	Ɓamba tonda na nkyisa waa wɛnɛ ɓɛ́ɛ nyasɛɛsi mɛ atɛmi. 
MAT.2.11	Ɓaesi ya nyɔlɔ o ingambi, ɓawɛni ŋwana na nyango Maliya. Ɓamba kusama phɔ ya imokumbela, ɓamba ya ingola ɓayombo ɓa ɓɛ, ɓamba mophɛ makaɓo mama: Wolo, mpaka na mauta ma milɛ.
MAT.2.12	Sima Ŋwaphongo amba ya ɓawɔlɛ o ndɔtɔ oɓokye ɓɛ́ɛ sakula butwa yaaka Elode. Emba ɓamba ya butwa o mokyisi ŋwa ɓɛ́ɛ mi nzela esuu.
MAT.2.13	Waabutwa ɓaa malondo, o sima, anzelu wa Nkolo mɔnɔmɔ amba yelela Zozefu o ndɔtɔ, amba ya wɔ nɛ yokye: «Langwa, kpa ŋwana na nyango, lota o Ezipito, ikala omɔ nɔnɔ waamowɔ nga na wɛ oɓokye oya butwa. Phɔ Elode amoluka ŋwana phɔ ya imoɓoma.» 
MAT.2.14	Nde na muna mokɔlɔ, Zozefu aesi ya tɛmɛ, akpe ŋwana na nyango, amba yakyɛ miɓomba o Ezipito. 
MAT.2.15	Aɓaka omɔ nɔnɔ waawa Elode. Maphɔɔ mamana makyelama phɔ ya ikokya maphɔɔ maawɔkɔ Ŋwaphongo o munɔkɔ ŋwa moimosi wɛ oɓokye: «Naɓangyi ŋwana wa nga oɓokye amane o Ezipito.»
MAT.2.16	Waawɛnɛ Elode oɓokye ɓaamalondo ɓamokose, aokaka yɔɔ ekusi. Amba ya toma ɓatuluku o Bɛtɛlɛmɛ na o nkyisi yaa mambale, ɓaɓome ɓana ɓa ɓampele ɓasɔ ɓaali sakokya mbula iɓale. Amekaka ɓaɓona phɔ atangaka nkɔlɔ yaalekanaka tata waawɛnɛkyɛ ɓaamalondo nyasɛɛsi. 
MAT.2.17	Maphɔɔ masɔ mamana makyelama ɓo wawɔkɔ moimosi Yilimiya oɓokye:
MAT.2.18	«Ɓaokyi ilela siute o Lama,
MAT.2.18	malelo na imiima sa ngɔngɔ.
MAT.2.18	Eli Layele kalele ɓana ɓɛ,
MAT.2.18	taazingye oɓokye ɓamoɓɔndɔ phɔ ɓana ɓɛ́ɛ ɓawe.»
MAT.2.19	O sima ya iwaa sa Elode, anzelu wa Nkolo amba yelela Zozefu o ndɔtɔ o Ezipito. 
MAT.2.20	Amba ya wɔ nɛ yokye: «Tɛmɛ, kpa ŋwana na nyango, butwa o Isalayɛlɛ, phɔ ɓaalukaka iɓoma ŋwana ɓawe.»
MAT.2.21	Zozefu amba ya tɛmɛ, aesi ya kpa ŋwana na nyango, amba ya butwa o Isalayɛlɛ. 
MAT.2.22	Kasi waaoka Zozefu oɓokye Arkelaus abuto mokonzi ŋwa Yuda o elele ya ango Elode, amba lota ibutwa omɔ. Ŋwaphongo amba kula moteya o ndɔtɔ ndengye ekokyi yo ikyela, amba ya kyɛndɛ o mokyisi ŋwa Galileya. 
MAT.2.23	Amba ya kyɛ zala o Nazalɛtɛ. Maphɔɔ mamana makyelama phɔ ya ikokya maphɔɔ maawɔkɔ ɓaimosi ɓa Ŋwaphongo oɓokye: «Ɓaamoɓanga moto wa Nazalɛtɛ.»
MAT.3.1	Sima ya mambula, Yoane Moɓatise akyɛkyɛ o bokye pha Yuda, akyɛkyɛ miteya ɓoɓo: 
MAT.3.2	«Ɓongola mandondo, phɔ ɓokonzi pha ikolo ɓokomi phɛnɛphɛ.» 
MAT.3.3	Yoane, eli yo moto owa wɔkɔ moimosi Isaya phɔ yɛ oɓokye:
MAT.3.3	«Moto mɔnɔmɔ kaaŋwane onte ya bokye yokye:
MAT.3.3	Nkolo kalukye iyaa: Omoɓɔngyisa nzela,
MAT.3.3	tutola ɓanaa manzela maakyikyi yɔɔ!»
MAT.3.4	Yoane aɓaka kalate etobu eya kyela ɓɛ́ɛ na nkungyɛ ya nyama na nkombo shamo, na nkamba ya lopho la nyama o mobimbi, aɓaka kaze nde ntɛtɛ na maɓoo. 
MAT.3.5	Ɓato ɓa Yelusalɛmɛ na ɓato ɓasɔ ɓa Yuda na ɓaa mokyisi mooli phɛnɛphɛ na ebale ya Yaladɛnɛ, ɓaɓaka ɓakyɛ oka yɛ. 
MAT.3.6	Ɓaimolaka masumu ma ɓɛ́ɛ o ɓoo pha ɓato ɓasɔ, Yoane aɓaka kaɓaɓatisa o eɓale ya Yaladɛnɛ. 
MAT.3.7	Waawɛnɛ Yoane oɓokye Ɓafalisayi na Ɓasadukayi ɓaikye ɓaye oka yɛ phɔ aɓaɓatisa, amba tata iɓawɔlɛ ɓoɓo: «Ɓɛɛ iɓota sa nzɔɔ, oephɛ malondo ma ilota yɔɔ ya Ŋwaphongo ekye ye nza? 
MAT.3.8	Wɛninya na bikyela oɓokye oɓongosi motema. 
MAT.3.9	Lɛ imiwɔlɛ oɓokye: “Ekpele yɔnɔyɔ ete lokyele, phɔ Abalayama ali nkɔkɔ wa ɓanga.” Phɔ naewɔlɛ ngakye, Ŋwaphongo akokyi ibuya maɓanga mama ɓana ɓa Abalayama. 
MAT.3.10	Ɓambo ɓɔngyɛ ikoko phɔ ya ikpɛtɛ nkanga ya nzete; ŋwete munsɔ mote moɓote mbuma ndaa, ɓaamokpɛtɛ, ɓamba movaka o nweya. 
MAT.3.11	Nga, naeɓatisa na maa phɔ ya iwɛninya oɓokye oɓongosi motema, ka ookoye o sima ya nga, amoeɓatisa na Ɓolɔɓɔ Ɓosanto na ná ŋwenya. Yo andekyi na mwiya, sikyilongoɓana na phɔ ya imumanya bikoto. 
MAT.3.12	Aphisi enyɛngyɛlɛ o maɓɔkɔ phɔ ya ikaɓola mbuma na nkata. Amoɓomba mbuma o ɓompɛndɛ, kasi amotumba nkata o ŋwenya moote moozime.»
MAT.3.13	Mokɔlɔ mɔnɔmɔ Yesu autaka o Galileya aesi o Yaladɛnɛ, amba ya koma ooli Yoane phɔ aɓatisame. 
MAT.3.14	Kasi Yoane amba lɛ, yokye: «Eli nde wɛ moto okokakyi imbatisa, emba kombe kula yaa oka nga ndengye'ye?» 
MAT.3.15	Kasi Yesu amba ya mobuyisela yokye: «Anola oɓokye wataa ɓaa ɓaɓona phɔ ya uŋwaŋwa eye. Phɔ tosengyesi ikokya maphɔɔ masɔ mazingaka Ŋwaphongo.» Emba Yoane amba ya anola. 
MAT.3.16	Waunva Yesu izwa ɓatisimo, amba aɓwa o maa. Nde mina wamɔ, ikolo samba ingwa, amba wɛnɛ Ɓolɔɓɔ pha Ŋwaphongo ɓoute ndokolo inkoto-ŋwenya siesi yauta mi yo. 
MAT.3.17	Ŋwɛsi mɔnɔmɔ ŋwamba uta o ikolo mowɔ oɓokye: «Oyo ali Ŋwana wa nga wa lozingo; nasepesi nɛ na ɓoikye.»
MAT.4.1	Ɓoɓɛlɛ Ɓolɔɓɔ amba ya kamba Yesu o bokye phɔ Zabulu amumekye. 
MAT.4.2	Omɔɔ, Yesu akyelaka nkɔlɔ mako mane mobimba sazaa, emba Yesu amba ya oka nzala. 
MAT.4.3	Zabulu amba ya wali yo, amba ya wɔ nɛ yokye: «Ɓo oli Ŋwana wa Ŋwaphongo, wɔ na maɓanga mama ma butwe mapa.» 
MAT.4.4	Kasi Yesu amba ya mobuyisa yokye: «O buku pha Ŋwaphongo wakomama ɓoɓo: “Moto eta bikye nde na mapa, kasi na maphɔɔ masɔ maa wɔ Ŋwaphongo.”» 
MAT.4.5	Emba Zabulu amba kyɛ nɛ nɔnɔ o Yelusalɛmɛ, mokyisi mosantu, akyɛ motɛyɛ o sɔngyɛ ya Tempelo, 
MAT.4.6	amba ya wɔ nɛ yokye: «Ɓo oli ŋwana wa Ŋwaphongo, omikumbya o se; phɔ o buku pha Ŋwaphongo wakomama ɓoɓo: “Ŋwaphongo amoetomela ɓanze ɓɛ, ɓa moetamba phɔ ekolo ya wɛ yango sazuma mi iɓanga.”» 
MAT.4.7	Yesu amba ya moɓuyisa yokye: «O buku pha Ŋwaphongo wakomama ɓoɓo: “Sameka Ŋwaphongo Nkolo ya wɛ.”» 
MAT.4.8	Zabulu amba kula kyɛndɛ nɛ o ikolo sa ngomba aanda, amba moteya makonzi masɔ maa se ná ngambo ya mango. 
MAT.4.9	Amba ya wɔ nɛ yokye: «Namoephɛ isɔ miina ɓo onkusamesi phɔ ya inkumisa.» 
MAT.4.10	Yesu amba ya wɔ nɛ yokye: «Molemba, mana wawa! Phɔ o buku pha Ŋwaphongo wakomama ɓoɓo: “Wamokumisa nde Ŋwaphongo Nkolo ya wɛ, wamba na kyelela nde yo, moto mosuu phe.”» 
MAT.4.11	Ɓoɓɛlɛ Zabulu amba ya mana wali Yesu. Emba ɓanze ɓamba yaa waali Yesu, ɓamba tata imokyelela.
MAT.4.12	Waa oka Yesu oɓokye ɓaakye Yoane o bɔlɔkɔ, amba kyɛ o Galileya. 
MAT.4.13	Amani o Nazalɛtɛ, kasi amba kyɛ zala o Kapalanauma, mokyisi mooli o mokukulu ŋwa ebale ya Galileya, o manyɛtɛ ma Zabulɔni na Nefetali. 
MAT.4.14	Wakyelama ɓaɓona phɔ ya ikokya maphɔɔ maawɔkɔ moimosi Isaya oɓokye:
MAT.4.15	«Manyɛtɛ ma Zabulɔni na ma Nefetali,
MAT.4.15	mopha ŋwa ebale eenɛnɛ,
MAT.4.15	o mbale eyɔkɔ ya Yaladɛnɛ.
MAT.4.15	Galileya mokyisi ŋwa ɓato ɓate ɓali Ɓayuda!
MAT.4.16	Ɓɛ, ɓato ɓaaɓakyi o enzɔmbi ɓawɛni
MAT.4.16	munyɛlɛ ŋwaa phɛlɛ!
MAT.4.16	Ɓaaɓakyi o enzɔmbi ya mokyisi ŋwa ɓawe, munyɛlɛ moɓatɔkɔlɛsi!»
MAT.4.17	Uta imbɛlɛ mɛ, Yesu abuto iteya ɓoɓo: «Ɓongola motema, phɔ ɓokonzi pha Ŋwaphongo ɓokomi phɛnɛphɛ!»
MAT.4.18	Yesu aɓaka kakyɛ mitambula o mokukulu ŋwa ebale ya Galileya, amba ya wɛnɛ ɓaɔsi ɓa swe ɓaɓale, ɓola na mosii, Simo okoɓangye ɓɛ́ɛ Petelo, na Andele ŋwana wa nyango, ɓaɓaka ɓavakye ɓondɛndi. 
MAT.4.19	Yesu amba ya wɔ na ɓɛ́ɛ yokye: «Imbengye! Namoebuya ɓalukyi ɓa ɓato.» 
MAT.4.20	Mbala yɔnɔyɔ, ɓaikyi mandɛndi ma ɓɛ, ɓaɓengyi Yesu. 
MAT.4.21	Waamana Yesu wamɔ, akuli wɛnɛ ɓato ɓaɓale, ɓola na mosii, Zake na Yoane, ɓana ɓa Zebede. Ɓaɓaka o vato na ango wa ɓɛ́ɛ Zebede ɓaɓɔngya mandɛndi. Yesu amba ya ɓaɓanga. 
MAT.4.22	Mbala yɔnɔyɔ, ɓaikyi ika vato na ango wa ɓɛ, ɓaɓengyi Yesu.
MAT.4.23	Yesu atambulaka o Galileya mobimba; kakyɛ miteya o mangambi ma makyita, kakyɛ miimola Simo Elaa ya ɓokonzi pha Ŋwaphongo na ikyɛmibikya ɓato na malɔsi ma ɓɛ́ɛ masɔ, na bilɛmɛ ɓa ɓɛ́ɛ bisɔ. 
MAT.4.24	Ngambo yɛ ya tambulaka o manyɛtɛ ma Siri mobimba, ɓamba moyelela na ɓato ɓasɔ ɓaaɓaka na malɔsi ndengye na ndengye na ɓaaɓaka na matungyisi ndengye na ndengye; na ɓaaɓaka na malɔɓɔ maɓe na ɓaamaphukuluku ná bituku. Yesu amba ya ɓabikya. 
MAT.4.25	Ɓato ɓaikye ɓamoɓengaka; ɓautaka o Galileya, o Dekapolis, o Yelusalɛmɛ, o Yuda na o mokyisi mooli o mopha moyɔkɔ ŋwa Yaladɛnɛ.
MAT.5.1	Waawɛnɛ Yesu ɓato ɓaikye wamɔ, aesi ya baa o ikolo sa ngomba, akyɛ zala. Ɓaekosi ɓɛ́ɛ ɓamba ya susinya phɛnɛphɛ nɛ,
MAT.5.2	amba tata iɓateya ɓoɓo:
MAT.5.3	«Nkyisa ili na ɓaamieɓe oɓokye ɓali ɓakayee o mandondo,
MAT.5.3	phɔ ɓokonzi pha ikolo ɓoli phɔ ya ɓɛ!
MAT.5.4	Nkyisa ili na ɓaalele,
MAT.5.4	phɔ Ŋwaphongo aaɓaɓɔndɔ.
MAT.5.5	Nkyisa ili na ɓaate ɓali na tɔkɔ,
MAT.5.5	ɓɛ́ɛ ɓamozwa mokyisi ŋwa lakyela Ŋwaphongo ɓato.
MAT.5.6	Nkyisa ili na ɓaali na phowa ya ikyela ɓolaa,
MAT.5.6	phɔ Ŋwaphongo amokokya phowa ya ɓɛ.
MAT.5.7	Nkyisa ili na ɓaaokye ɓato ngɔngɔ,
MAT.5.7	phɔ Ŋwaphongo aɓaoka na ɓɛ́ɛ ngɔngɔ.
MAT.5.8	Nkyisa ili na ɓaali na mandondo maakunywa,
MAT.5.8	phɔ ɓamowɛnɛ Ŋwaphongo.
MAT.5.9	Nkyisa ili na ɓaakyɛmiambya ɓose,
MAT.5.9	phɔ Ŋwaphongo aaɓaɓanga ɓana ɓɛ.
MAT.5.10	Nkyisa ili na ɓaanyɔkɔmɔ phɔ ɓakyele ɓolaa,
MAT.5.10	phɔ ɓokonzi pha ikolo ɓoli phɔ ya ɓɛ.
MAT.5.11	Nkyisa ili na ɓɛ̀ɛ ɓo ɓato ɓaetole,
MAT.5.11	ɓaenyɔkɔlɔ ɓambe na ewɔlɛ maphɔɔ masɔ maaɓe phɔ ɓɛ̀ɛ konzanole.
MAT.5.12	Kumba, ɓa na nkyisa,
MAT.5.12	phɔ mbano enɛnɛ kyeeziya o ikolo.
MAT.5.12	Phɔ ɓanyɔkɔlɔkɔ ɓaimosi ɓa Ŋwaphongo
MAT.5.12	ɓaaɓaka phanza nde ɓomɔ.»
MAT.5.13	«Ɓɛ̀ɛ oli mokpa ŋwa mokyisi. Ka ɓo mokpa mumani vale, ɓamokula moɓuya vale ndengye'ye? Temokuli ɓa na tina, ɓaamovaka o nze, ɓato ɓaamokyita. 
MAT.5.14	Ɓɛ̀ɛ oli saa ya mokyisi, mokyisi ŋwaatongama o ikolo sa ngomba temokokyi iɓombama. 
MAT.5.15	Teɓaalosa tala phɔ ya iekukya na katini, kasi ɓaetɛyɛ o ikolo sa mesa phɔ ewɛninya ɓato ɓasɔ ɓaali o ingambi. 
MAT.5.16	Yango mɛna, osengyesi ilola o ɓoo pha ɓato ndokolo tala phɔ ɓawɛnɛ ɓolaa ɓookyele ɓɛ̀ɛ, emba ɓaambe kumbela Ango wa ɓɛ̀ɛ ooli o ikolo.»
MAT.5.17	«Saumunya oɓokye nga naya phɔ ya imanya moɓeko ŋwa Mose na mateya ma ɓaimosi ɓa Ŋwaphongo. Siika yaa phɔ ya imanya kasi phɔ ya ikokya. 
MAT.5.18	Eli phɛlɛ, na wɔ na ɓɛ̀ɛ, tee nɔnɔ wamumana ikolo na muse, ete ɓamanya lowɔɔ lɔnɔlɔ o miɓeko, eɓe na ŋwana itanga o mookyikyi owakoma ɓɛ́ɛ omɔɔ ete ɓaamumanya. 
MAT.5.19	Yango mɛna, na nza na nza okomanya nɔnɔ ŋwana moɓeko o mokyikyi, kambe nateya ɓato ɓasuu ɓakyele ɓomɔ, amoɓa moto wa mbomela o ɓokonzi pha ikolo. Ka iyo nzaa ookokumole miɓeko kambe na teya ɓato ɓasuu oɓokye ɓakyele ɓomɔ, amoɓa moto wa ɓoo o ɓokonzi pha ikolo. 
