MAT.1.1	ᒪᓯᓇᐃᑲᓐ ᐃᑕ ᐁ ᐎᑖᑲᓂᐗᓂᓕᒃ ᐅᑦ ᐋᔮᓂᔅᑫᓂᑖᐎᑭᐎᓐ ᒋᓴᔅ ᙭, ᑌᐱᑦ ᐅᑯᓯᓴ, ᐁᑉᕃᐋᒻ ᐅᑯᓯᓴ᙮
MAT.1.12	ᐃᔅᐱ ᒫᑲ ᑳ ᐯᔑᐙᑲᓂᐎᒋᒃ ᐹᐱᓚᓂᒃ, ᒉᑯᓈᔭᔅ ᑮ ᓂᑖᐎᑭᐁᐤ ᓴᓓᑎᔭᓚ; ᓴᓓᑎᔭᓪ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᓱᕋᐸᐸᓚ; 
MAT.1.13	ᓱᕋᐸᐸᓪ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᐊᐹᔭᑕ; ᐊᐹᔭᑦ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᐃᓛᔭᑭᒪ; ᐃᓛᔭᑭᒻ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᐁᓴᕋ; 
MAT.1.14	ᐁᓴᕐ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᓭᑕᑲ; ᓭᑕᒃ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᐁᑭᒪ; ᐁᑭᒻ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᐃᓛᔭᑕ; 
MAT.1.15	ᐃᓛᔭᑦ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᐃᓕᐁᓴᕋ; ᐃᓕᐁᓴᕐ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᒫᑦᑕᓇ; ᒫᑦᑕᓐ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᒉᑭᐸ; 
MAT.1.16	ᒉᑲᑉ ᒫᑲ ᑮ ᓂᑖᐎᑭᐁᐤ ᒍᓯᐸ, ᒣᕆ ᐅ ᓈᐯᒪ, ᐊᓇ ᑳ ᑮ ᐅᒋ ᓂᑖᐎᑭᑦ ᒋᓴᔅ ᑳ ᐃᔑᓂᑳᓱᑦ ᙭᙮
MAT.1.17	ᒥᓯᐌ ᒫᑲ ᐋᓂᔅᑫ ᑳ ᐱᒫᑎᓯᒋᒃ ᐁᑉᕃᐋᒻ ᐅᒋ ᐱᓕᔥ ᑌᐱᑦ ᓀᐅᔖᑉ ᒥᓯᐌ ᑕᑡᐤ ᐋᓂᔅᑫ ᑮ ᐱᒫᑎᓯᐗᒃ; ᓀᔥᑕ ᑌᐱᑦ ᐅᒋ ᐱᓕᔥ ᐁ ᑮ ᐃᑐᑕᐋᑲᓂᐎᒋᒃ ᐹᐱᓚᓂᒃ ᓀᐅᔖᑉ ᒥᓯᐌ ᑕᑡᐤ ᐋᓂᔅᑫ ᑮ ᐱᒫᑎᓯᐗᒃ; ᓀᔥᑕ ᐃᔅᐱ ᑳ ᑮ ᐃᑐᑕᐋᑲᓂᐎᒋᒃ ᐸᐱᓚᓂᒃ ᐱᓕᔥ ᐃᓕᑯᒃ ᙭ ᓀᐅᔖᑉ ᒥᓯᐌ ᑕᑡᐤ ᐋᓂᔅᑫ ᑮ ᐱᒫᑎᓯᐗᒃ᙮
MAT.1.18	ᐅᒪ ᐃᔑ ᒫᑲ ᑮ ᐃᑭᓂᓕᐤ ᐅ ᓂᑖᐎᑭᐎᓐ ᒋᓴᔅ ᙭: ᐅᑳᐎᔭ ᒣᕆᔭ ᐋᔕᔾ ᐁ ᑮ ᑭᔅᑭᒫᓕᒋ ᒍᓯᐸ, ᐸᒧᔑ ᐎᑭᑐᒋᒃ, ᑮ ᑭᔅᑫᓕᒪᐤ ᐁ ᑲᓄᔥᑲᑖᐗᓱᑦ ᐸᓓᑭ ᐊᒑᑾ ᐅᒋ᙮ 
MAT.1.19	ᐁᑯ ᒫᑲ ᒍᓯᑉ, ᐅ ᓈᐯᒪ, ᐁ ᒀᔭᔅᑭᑎᑦ ᐃᓕᓕᐤ, ᐁᑳ ᓀᔥᑕ ᐁ ᐎ ᐋᓕᒧᑕᒃ ᑭᒋ ᐅᒋ ᑭᔅᑫᓕᒋᑳᑌᓕᒃ, ᑮ ᐃᑌᓕᑕᒻ ᑭᒧᒡ ᑭᒋ ᐌᐱᓈᑦ᙮ 
MAT.1.20	ᒫᑲ ᒣᒀᒡ ᐁ ᒫᒥᑐᓀᓕᑕᒃ ᐅᐅ ᑫᒀᓇ, ᒫᑎᑲ, ᐅᑦ ᐁᓐᒐᓕᒪ ᐅᑎᐯᓕᒋᑫᐤ ᑮ ᓄᑯᓰᔅᑖᑯᓕᐗ ᐸᐙᒧᐎᓂᒃ, ᐁ ᐃᑗᓕᒋ, ᒍᓯᑉ, ᑌᐱᑦ ᐌᑯᓯᓯᒥᔉ, ᐁᑳᐎᓚ ᓭᑭᓯ ᑭᒋ ᐅᑎᓇᑦ ᒣᕆ ᑭᐗ: ᐌᓴ ᐊᓂᐁᓕᐤ ᑳ ᑲᓄᔥᑲᒃ ᐯᓓᑭᓯᑦ ᐊᒑᑯᒃ ᐅᒋᒪᑲᓂᓕᐤ᙮ 
MAT.1.21	ᑲᑕ ᐅᑯᓯᓯᐤ ᒫᑲ, ᓀᔥᑕ ᒋᓴᔅ ᑭ ᑳ ᐃᔑᓂᑳᑎᒪᐗ: ᐌᓴ ᑲᑕ ᐱᒫᒋᐁᐤ ᐅᑦ ᐃᓕᓕᒪ ᐅ ᒪᒋᑣᐎᓂᓕᒃ ᐅᒋ᙮
MAT.1.22	ᒥᓯᐌ ᐅᒪ ᒫᑲ ᑮ ᐃᑭᓄᑯᐸᓐ ᑭᒋ ᑎᐱᐸᓕᓕᒃ ᑳ ᑮ ᐃᑗᐋᑦ ᐅᑎᐯᓕᒋᑫᐤ ᐅᑭᔅᑭᐙᐃᑫᐗ, ᐁ ᐃᑗᑦ, 
MAT.1.23	ᒫᑎᑲ, ᐅᔥᑭᓂᑭᔅᑴᐤ ᑲᑕ ᑲᓄᔥᑲᑖᐗᓱ, ᑲᑕ ᐅᑯᓯᓯᐤ ᒫᑲ, ᐃᒫᓐᔫᐃᓪ ᒫᑲ ᑲᑕ ᐃᔑᓂᑳᑎᒣᐗᒃ, ᑳ ᐃᑗᒪᑲᒃ, ᐁ ᐃᑗᔅᒋᑳᑌᒃ, ᑭᒋᒪᓂᑐ ᑭ ᐎᒋᑕᔑᑫᒥᑯᓇᐤ᙮
MAT.1.24	ᐁᑯ ᒫᑲ ᒍᓯᑉ ᐁ ᐗᓂᔥᑳᑦ ᐁ ᑮ ᓂᐹᑦ, ᑮ ᑐᑕᒻ ᑳ ᑮ ᐃᑎᑯᑦ ᐅᑎᐯᓕᒋᑫᐗ ᐅᑦ ᐁᓐᒐᓕᒥᓕᐗ, ᑮ ᐅᑎᓀᐤ ᒫᑲ ᐎᐗ: 
MAT.1.25	ᓇᒪᐎᓚ ᒫᑲ ᑮ ᐅᒋ ᑭᔅᑫᓕᒣᐤ ᐱᓕᔥ ᐃᓕᑯᒃ ᑳ ᑮ ᓂᑖᐎᑭᐋᓕᒋ ᓃᔥᑕᒻ ᐅᑯᓯᓯᓕᐗ, ᒋᓴᔅ ᒫᑲ ᑮ ᐃᔑᓂᑳᑎᒣᐤ᙮
MAT.2.1	ᐃᔅᐱ ᒫᑲ ᒋᓴᔅ ᓀᑖᐎᑭᑦ ᐯᑦᓕᔭᒥᒃ ᒎᑎᐊ ᐊᔅᑮᒃ ᒣᒀᒡ ᑳ ᑭᒋᐅᑭᒪᐎᑦ ᐦᐁᕋᑦ, ᒫᑎᑲ, ᑮ ᑕᑯᔑᓋᒃ ᑫᑫᑕᐌᓕᑕᑭᒃ ᐃᓕᓕᐗᒃ ᒋᕉᓴᓚᒥᒃ ᐙᐸᓄᑖᒃ ᐅᒋ, 
MAT.2.2	ᐁ ᐃᑗᒋᒃ, ᑖᓐᑌ ᐁᑖᑦ ᐊᓇ ᑳ ᓂᑖᐎᑭᑦ ᒎᐗᒃ ᐅᑭᒋᐅᑭᒫᒥᐙᐗ? ᐌᓴ ᓂ ᑮ ᐙᐸᒥᒫᓈᓐ ᐅᑦ ᐊᒐᑯᒪ ᐙᐸᓄᑖᒃ, ᓂ ᑮ ᐯᒋ ᐃᑐᑖᓈᓐ ᒫᑲ ᑭᒋ ᓇᐗᑮᔅᑕᐗᑭᑦ᙮
MAT.2.3	ᐃᔅᐱ ᐦᐁᕋᑦ ᑭᒋᐅᑭᒪᐤ ᑳ ᑮ ᐯᑕᒃ ᐅᐅ ᑫᒀᓇ, ᑮ ᒥᑯᔥᑳᑌᓕᑕᒻ, ᓀᔥᑕ ᒥᓯᐌ ᒋᕉᓴᓚᒥᒃ ᑳ ᐃᑖᒋᒃ ᐊᓯᒋ᙮ 
MAT.2.4	ᐃᔅᐱ ᒫᑲ ᑳ ᑮ ᒫᒪᐎᓇᑐᒫᑦ ᒥᓯᐌ ᑭᒋ ᓵᓵᑭᐎᓕᐌᐎᓕᓕᐗ ᓀᔥᑕ ᐃᓕᓕᐗ ᐅ ᒪᓯᓇᐃᑫᐎᓕᓕᒥᓕᐗ, ᑮ ᑲᑴᒋᒣᐤ ᑖᓐᑌ ᑫ ᐃᔑ ᓂᑖᐎᑭᔅᐸᓐ ᙭᙮
MAT.2.5	ᑮ ᐃᑌᐗᒃ ᒫᑲ ᐯᑦᓕᔭᒥᒃ ᒎᑎᐊ ᐊᔅᑮᒃ: ᐌᓴ ᐁᐗᑴᓕᐤ ᑳ ᐃᑕᓯᓇᐊᒃ ᐅᑭᔅᑭᐙᐃᑫᐤ, 
MAT.2.6	ᑭᓚ ᒫᑲ ᐯᑦᓕᔭᒻ, ᒎᑕ ᐅᑦ ᐊᔅᑮᒃ, ᓇᒪᐎᓚ ᑮ ᒫᐗᒋ ᐋᐱᔅᑌᓕᑖᑯᓯᓐ ᐁ ᐃᑕᓯᒋᒃ ᐌᑭᒪᐎᒋᒃ ᒎᑕᐃᒃ: ᐌᓴ ᑭᓚ ᐁᑯᑕ ᑫ ᐅᒌᑦ ᐊᓇ ᑭᒋᐅᑭᒪᐤ ᑫ ᑎᐯᓕᒫᑦ ᓂᑦ ᐃᓕᓕᒪ ᐃᔅᕃᐃᓚ᙮
MAT.2.7	ᐁᑯ ᒫᑲ ᐦᐁᕋᑦ, ᐃᔅᐱ ᑭᒧᒡ ᑳ ᑮ ᓇᑐᒫᑦ ᑫᑫᑕᐌᓕᑕᒥᓕᒋ ᐃᓕᓕᐗ, ᐌᐌᓕᑦ ᑮ ᑲᑴᒋᒣᐤ ᑖᓂᔅᐱ ᑳ ᓄᑯᓯᓕᒋ ᐊᒐᑾ᙮ 
MAT.2.8	ᑮ ᐃᔑᑎᔕᐌᐤ ᒫᑲ ᐯᑦᓕᔭᒥᒃ, ᑮ ᐃᑌᐤ ᒫᑲ, ᑭᑐᑌᒃ, ᐌᐌᓕᑦ ᒫᑲ ᓈᓇᑐᓈᒃ ᐊᓇ ᐅᔥᑲᐙᔑᔥ; ᑮ ᒥᔅᑲᐌᑴ ᒫᑲ, ᒥᓇ ᐯᒋ ᐎᑕᒪᐎᒃ᙮ ᓂᓚ ᓀᔥᑕ ᑭᒋ ᐯᒋ ᓇᐗᑭᔅᑕᐗᒃ᙮
MAT.2.9	ᐃᔅᐱ ᒫᑲ ᑳ ᑮ ᐯᑕᐙᒋᒃ ᑭᒋᐅᑭᒪᐗ, ᑮ ᑭᑐᑌᐗᒃ; ᒫᑎᑲ, ᒫᑲ, ᐊᓂᐃ ᐊᒐᑾ ᑳ ᑮ ᐙᐸᒫᒋᒃ ᐙᐸᓄᑖᒃ, ᑮ ᓂᑳᓂᐸᓖᔅᑖᑯᐗᒃ, ᐱᓕᔥ ᑳ ᐅᑎᒋᐸᓕᓕᒋ ᑎᐱᔅᑯᒃ ᑳ ᐃᔑ ᐃᑖᓕᒋ ᐊᓂᐃ ᐅᔥᑲᐙᔑᔕ᙮ 
MAT.2.10	ᐃᔅᐱ ᐎᐋᐸᒫᒋᒃ ᐊᒐᑾ ᑮ ᒧᒋᑫᓕᑕᒶᒃ ᓈᔅᐱᒡ ᐁ ᒥᓚᐙᑕᑭᒃ᙮ 
MAT.2.11	ᐃᔅᐱ ᒫᑲ ᑳ ᐱᑐᑫᒋᒃ ᐙᔅᑳᔨᑲᓂᒃ, ᑮ ᐙᐸᒣᐗᒃ ᐊᓂᐃ ᐅᔥᑲᐙᔑᔕ ᓀᔥᑕ ᐅᑳᐎᓕᐗ ᒣᕆᔭ, ᐁ ᐅᑎᑕᐱᔅᑕᐙᒋᒃ ᒫᑲ, ᑮ ᓇᐗᑮᔅᑕᐌᐗᒃ: ᐃᔅᐱ ᒫᑲ ᑳ ᑮ ᐋᐸᐊᑭᒃ ᐅᑦ ᐋᔮᓂᐙᐗ, ᑮ ᒥᓓᐗᒃ ᒥᓕᐌᐎᓇ; ᐅᓵᐎᔔᓕᐊᓈᐱᔅᑾ, ᓀᔥᑕ ᑳ ᐎᑭᒫᑯᓯᓕᒋ ᐱᑭᐤᐗ᙮
MAT.2.12	ᐁ ᑮ ᐃᑎᑯᒋᒃ ᒫᑲ ᑭᒋᒪᓂᑐᐗ ᐸᐙᒧᐎᓂᒃ ᐁᑳ ᑭᒋ ᑭᐌᑐᑕᐙᒋᒃ ᐦᐁᕋᑕ, ᐱᑐᔥ ᐃᔑ ᑮ ᑭᐌᐗᒃ ᑎᐱᓚᐌ ᐅᑦ ᐊᔅᑭᐙᒃ᙮
MAT.2.13	ᐃᔅᐱ ᒫᑲ ᑳ ᑮ ᑭᑐᑌᒋᒃ, ᒫᑎᑲ, ᒍᓯᑉ ᑮ ᓄᑯᓰᔅᑖᑯ ᐅᑎᐯᓕᒋᑫᐗ ᐅᑦ ᐁᓐᒐᓕᒥᓕᐗ ᐸᐙᒧᐎᓂᒃ, ᐁ ᐃᑗᓕᒋ, ᐗᓂᔥᑳ, ᐅᑎᓐ ᒫᑲ ᐅᔥᑲᐙᔑᔥ ᓀᔥᑕ ᐅᑳᐎᔭ, ᐃᒋᑉᑎᒃ ᒫᑲ ᐃᑎᔑᒧ, ᐁᑯᑕ ᒫᑲ ᑕᔑᑫ ᐹᑎᒫ ᐯᒋ ᐎᑕᒫᑖᓀ: ᐌᓴ ᐦᐁᕋᑦ ᑲᑕ ᓇᓇᑐᓇᐌᐤ ᐅᔥᑲᐙᔑᔕ ᑭᒋ ᓂᔑᐗᓈᒋᐋᑦ᙮
MAT.2.14	ᐃᔅᐱ ᐌᓂᔥᑳᑦ, ᑮ ᐅᑎᓀᐤ ᐅᔥᑲᐙᔑᔕ ᓀᔥᑕ ᐅᑳᐎᓕᐗ ᓂᐹᑎᐱᔉ, ᐃᒋᑉᑎᒃ ᒫᑲ ᑮ ᐃᑐᑌᐤ: 
MAT.2.15	ᐁᑯᑕ ᒫᑲ ᑳ ᐃᑖᑦ ᐱᓕᔥ ᑳ ᓂᐱᓕᒋ ᐦᐁᕋᑕ: ᑭᒋ ᑎᐱᐸᓕᓕᒃ ᑳ ᑮ ᐃᑗᐋᑦ ᐅᑎᐯᓕᒋᑫᐤ ᐅᑭᔅᑭᐙᐃᑫᐗ, ᐁ ᐃᑗᑦ, ᐃᒋᑉᑎᒃ ᓂ ᑮ ᐅᒋ ᓇᑐᒪᐤ ᓂᑯᓯᔅ᙮
MAT.2.16	ᐁᑯ ᒫᑲ ᐦᐁᕋᑦ, ᐃᔅᐱ ᐎᐋᐸᑕᒃ ᐁ ᑮ ᐙᔦᔑᒥᑯᑦ ᑫᑫᑕᐌᓕᑕᒥᓕᒋ ᐃᓕᓕᐗ, ᓈᔅᐱᒡ ᑮ ᑭᓯᐙᓯᐤ, ᑮ ᑭᒋᑎᔕᐌᐤ ᒫᑲ ᐊᐌᓕᐗ ᑭᒋ ᓂᐸᐋᓕᒋ ᒥᓯᐌ ᐊᐙᔑᔕ ᐯᑦᓕᔭᒥᒃ ᑳ ᐃᑖᓕᒋ, ᓀᔥᑕ ᒥᓯᐌ ᐙᔅᑲ ᐊᓐᑕ, ᐁ ᓂᔓ ᐱᐴᓀᓯᓕᒋ ᐅᒋ, ᓀᔥᑕ ᐊᐙᓯᑌ ᐁ ᐊᐙᔑᔑᐎᓕᒋ ᐁ ᑎᐸᑭᑕᒃ ᐊᓂᒪ ᐃᔅᐱ ᐌᐌᓕᑦ ᐁ ᑮ ᑲᑴᒋᒫᑦ ᑫᑫᑕᐌᓕᑕᒥᓕᒋ ᐃᓕᓕᐗ᙮
MAT.2.17	ᐁᑯ ᑳ ᑎᐱᐸᓕᒃ ᑳ ᑮ ᐃᑗᑦ ᒉᕆᒫᔭ ᐅᑭᔅᑭᐙᐃᑫᐤ, ᐁ ᐃᑗᑦ, 
MAT.2.18	ᐁᑯᑕ ᕃᒪᐃᒃ ᑮ ᓄᑕᑾᓐ ᐯᑖᑯᓯᐎᓐ, ᓇᓀᑳᑌᐎᑕᒧᐎᓐ, ᓀᔥᑕ ᒫᑐᐎᓐ, ᓀᔥᑕ ᑭᒋ ᒫᐎᑳᔑᐌᐎᓐ, ᕃᒋᓪ ᐁ ᒪᐎᑲᑖᑦ ᐅᑦ ᐊᐙᔑᒥᔕ, ᓇᒪᐎᓚ ᒫᑲ ᑮ ᐎ ᒥᓜᓕᒧᐃᑯᓯᐤ, ᐁᑳ ᐁ ᐃᑖᓕᒋ᙮
MAT.2.19	ᒫᑲ ᐃᔅᐱ ᐦᐁᕋᑦ ᑳ ᓂᐱᑦ, ᒫᑎᑲ, ᒍᓯᑉ ᑮ ᓄᑯᓰᔅᑖᑯ ᐅᑎᐯᓕᒋᑫᐗ ᐅᑦ ᐁᓐᒐᓕᒥᓕᐗ ᐸᐙᒧᐎᓂᒃ ᐊᓐᑕ ᐃᒋᑉᑎᒃ, 
MAT.2.20	ᐁ ᐃᑗᓕᒋ, ᐗᓂᔥᑳ, ᐅᑎᓐ ᐅᔥᑲᐙᔑᔥ ᓀᔥᑕ ᐅᑳᐎᔭ, ᐃᑐᑌ ᒫᑲ ᐃᔅᕃᐃᓪ ᐊᔅᑮᒃ: ᐌᓴ ᐋᔕᔾ ᓂᐱᐗᒃ ᐊᓂᑭ ᑳ ᑮ ᓈᓇᑕᐌᓕᑕᒸᒋᒃ ᐅᔥᑲᐙᔑᔕ ᐅ ᐱᒫᑎᓯᐎᓂᓕᐤ᙮ 
MAT.2.21	ᑮ ᐗᓂᔥᑲᐤ ᒫᑲ, ᑮ ᐅᑎᓀᐤ ᒫᑲ ᐅᔥᑲᐙᔑᔕ ᓀᔥᑕ ᐅᑳᐎᓕᐗ, ᑮ ᐯᒋ ᐃᑐᑌᐤ ᒫᑲ ᐃᔅᕃᐃᓪ ᐊᔅᑮᒃ᙮
MAT.2.22	ᒫᑲ ᐃᔅᐱ ᐱᐁᑕᒃ ᐋᕐᑭᓓᔭᓴ ᐁ ᑎᐯᓕᒋᑫᓕᒋ ᒎᑎᐊᐃᒃ ᐁ ᒦᔅᑯᑎᔥᑲᐙᓕᒋ ᐅᑖᐎᓕᐗ ᐦᐁᕋᑕ, ᑮ ᑯᔅᑖᒋᐤ ᐊᓐᑕ ᑭᒋ ᐃᑐᑌᑦ: ᐁᓕᐌᒃ ᒫᑲ, ᐁ ᐃᑎᑯᑦ ᑭᒋᒪᓂᑐᐗ ᐸᐙᒧᐎᓂᒃ ᑮ ᐸᔅᑫᐤ ᑳᓕᓕᒃ ᑭᒋ ᐃᑐᑌᑦ: 
MAT.2.23	ᑮ ᑕᑯᔑᓐ ᒫᑲ, ᓀᔥᑕ ᑮ ᑕᔑᑫᐤ ᐃᑖᐎᓂᒃ ᓈᓴᕆᑦ ᑳ ᐃᔑᓂᑳᑌᒃ: ᑭᒋ ᑎᐱᐸᓕᓕᒃ ᑳ ᑮ ᐃᑗᒋᒃ ᐅᑭᔅᑭᐙᐃᑫᐗᒃ, ᓈᓴᕇᓐ ᑲᑕ ᐃᔑᓂᑳᑖᑲᓂᐎᐤ᙮
MAT.3.1	ᒣᑾᒡ ᐊᓂᐃ ᑭᔑᑲᐗ ᑮ ᑕᑯᔑᓐ ᒑᓐ ᐅᓯᑲᐋᑖᑫᐤ ᐁ ᑲᑫᔅᑭᒥᐌᑦ ᐸᑾᑕᔅᑲᒥᑳᒃ ᒎᑎᐊᐃᒃ, 
MAT.3.2	ᐁ ᐃᑗᑦ ᒫᑲ, ᑴᔅᑳᑎᓰᒃ: ᐌᓴ ᑭᒋᑭᔑᑳᐎ ᐅᑭᒫᐎᐎᓐ ᐯᔓᓈᑾᓐ᙮ 
MAT.3.3	ᐌᓴ ᐁᐗᒃ ᐊᐗ ᑳ ᑮ ᑎᐹᒋᒥᑯᑦ ᐅᑭᔅᑭᐙᐃᑫᐗ ᐋᐃᓭᔭᐗ, ᐁ ᐃᑗᓕᒋ, ᐅ ᐯᑖᑯᓯᐎᓐ ᐯᔭᒃ ᐁ ᑌᐺᑦ ᐸᑾᑕᔅᑲᒥᑳᒃ, ᐋᔦᔅᑲᐎᑕᒸᒃ ᑫ ᐃᔑ ᐯᒋ ᐃᑐᑌᑦ ᐅᑎᐯᓕᒋᑫᐤ, ᒀᔭᔅᑯᒧᑕᐙᒃ ᐅ ᒣᔅᑲᓇᐗ᙮
MAT.3.4	ᐁᐗᒃ ᐊᐗ ᒑᓐ ᑮ ᐅᒋᐎᓛᒋᑲᓂᐤ ᑳᒥᓪ ᐅᐱᐌᔭ, ᑮ ᐸᑾᑌᐅ ᒫᑲ ᐸᔅᑴᑭᓐ ᐸᑾᑌᐅᓂᓕᐤ, ᓀᔥᑕ ᒀᒀᐱᔑᔥ ᓀᔥᑕ ᐋᒧ ᔔᑳᓕᐤ ᑮ ᐅᒥᒋᒥᒥᐤ᙮ 
MAT.3.5	ᐁᑯ ᒫᑲ ᐱᐁᒋ ᓈᑎᑯᑦ ᒥᓯᐌ ᒋᕉᓴᓚᒥᒃ ᑳ ᐃᑖᓕᒋ, ᓀᔥᑕ ᒥᓯᐌ ᒎᑎᐊᐃᒃ, ᓀᔥᑕ ᒥᓯᐌ ᐊᓂᒪ ᐊᔅᑮᒃ ᐙᔅᑲ ᒐᕐᑕᓂᒃ, 
MAT.3.6	ᑮ ᓯᑲᐋᑕᐌᐗᒃ ᒫᑲ ᒐᕐᑕᓂᒃ, ᐁ ᐙᐎᑕᒥᓕᒋ ᐅ ᒪᒋᑐᑕᒧᐎᓂᓕᐗ᙮
MAT.3.7	ᒫᑲ ᐃᔅᐱ ᐎᐋᐸᒫᑦ ᒥᒉᑦ ᐸᕋᓯᔭ ᓀᔥᑕ ᓵᑦᔫᓯᔭ ᐁ ᐯᒋ ᓈᑕᒪᓕᒋ ᐅ ᓯᑲᐋᑖᑫᐎᓐ, ᑮ ᐃᑌᐤ, ᐅ ᐋᔭᓂᔅᑫ ᑭᓀᐱᑯᐎᔦᒃ, ᐊᐌᓇ ᑳ ᐎᑕᒫᑖᒃ ᑭᒋ ᐅᔑᑕᒣᒃ ᐋᑯᓚᐌᓯᐎᓐ ᑫ ᐅᑎᒋᐸᓕᒃ? 
